psi,gamma_selected,gamma_full,gamma_symmetric,gamma_antisymmetric
-3.14159265358979,0.24279350150388,0.24279350150388,0.24279350150388,-1.7969624519577e-17
-3.12929679193191,0.240975631244901,0.240975631244901,0.242778499712155,-0.00180286846725346
-3.11700093027402,0.239135989128209,0.239135989128209,0.242733695604971,-0.00359770647676213
-3.10470506861614,0.237283108618401,0.237283108618401,0.242659689771872,-0.00537658115347093
-3.09240920695825,0.235425719000619,0.235425719000619,0.242557472520586,-0.00713175351996724
-3.08011334530036,0.233572635710743,0.233572635710743,0.24242840800409,-0.00885577229334703
-3.06781748364248,0.23173264832734,0.23173264832734,0.242274212275506,-0.010541563948166
-3.05552162198459,0.229914407663314,0.229914407663314,0.242096925544137,-0.0121825178808239
-3.04322576032671,0.22812631340086,0.22812631340086,0.241898878978701,-0.0137725655778413
-3.03092989866882,0.226376403700144,0.226376403700144,0.241682656472721,-0.0153062527725775
-3.01863403701094,0.224672248180382,0.224672248180382,0.241451051851246,-0.0167788036708641
-3.00633817535305,0.223020845622415,0.223020845622415,0.241207022056842,-0.0181861764344275
-2.99404231369516,0.221428527675189,0.221428527675189,0.240953636905519,-0.01952510923033
-2.98174645203728,0.219900869765931,0.219900869765931,0.240694026049217,-0.020793156283286
-2.96945059037939,0.218442610316421,0.218442610316421,0.240431323820227,-0.0219887135038052
-2.95715472872151,0.217057579257129,0.217057579257129,0.240168612663896,-0.023111033406767
-2.94485886706362,0.215748636708642,0.215748636708642,0.239908865888894,-0.0241602291802522
-2.93256300540574,0.214517622567524,0.214517622567524,0.239654890478736,-0.0251372679112119
-2.92026714374785,0.21336531759335,0.21336531759335,0.239409270714147,-0.0260439531207968
-2.90797128208997,0.21229141644706,0.21229141644706,0.239174313352908,-0.0268828969058481
-2.89567542043208,0.211294512979973,0.211294512979973,0.238951995102147,-0.0276574821221741
-2.88337955877419,0.210372097919785,0.210372097919785,0.238743913097643,-0.0283718151778581
-2.87108369711631,0.209520568946626,0.209520568946626,0.238551239075768,-0.0290306701291424
-2.85878783545842,0.208735253000788,0.208735253000788,0.23837467788646,-0.0296394248856725
-2.84649197380054,0.208010440515957,0.208010440515957,0.238214430950473,-0.0302039904345159
-2.83419611214265,0.207339431129521,0.207339431129521,0.238070165211494,-0.0307307340819727
-2.82190025048477,0.206714590286542,0.206714590286542,0.237940988074109,-0.031226397787567
-2.80960438882688,0.206127416027901,0.206127416027901,0.237825428752635,-0.031698012724734
-2.79730852716899,0.205568615137401,0.205568615137401,0.237721426384206,-0.0321528112468058
-2.78501266551111,0.205028187718566,0.205028187718566,0.237626325182961,-0.0325981374643945
-2.77271680385322,0.2044955191807,0.2044955191807,0.237536876831541,-0.0330413576508409
-2.76042094219534,0.203959478536305,0.203959478536305,0.237449250222266,-0.0334897716859614
-2.74812508053745,0.203408521849117,0.203408521849117,0.237359048574165,-0.0339505267250481
-2.73582921887957,0.20283079962423,0.20283079962423,0.237261333864569,-0.0344305342403392
-2.72353335722168,0.202214266899427,0.202214266899427,0.237150658426056,-0.0349363915266286
-2.71123749556379,0.201546794780159,0.201546794780159,0.237021103472312,-0.0354743086921527
-2.69894163390591,0.200816282159372,0.200816282159372,0.236866324230837,-0.0360500420714651
-2.68664577224802,0.200010766377494,0.200010766377494,0.236679601277414,-0.03666883489992
-2.67434991059014,0.199118531606822,0.199118531606822,0.236453897587902,-0.0373353659810801
-2.66205404893225,0.198128213787612,0.198128213787612,0.236181920748032,-0.0380537069604199
-2.64975818727437,0.197028900999734,0.197028900999734,0.235856189692567,-0.0388272886928332
-2.63746232561648,0.195810228222647,0.195810228222647,0.235469105282141,-0.0396588770594942
-2.62516646395859,0.194462465516746,0.194462465516746,0.235013023970219,-0.0405505584534727
-2.61287060230071,0.192976598749534,0.192976598749534,0.234480333764643,-0.0415037350151092
-2.60057474064282,0.19134440208926,0.19134440208926,0.233863531648774,-0.0425191295595138
-2.58827887898494,0.18955850159527,0.18955850159527,0.233155301596883,-0.0435968000016127
-2.57598301732705,0.187612429346862,0.187612429346862,0.232348592297756,-0.0447361629508939
-2.56368715566917,0.185500667669377,0.185500667669377,0.23143669368964,-0.0459360260202624
-2.55139129401128,0.183218683136164,0.183218683136164,0.230413311409171,-0.047194628273007
-2.53909543235339,0.180762950146268,0.180762950146268,0.229272638266749,-0.0485096881204815
-2.52679957069551,0.178130963998847,0.178130963998847,0.228009421881108,-0.049878457882261
-2.51450370903762,0.175321243504847,0.175321243504847,0.226619027636473,-0.0512977841316263
