psi,gamma_agent_1,gamma_agent_2,gamma_true
1.44476374480157,0.0991208701730324,-0.371204024301401,-0.470324894474434
1.45705960645945,0.104608496123109,-0.370732420892459,-0.475340917015568
1.46935546811734,0.110200621910351,-0.3700745153681,-0.480275137278451
1.48165132977523,0.115875190896629,-0.369219263687306,-0.485094454583935
1.49394719143311,0.121609209729456,-0.368157050235425,-0.48976625996488
1.506243053091,0.127379008371439,-0.366879785676751,-0.49425879404819
1.51853891474888,0.133160508202162,-0.365380984424919,-0.498541492627081
1.53083477640677,0.13892949485809,-0.363655820677623,-0.502585315535714
1.54313063806465,0.144661892422901,-0.361701162262695,-0.506363054685596
1.55542649972254,0.150334035571737,-0.359515581854833,-0.50984961742657
1.56772236138042,0.155922936308401,-0.357099345441785,-0.513022281750186
1.58001822303831,0.161406542013712,-0.354454378240969,-0.515860920254681
1.5923140846962,0.16676398164493,-0.351584208587757,-0.518348190232687
1.60460994635408,0.17197579708857,-0.348493890630289,-0.520469687718859
1.61690580801197,0.17702415686966,-0.345189906968177,-0.522214063837837
1.62920166966985,0.181893049656751,-0.341680052659483,-0.523573102316234
1.64149753132774,0.186568455270455,-0.337973302287571,-0.524541757558026
1.65379339298562,0.191038491200143,-0.334079662023105,-0.525118153223249
1.66608925464351,0.19529353295476,-0.330010008832837,-0.525303541787596
1.6783851163014,0.199326306914828,-0.325775919172831,-0.525102226087659
1.69068097795928,0.203131954709291,-0.321389489656558,-0.524521444365849
1.70297683961717,0.206708068507737,-0.316863152305544,-0.52357122081328
1.71527270127505,0.210054696991017,-0.31220948707032,-0.522264184061337
1.72756856293294,0.213174322136284,-0.307441034350806,-0.520615356487091
1.73986442459082,0.216071807320965,-0.30257011024751,-0.518641917568474
1.75216028624871,0.218754317609417,-0.297608627237734,-0.516362944847151
1.7644561479066,0.221231213431227,-0.29256792289485,-0.513799136326077
