phi,b_1_shared,a_1_shared,b_1_7_10_10to7,b_1_7_10_7to10,b_1_7_8_8to7,b_1_7_8_7to8,b_1_7_9_9to7,b_1_7_9_7to9,b_1_8_10_10to8,b_1_8_10_8to10,b_1_8_9_9to8,b_1_8_9_8to9,b_1_9_10_10to9,b_1_9_10_9to10,a_2_shared,b_2_7_10_10to7,b_2_7_10_7to10,b_2_7_8_8to7,b_2_7_8_7to8,b_2_7_9_9to7,b_2_7_9_7to9,b_2_8_10_10to8,b_2_8_10_8to10,b_2_8_9_9to8,b_2_8_9_8to9,b_2_9_10_10to9,b_2_9_10_9to10,a_3_shared,b_3_7_10_10to7,b_3_7_10_7to10,b_3_7_8_8to7,b_3_7_8_7to8,b_3_7_9_9to7,b_3_7_9_7to9,b_3_8_10_10to8,b_3_8_10_8to10,b_3_8_9_9to8,b_3_8_9_8to9,b_3_9_10_10to9,b_3_9_10_9to10
0,1.29091708235853,-0.0229914692945301,0.0320796852615905,0.0289159771580725,-0.0365065988092705,-0.055379640756041,0.0534839448835396,0.0610357266259125,0.0161593141941728,0.0167704981358661,0.0307240095530519,0.0393500777844611,-0.0664608486769805,-0.0420020366115847,-0.00133046732038718,0.00940675995877395,0.0547335253517743,0.0242573507109655,0.057922773737018,0.00478538577114303,-0.0760569837641664,0.03844194980736,0.00792290316344498,0.0522310497709561,-0.0723784334659737,0.0350024152365504,-0.110004540242423,0.0183446505758921,0.0120284673118678,-0.0198012077597527,0.0140763587396029,-0.100172105945207,-0.0107569842755916,-0.0446672680333322,0.0167563089728128,0.00246455997453162,-0.0070489017169535,-0.0173487029780712,0.10882928463519,0.0266810257502726
0.0122958616578857,1.29443292911795,-0.0228257851637636,0.0319518765386526,0.0290895292157246,-0.0359751732275528,-0.0554180404856327,0.0536968331178304,0.0612770645452835,0.016072007789367,0.0167627053574788,0.0308220683864475,0.0391552508932894,-0.0668233050108231,-0.0425410814622831,-0.000928867489385537,0.00964830115360676,0.0558809203721408,0.0260898468555545,0.0601799543239059,0.00431602188173994,-0.0768860102744001,0.0386766302862931,0.00812801584379479,0.0533481525342447,-0.0724743676771365,0.037321332374109,-0.109812659343576,0.0164228495942346,0.0131201385407758,-0.0204643852307127,0.0162642339016535,-0.0998760198929883,-0.0114378297541009,-0.0462891247351694,0.0173906854907651,0.00196355199970847,-0.0064907363014507,-0.0164233866838265,0.111647309019937,0.0272790758023285
0.0245917233157714,1.29799932647314,-0.0221424333898418,0.0318111988704025,0.0292622134463126,-0.035439290165463,-0.0554531338203788,0.053916174369498,0.0615330194018282,0.0159937517620668,0.0167527562100861,0.030921495638505,0.0389475516768477,-0.067185993051562,-0.0430888502252744,-0.000508552279835618,0.00975602864655819,0.0570348872868682,0.0278176450175773,0.06239148188372,0.00381934541916554,-0.0777201563612463,0.0389200820521816,0.0083486753472324,0.0544544415448256,-0.0725701494702695,0.0395557365906822,-0.109525671309011,0.0144498848966406,0.0140895666727389,-0.0211685227112223,0.0183831188012136,-0.0995343397012809,-0.0121439998585078,-0.0480550118244731,0.0178571960201252,0.00148285778449278,-0.00595661439292527,-0.0155286575535275,0.114152062973327,0.0275864434170873
0.0368875849736571,1.30161257635626,-0.0209440604141976,0.0316586358915782,0.0294357514351033,-0.0349000648429504,-0.0554830075941443,0.0541421318658286,0.0618045935697486,0.0159253238239254,0.0167411319861564,0.031022182762491,0.0387270670008545,-0.0675467983295976,-0.0436437980136725,-7.75101888852517e-05,0.00973382840432915,0.0581908534344785,0.0294291636548047,0.0645496225033842,0.00329795966761956,-0.0785620567716721,0.0391806252389487,0.00858789426612165,0.0555473698956096,-0.0726633578375844,0.0417053078507429,-0.109149958890113,0.0124386136135894,0.0149352054732411,-0.0219088900614536,0.020416459815016,-0.0991500179090769,-0.0128634782514928,-0.04994165851765,0.0181511409280699,0.0010228751752428,-0.00544982919724589,-0.0146601831305446,0.11632347138177,0.02759018540408
0.0491834466315427,1.30526649792619,-0.0192410182699523,0.0314952554295914,0.029611849760431,-0.0343585864738918,-0.0555058043474825,0.0543747489692001,0.0620926288684477,0.0158673107136625,0.0167283043603818,0.0311238896721333,0.0384939213263018,-0.0679033183919162,-0.0442042388273706,0.000355954348722208,0.00958647647037454,0.0593442653688842,0.0309132041409843,0.0666471597115137,0.00275463680152169,-0.0794140935385233,0.0394660467647775,0.00884869427815398,0.0566243684388178,-0.0727512568721505,0.0437691023671681,-0.108692658183675,0.0104021699913404,0.0156564708812537,-0.0226801839349288,0.0223473886532625,-0.0987263147719415,-0.0135846487868,-0.0519239399786375,0.0182691642573361,0.00058340494754242,-0.00497357851242947,-0.0138140269378935,0.118143561980126,0.0272800458637192
0.0614793082894284,1.3089525557328,-0.0170511096500394,0.0313221981853345,0.0297921773998115,-0.0338159135504728,-0.0555197478657852,0.0546139558627524,0.062397792360143,0.0158201097405664,0.0167147332075597,0.0312262570466128,0.0382482840644052,-0.0682528881043614,-0.0447683607422356,0.000783404621951867,0.00931957451457325,0.0604906279421728,0.0322590635962953,0.0686774223363551,0.00219230901381158,-0.0802783543262955,0.0397834804638255,0.00913405833748518,0.0576828780268766,-0.0728308372563098,0.0457455624813398,-0.108161555776222,0.00835380668922105,0.0162537206505572,-0.0234765326463742,0.0241588772722232,-0.09826680946534,-0.0142964104970547,-0.0539750969128587,0.0182092797416436,0.000163697028988506,-0.0045309150056482,-0.0129867419677913,0.119596696121039,0.0266485839724561
0.0737751699473141,1.31266001306828,-0.0143992003289587,0.0311406656604371,0.0299783433331728,-0.0332730689491879,-0.0555231666157223,0.0548595773803904,0.0627205637983045,0.0157839331483449,0.0167008645329254,0.0313288205771755,0.0379903766075651,-0.0685926090430428,-0.0453342424199052,0.00119645876711886,0.00893947822526517,0.0616255425951689,0.0334566453855955,0.0706343052747668,0.00161405865643467,-0.0811565931362633,0.040139297746571,0.009446881305313,0.058720381273468,-0.0728988627224048,0.0476325422916509,-0.107564976604852,0.00630673600648605,0.0167282241600914,-0.0242915097517515,0.0258339026504327,-0.0977754025206309,-0.0149882837547821,-0.0560669794850269,0.0179708836165576,-0.000237495514025836,-0.0041246972533924,-0.0121754522371961,0.120669776357721,0.0256912699456074
0.0860710316051998,1.31637610812926,-0.0113167050069559,0.0309519074918511,0.0301718746473119,-0.0327310348857926,-0.0555145147969899,0.0551113418291862,0.0630612249129955,0.0157588151631929,0.0166871285262247,0.031431026895312,0.0377204788765694,-0.0689193825818503,-0.045899870748486,0.00158697668017409,0.00845321944511172,0.062744744568675,0.0344965659065792,0.072512283325179,0.00102310725690273,-0.0820501939997578,0.0405390103595024,0.0097899198306972,0.059734433343609,-0.0729519206732088,0.0494273484849411,-0.106911664225433,0.00427397254391646,0.0170821229627184,-0.0251181566300474,0.0273556195126741,-0.0972563093408376,-0.0156505064103863,-0.0581703131805971,0.0175547542347614,-0.00062185566754058,-0.00375754222277926,-0.0113779210349531,0.121352427859797,0.0244065479411152
0.0983668932630855,1.32008625035625,-0.00784095472204349,0.0307572083607832,0.0303741954393904,-0.0321907477555888,-0.0554923907671414,0.0553688906410605,0.0634198506981798,0.0157446215509706,0.0166739377495241,0.0315322508958527,0.0374389352303162,-0.0692299462310847,-0.0464631594126151,0.00194724302461208,0.00786842301772438,0.0638441387521266,0.0353702563217652,0.0743064183252196,0.000422803289754165,-0.0829601382560665,0.040987186627251,0.0101657423232703,0.0607226913053308,-0.0729864760874162,0.0511267955719908,-0.106210655292298,0.00226817874808382,0.0173183827503157,-0.0259490142143287,0.0287075389245562,-0.0967140448140453,-0.0162741188582813,-0.0602549839083482,0.016963038639415,-0.000991435867118835,-0.00343177986000707,-0.0105926047219748,0.121637151011024,0.022795865087559
0.110662754920971,1.32377423410007,-0.00401445592463605,0.0305578746467819,0.0305866068068522,-0.0316530929040981,-0.0554555526410362,0.0556317886820528,0.0637963028427067,0.0157410614726337,0.0166616854673425,0.0316318141463532,0.0371461595931779,-0.0695209127365893,-0.0470219681820127,0.0022701426873228,0.00719321936522544,0.0649198338921811,0.0360700579383865,0.0760123599159429,-0.000183391399085832,-0.0838869759696224,0.0414873823532832,0.0105766798766519,0.0616829416067398,-0.0729989277880362,0.0527272744883171,-0.105471150139749,0.000301514717769092,0.0174407375110394,-0.0267761638720205,0.0298737105464947,-0.0961533992120603,-0.0168510371424119,-0.0622903393489093,0.0161992263901134,-0.00134858669947819,-0.00314941043111548,-0.00981869119968314,0.121519442905329,0.0208636662505456
