Row,sender_agent_7,sender_agent_8,sender_agent_9,sender_agent_10,sender_agent_11,sender_agent_12
receiver_agent_7,0,0.0304300511500285,0.0113566492546121,-0.0442119948716152,-0.00633913620592213,0.00360305542837041
receiver_agent_8,-0.00969508132893815,0,0.0133253168400498,0.00212191436608353,-0.00112294464100279,0
receiver_agent_9,0.000901470992424348,0.000463009633804324,0,-0.00144649797692373,-0.000347035824767584,-0.00120318509550056
receiver_agent_10,-0.024179218735751,0.0281648946644993,0.0186556159873596,0,-0.0385101680597343,-0.02290443200502
receiver_agent_11,0.00979321009610531,0.00404322317824611,0.00550750747891784,-0.0208011015409189,0,-0.00348441629366212
receiver_agent_12,-0.000165259516815287,0,-0.00522901777944685,0.0410939944686742,0.038088734875747,0
