Row,sender_agent_7,sender_agent_8,sender_agent_9,sender_agent_10,sender_agent_11,sender_agent_12
receiver_agent_7,0,-0.0576252084326383,-0.0339320161328116,0.0826527191747226,0.0345411890147048,0.01418644307705
receiver_agent_8,-0.0433337275586031,0,-0.0376879244261874,0.0291898069210501,0.02058251423931,0
receiver_agent_9,-0.0251692005868101,-0.0297524495399185,0,0.0195481762343811,0.0125257213976055,0.0249792378270159
receiver_agent_10,0.022715855033138,0.00509113973782028,0.0035803709898453,0,-0.0107645265591342,-0.0124778064211404
receiver_agent_11,0.0405800866260889,0.0134811750167031,0.00663462265723133,-0.0256453789775537,0,-0.025143772172518
receiver_agent_12,0.0242204417399638,0,0.0266494807013716,-0.0710921493385748,-0.0663414413615844,0
