Row,sender_agent_7,sender_agent_8,sender_agent_9,sender_agent_10,sender_agent_11,sender_agent_12
receiver_agent_7,0,-0.0229879534181,-0.0281068178962068,-0.0747291822474907,-0.209061904064024,-0.0304625537617692
receiver_agent_8,0.00958380521863541,0,-0.086080785417802,-0.0202482668654996,0.0297038589840422,0
receiver_agent_9,0.0238240195904315,0.018415673701196,0,0.00973712981787651,-0.0087851295027152,0.0313459369868792
receiver_agent_10,-0.0628272805281684,-0.0461556324499744,-0.00966588651378572,0,0.0175362791144751,0.0167963792682661
receiver_agent_11,0.224388850353573,-0.027540576043846,0.0132596651833702,-0.00795658713162136,0,-0.0167437617908719
receiver_agent_12,0.036394117630922,0,0.0510058618573792,0.00809680607918621,-0.0196187687750567,0
