phi,a_1,a_2,a_3,a_4
3.60268746576051,0.0209274454914481,0.143643245018536,0.537913679324605,0.448815991005925
3.61498332741839,0.00492943204664865,0.125822995777758,0.555151703053139,0.464359919186821
3.62727918907628,-0.0111380603665186,0.107809896177544,0.572897385175728,0.480813464941782
3.63957505073416,-0.0270645821119955,0.0898156240397993,0.59117934167439,0.498305553942126
3.65187091239205,-0.0426351203663956,0.0720581090406139,0.610025818500662,0.516965651980318
3.66416677404994,-0.0576342736379692,0.0547573862011428,0.629464429319316,0.536921912575285
3.67646263570782,-0.0718505420687224,0.0381313061674088,0.649521896245953,0.558299278825568
3.68875849736571,-0.0850806623698952,0.0223911728333602,0.670223795530661,0.581217563568346
3.70105435902359,-0.0971339144504489,0.00773738108881621,0.69159430990883,0.605789532473874
3.71335022068148,-0.107836326155124,-0.00564487143843694,0.713655989090536,0.632119014955278
3.72564608233936,-0.117034703053009,-0.017589724855979,0.736429519597796,0.66029906769839
3.73794194399725,-0.124600411911327,-0.0279545771592674,0.759933504890537,0.690410215215342
3.75023780565513,-0.1304328493362,-0.0366237139472488,0.784184256454012,0.722518791103518
3.76253366731302,-0.134462531028369,-0.0435115811438447,0.80919559625858,0.756675402656689
3.77482952897091,-0.136653742135673,-0.0485656388204491,0.834978670753768,0.792913540140628
3.78712539062879,-0.137006695217066,-0.0517687398981349,0.861541776327886,0.831248350427909
3.79942125228668,-0.13555914928075,-0.0531409841443802,0.888890195957915,0.871675592806846
3.81171711394456,-0.132387451122839,-0.0527410053741256,0.917026046596614,0.914170792661178
3.82401297560245,-0.127606968660381,-0.0506666580109504,0.945948136699383,0.958688606387875
3.83630883726033,-0.121371895000072,-0.0470550780414317,0.975651833185675,1.00516240841001
3.84860469891822,-0.113874411477841,-0.0420821027737431,1.00612893706182,1.05350410848249
3.86090056057611,-0.105343207703285,-0.0359610435510796,1.03736756690571,1.1036042047149
3.87319642223399,-0.0960413665999309,-0.0289408155263279,1.06935204943021,1.15533207488359
3.88549228389188,-0.086263632396401,-0.0213034386260414,1.10206281640119,1.20853650571118
3.89778814554976,-0.0763330893435887,-0.0133609337676764,1.13547630728749,1.26304645689323
3.91008400720765,-0.0665972884575873,-0.00545164809185711,1.16956487716139,1.31867205378609
3.92237986886553,-0.0574238686703879,0.00206394771800983,1.2042967095475,1.37520579987409
3.93467573052342,-0.0491957272680308,0.00880793817814322,1.23963573413079,1.43242399744359
3.94697159218131,-0.0423058022753069,0.0143900578495741,1.27554154947734,1.49008836234071
3.95926745383919,-0.0371515363824336,0.018413135017137,1.31196935118832,1.54794781631143
3.97156331549708,-0.0341290979903581,0.0204788105396633,1.3488698661934,1.6057404382467
3.98385917715496,-0.0336274398779708,0.0201934528364778,1.38618929418715,1.66319555370965
3.99615503881285,-0.0360222797827366,0.0171741857144442,1.42386925751483,1.72003594043031
4.00845090047073,-0.0416700897684619,0.0110549426647634,1.46184676111425,1.77598012603713
4.02074676212862,-0.0509021825798257,0.00149245942688924,1.50005416441111,1.83074475317122
4.03304262378651,-0.0640189832213162,-0.0118278839327921,1.53841916733827,1.88404698631156
4.04533848544439,-0.0812845727354099,-0.0291864594270278,1.57686481289773,1.93560693413803
4.05763434710228,-0.102921588597501,-0.0508241119813891,1.61530950889981,1.98515006107785
4.06993020876016,-0.129106562319046,-0.076937287296487,1.65366707169033,2.03240956182254
4.08222607041805,-0.15996576979993,-0.107673644749214,1.69184679480684,2.07712867306229
