CompRank,CompIndex,DeltaRad,DeltaDeg,ComponentEnergyFraction,DropOneMetric,MaxDirectionShare,EffectiveDirections,DominantInteractionIndex,DominantPairName,DominantSourceID,DominantTargetID
1,1,0.505093042182302,28.9396995784692,0.644566282678572,0.644566282678571,0.0881364811298767,19.5967529437008,2,10-11,10,11
2,1,0.44297890384822,25.3808216038345,0.440122218088841,0.440122218088841,0.148145273471402,13.521373321754,8,7-10,7,10
2,2,0.711070997807526,40.7413671085274,0.111468538448363,0.111468538448363,0.232279312582733,9.0992464175194,7,7-10,10,7
