time_pc_sec_abs,micros32,micros32_raw,time_local_sec,a0,a1,a2,a3,agent_id,chunk_id
1788870208.538799,798839,204502784,204.502784,204,2,143,36,12,20260908_142443
1788870208.548783,798878,204512768,204.512768,208,2,143,36,12,20260908_142443
1788870208.558767,798917,204522752,204.522752,211,2,143,36,12,20260908_142443
1788870208.568751,798956,204532736,204.532736,214,180,143,36,12,20260908_142443
1788870208.578735,798995,204542720,204.54272,217,172,143,37,12,20260908_142443
1788870208.5887191,799034,204552704,204.552704,220,15,142,37,12,20260908_142443
1788870208.5987031,799073,204562688,204.562688,224,1,142,38,12,20260908_142443
1788870208.608687,799112,204572672,204.572672,227,159,142,38,12,20260908_142443
1788870208.618671,799151,204582656,204.582656,230,36,142,37,12,20260908_142443
1788870208.628655,799190,204592640,204.59264,233,122,143,37,12,20260908_142443
1788870208.638639,799229,204602624,204.602624,236,60,143,37,12,20260908_142443
1788870208.648623,799268,204612608,204.612608,240,0,143,36,12,20260908_142443
1788870208.658607,799307,204622592,204.622592,243,1,143,36,12,20260908_142443
1788870208.668847,799347,204632832,204.632832,246,1,143,35,12,20260908_142443
1788870208.678831,799386,204642816,204.642816,249,1,143,34,12,20260908_142443
1788870208.688815,799425,204652800,204.6528,252,65,142,34,12,20260908_142443
1788870208.6987991,799464,204662784,204.662784,0,1,142,34,12,20260908_142443
1788870208.7087831,799503,204672768,204.672768,4,1,142,33,12,20260908_142443
1788870208.718767,799542,204682752,204.682752,7,16,142,32,12,20260908_142443
1788870208.728751,799581,204692736,204.692736,10,2,142,31,12,20260908_142443
1788870208.738735,799620,204702720,204.70272,13,7,142,31,12,20260908_142443
1788870208.748719,799659,204712704,204.712704,17,11,142,31,12,20260908_142443
1788870208.758703,799698,204722688,204.722688,20,1,142,31,12,20260908_142443
1788870208.768687,799737,204732672,204.732672,23,1,142,31,12,20260908_142443
1788870208.778671,799776,204742656,204.742656,26,1,142,31,12,20260908_142443
