Rank,Objective,RelativeResidual,TotalExplainedFraction,TotalExplainedPercent,FundamentalExplainedFraction,FundamentalExplainedPercent,IncrementalExplainedFraction,IncrementalExplainedPercent,NetworkConstraintLoss,CeilingExplainedFraction,CeilingExplainedPercent,OrthogonalityError,MaxLambda,CancellationIndex,ValidationExplainedFraction,RuntimeSeconds,BestStart,Iterations,Converged,SolverStatus
1,0.0147058288635679,0.620876733222428,0.614512082143046,61.4512082143046,0.798376194318678,79.8376194318678,0.614512082143046,61.4512082143046,0.0300542005355628,0.769702411614944,76.9702411614944,8.63982846074207e-16,0.174146590884523,1,NaN,27.0631789,6,10,1,optimized_start_6:converged
