time_pc_sec_abs,micros32,micros32_raw,time_local_sec,a0,a1,a2,agent_id,chunk_id
1783962158.224356,3205234,820539904,820.539904,22,1,142,8,20260713_190520
1783962158.2335718,3205270,820549120,820.54912,25,1,142,8,20260713_190520
1783962158.2435558,3205309,820559104,820.559104,29,0,142,8,20260713_190520
1783962158.253796,3205349,820569344,820.569344,32,242,142,8,20260713_190520
1783962158.26378,3205388,820579328,820.579328,35,164,142,8,20260713_190520
1783962158.273764,3205427,820589312,820.589312,38,111,142,8,20260713_190520
1783962158.283748,3205466,820599296,820.599296,41,88,142,8,20260713_190520
1783962158.293732,3205505,820609280,820.60928,44,57,142,8,20260713_190520
1783962158.3037157,3205544,820619264,820.619264,48,44,142,8,20260713_190520
1783962158.3136995,3205583,820629248,820.629248,51,56,142,8,20260713_190520
1783962158.3236835,3205622,820639232,820.639232,54,29,142,8,20260713_190520
1783962158.3336678,3205661,820649216,820.649216,57,26,142,8,20260713_190520
1783962158.3436518,3205700,820659200,820.6592,60,44,142,8,20260713_190520
1783962158.3538918,3205740,820669440,820.66944,64,0,142,8,20260713_190520
1783962158.363876,3205779,820679424,820.679424,67,1,142,8,20260713_190520
1783962158.37386,3205818,820689408,820.689408,70,0,141,8,20260713_190520
1783962158.383844,3205857,820699392,820.699392,73,48,141,8,20260713_190520
1783962158.393828,3205896,820709376,820.709376,76,195,131,8,20260713_190520
1783962158.403812,3205935,820719360,820.71936,80,47,114,8,20260713_190520
1783962158.4137957,3205974,820729344,820.729344,83,135,99,8,20260713_190520
1783962158.4237795,3206013,820739328,820.739328,86,81,92,8,20260713_190520
1783962158.4337635,3206052,820749312,820.749312,92,0,93,8,20260713_190520
1783962158.4437478,3206091,820759296,820.759296,96,0,95,8,20260713_190520
1783962158.4537318,3206130,820769280,820.76928,99,104,97,8,20260713_190520
1783962158.463972,3206170,820779520,820.77952,102,0,99,8,20260713_190520
1783962158.473956,3206209,820789504,820.789504,105,109,104,8,20260713_190520
1783962158.48394,3206248,820799488,820.799488,108,32,109,8,20260713_190520
1783962158.493924,3206287,820809472,820.809472,111,94,116,8,20260713_190520
1783962158.503908,3206326,820819456,820.819456,115,102,122,8,20260713_190520
1783962158.513892,3206365,820829440,820.82944,118,0,125,8,20260713_190520
1783962158.5238757,3206404,820839424,820.839424,121,0,127,8,20260713_190520
1783962158.5338595,3206443,820849408,820.849408,124,56,129,8,20260713_190520
1783962158.5438435,3206482,820859392,820.859392,127,0,132,8,20260713_190520
1783962158.5538278,3206521,820869376,820.869376,131,120,133,8,20260713_190520
1783962158.5640678,3206561,820879616,820.879616,134,0,133,8,20260713_190520
1783962158.574052,3206600,820889600,820.8896,137,0,133,8,20260713_190520
1783962158.584036,3206639,820899584,820.899584,140,51,133,8,20260713_190520
1783962158.59402,3206678,820909568,820.909568,143,1,134,8,20260713_190520
1783962158.604004,3206717,820919552,820.919552,147,2,134,8,20260713_190520
1783962158.613988,3206756,820929536,820.929536,150,5,134,8,20260713_190520
1783962158.6239717,3206795,820939520,820.93952,153,0,134,8,20260713_190520
1783962158.6339557,3206834,820949504,820.949504,156,33,134,8,20260713_190520
1783962158.6439395,3206873,820959488,820.959488,159,0,135,8,20260713_190520
1783962158.6539235,3206912,820969472,820.969472,162,0,135,8,20260713_190520
1783962158.6639078,3206951,820979456,820.979456,166,41,135,8,20260713_190520
1783962158.6741478,3206991,820989696,820.989696,169,0,135,8,20260713_190520
1783962158.684132,3207030,820999680,820.99968,172,135,136,8,20260713_190520
1783962158.694116,3207069,821009664,821.009664,175,22,136,8,20260713_190520
1783962158.7041,3207108,821019648,821.019648,178,0,136,8,20260713_190520
1783962158.714084,3207147,821029632,821.029632,182,80,136,8,20260713_190520
1783962158.724068,3207186,821039616,821.039616,185,0,137,8,20260713_190520
1783962158.7340517,3207225,821049600,821.0496,188,98,137,8,20260713_190520
1783962158.7440355,3207264,821059584,821.059584,191,0,137,8,20260713_190520
1783962158.7540195,3207303,821069568,821.069568,194,128,137,8,20260713_190520
1783962158.7640038,3207342,821079552,821.079552,198,0,137,8,20260713_190520
1783962158.7742438,3207382,821089792,821.089792,201,117,137,8,20260713_190520
1783962158.7842278,3207421,821099776,821.099776,204,0,137,8,20260713_190520
