time_pc_sec_abs,micros32,micros32_raw,time_local_sec,a0,a1,a2,a3,agent_id,chunk_id
1788870643.0538778,2496171,639019776,639.019776,165,0,143,119,12,20260908_143205
1788870643.0638616,2496210,639029760,639.02976,169,1,143,119,12,20260908_143205
1788870643.0738456,2496249,639039744,639.039744,172,0,143,119,12,20260908_143205
1788870643.0838296,2496288,639049728,639.049728,175,77,143,119,12,20260908_143205
1788870643.0938137,2496327,639059712,639.059712,178,193,142,119,12,20260908_143205
1788870643.1037977,2496366,639069696,639.069696,181,138,142,121,12,20260908_143205
1788870643.1137817,2496405,639079680,639.07968,184,101,142,121,12,20260908_143205
1788870643.1237657,2496444,639089664,639.089664,188,79,140,123,12,20260908_143205
1788870643.1337495,2496483,639099648,639.099648,191,63,140,122,12,20260908_143205
1788870643.1437335,2496522,639109632,639.109632,194,44,139,123,12,20260908_143205
1788870643.1537178,2496561,639119616,639.119616,197,48,138,130,12,20260908_143205
1788870643.1637018,2496600,639129600,639.1296,200,21,138,132,12,20260908_143205
1788870643.1736858,2496639,639139584,639.139584,204,0,138,133,12,20260908_143205
1788870643.1836698,2496678,639149568,639.149568,207,4,140,133,12,20260908_143205
1788870643.1939096,2496718,639159808,639.159808,210,0,142,132,12,20260908_143205
1788870643.2038937,2496757,639169792,639.169792,213,113,142,133,12,20260908_143205
1788870643.2138777,2496796,639179776,639.179776,216,118,142,133,12,20260908_143205
1788870643.2238617,2496835,639189760,639.18976,220,64,142,132,12,20260908_143205
1788870643.2338457,2496874,639199744,639.199744,223,24,142,132,12,20260908_143205
1788870643.2438295,2496913,639209728,639.209728,226,59,142,131,12,20260908_143205
1788870643.2538135,2496952,639219712,639.219712,229,60,142,126,12,20260908_143205
1788870643.2637978,2496991,639229696,639.229696,232,60,142,124,12,20260908_143205
1788870643.2737818,2497030,639239680,639.23968,236,13,142,124,12,20260908_143205
1788870643.2837658,2497069,639249664,639.249664,239,3,142,125,12,20260908_143205
1788870643.2937498,2497108,639259648,639.259648,242,0,142,124,12,20260908_143205
1788870643.3037338,2497147,639269632,639.269632,245,47,142,124,12,20260908_143205
1788870643.3139737,2497187,639279872,639.279872,248,2,142,123,12,20260908_143205
1788870643.3239577,2497226,639289856,639.289856,251,15,142,122,12,20260908_143205
1788870643.3339417,2497265,639299840,639.29984,0,36,142,122,12,20260908_143205
1788870643.3439257,2497304,639309824,639.309824,3,1,142,122,12,20260908_143205
1788870643.3539095,2497343,639319808,639.319808,6,13,142,121,12,20260908_143205
1788870643.3638935,2497382,639329792,639.329792,9,5,142,121,12,20260908_143205
1788870643.3738778,2497421,639339776,639.339776,12,1,142,120,12,20260908_143205
1788870643.3838618,2497460,639349760,639.34976,16,6,142,120,12,20260908_143205
1788870643.3938458,2497499,639359744,639.359744,19,1,142,120,12,20260908_143205
1788870643.4038298,2497538,639369728,639.369728,22,3,142,120,12,20260908_143205
1788870643.4138138,2497577,639379712,639.379712,25,19,142,120,12,20260908_143205
1788870643.4237976,2497616,639389696,639.389696,28,23,142,120,12,20260908_143205
1788870643.4337816,2497655,639399680,639.39968,32,73,142,120,12,20260908_143205
1788870643.4440217,2497695,639409920,639.40992,35,78,143,120,12,20260908_143205
1788870643.4540057,2497734,639419904,639.419904,38,69,142,121,12,20260908_143205
1788870643.4639895,2497773,639429888,639.429888,41,7,142,121,12,20260908_143205
1788870643.4739738,2497812,639439872,639.439872,44,1,142,122,12,20260908_143205
1788870643.4839578,2497851,639449856,639.449856,47,58,142,122,12,20260908_143205
1788870643.4939418,2497890,639459840,639.45984,51,3,143,123,12,20260908_143205
1788870643.5039258,2497929,639469824,639.469824,54,74,142,123,12,20260908_143205
1788870643.5139098,2497968,639479808,639.479808,57,23,142,124,12,20260908_143205
1788870643.5238938,2498007,639489792,639.489792,60,83,142,124,12,20260908_143205
1788870643.5338776,2498046,639499776,639.499776,63,45,142,123,12,20260908_143205
1788870643.5438616,2498085,639509760,639.50976,67,39,142,124,12,20260908_143205
1788870643.5538456,2498124,639519744,639.519744,70,101,142,127,12,20260908_143205
1788870643.5638297,2498163,639529728,639.529728,73,54,142,131,12,20260908_143205
1788870643.5740695,2498203,639539968,639.539968,76,60,142,133,12,20260908_143205
1788870643.5840538,2498242,639549952,639.549952,79,15,142,132,12,20260908_143205
1788870643.5940378,2498281,639559936,639.559936,83,1,142,132,12,20260908_143205
1788870643.6040218,2498320,639569920,639.56992,86,82,142,130,12,20260908_143205
1788870643.6140058,2498359,639579904,639.579904,89,24,142,126,12,20260908_143205
1788870643.6239898,2498398,639589888,639.589888,92,63,142,125,12,20260908_143205
1788870643.6339738,2498437,639599872,639.599872,95,57,142,125,12,20260908_143205
1788870643.6439576,2498476,639609856,639.609856,102,58,143,125,12,20260908_143205
1788870643.6539416,2498515,639619840,639.61984,105,44,142,126,12,20260908_143205
1788870643.6639256,2498554,639629824,639.629824,108,25,142,125,12,20260908_143205
1788870643.6739097,2498593,639639808,639.639808,111,57,142,125,12,20260908_143205
1788870643.6838937,2498632,639649792,639.649792,114,69,142,125,12,20260908_143205
1788870643.6941338,2498672,639660032,639.660032,118,6,142,125,12,20260908_143205
1788870643.7041178,2498711,639670016,639.670016,121,39,143,124,12,20260908_143205
1788870643.7141018,2498750,639680000,639.68,124,12,143,125,12,20260908_143205
1788870643.7240858,2498789,639689984,639.689984,127,1,143,125,12,20260908_143205
1788870643.7340698,2498828,639699968,639.699968,130,73,142,125,12,20260908_143205
1788870643.7440538,2498867,639709952,639.709952,134,12,142,125,12,20260908_143205
1788870643.7540376,2498906,639719936,639.719936,137,1,143,126,12,20260908_143205
1788870643.7640216,2498945,639729920,639.72992,140,9,142,126,12,20260908_143205
1788870643.7740057,2498984,639739904,639.739904,143,1,142,126,12,20260908_143205
1788870643.7839897,2499023,639749888,639.749888,146,1,143,126,12,20260908_143205
1788870643.7939737,2499062,639759872,639.759872,150,1,143,126,12,20260908_143205
1788870643.8039577,2499101,639769856,639.769856,153,1,143,126,12,20260908_143205
1788870643.8139417,2499140,639779840,639.77984,156,51,143,126,12,20260908_143205
1788870643.8241818,2499180,639790080,639.79008,159,1,143,126,12,20260908_143205
1788870643.8341658,2499219,639800064,639.800064,162,17,143,126,12,20260908_143205
1788870643.8441498,2499258,639810048,639.810048,165,24,143,126,12,20260908_143205
1788870643.8541336,2499297,639820032,639.820032,169,2,143,126,12,20260908_143205
1788870643.8641176,2499336,639830016,639.830016,172,47,142,126,12,20260908_143205
1788870643.8741016,2499375,639840000,639.84,175,17,143,125,12,20260908_143205
1788870643.8840857,2499414,639849984,639.849984,178,64,142,125,12,20260908_143205
1788870643.8940697,2499453,639859968,639.859968,181,43,142,125,12,20260908_143205
1788870643.9040537,2499492,639869952,639.869952,185,79,143,125,12,20260908_143205
1788870643.9140377,2499531,639879936,639.879936,188,64,143,126,12,20260908_143205
1788870643.9240215,2499570,639889920,639.88992,191,67,143,126,12,20260908_143205
1788870643.9340055,2499609,639899904,639.899904,194,102,143,126,12,20260908_143205
1788870643.9439898,2499648,639909888,639.909888,197,40,143,126,12,20260908_143205
1788870643.9542298,2499688,639920128,639.920128,201,43,143,126,12,20260908_143205
1788870643.9642136,2499727,639930112,639.930112,204,3,142,126,12,20260908_143205
1788870643.9741976,2499766,639940096,639.940096,207,1,143,127,12,20260908_143205
1788870643.9841816,2499805,639950080,639.95008,210,51,143,130,12,20260908_143205
1788870643.9941657,2499844,639960064,639.960064,213,33,142,133,12,20260908_143205
1788870644.0041497,2499883,639970048,639.970048,216,72,143,133,12,20260908_143205
