Rank_dir,DirectionIndex,PairName,SourceID,TargetID,DirectionLabel,RelRes_dir,ExpFrac_dir,ExpPct_dir
1,1,7-10,10,7,10 -> 7,0,0,0
1,2,7-10,7,10,7 -> 10,0,0,0
1,3,7-8,8,7,8 -> 7,0,0,0
1,4,7-8,7,8,7 -> 8,0,0,0
1,5,7-9,9,7,9 -> 7,0,0,0
1,6,7-9,7,9,7 -> 9,0,0,0
1,7,8-10,10,8,10 -> 8,0,0,0
1,8,8-10,8,10,8 -> 10,0,0,0
1,9,8-9,9,8,9 -> 8,0,0,0
1,10,8-9,8,9,8 -> 9,0,0,0
1,11,9-10,10,9,10 -> 9,0,0,0
1,12,9-10,9,10,9 -> 10,0,0,0
