Rank,Objective,RelativeResidual,TotalExplainedFraction,TotalExplainedPercent,FundamentalExplainedFraction,FundamentalExplainedPercent,IncrementalExplainedFraction,IncrementalExplainedPercent,NetworkConstraintLoss,CeilingExplainedFraction,CeilingExplainedPercent,OrthogonalityError,MaxLambda,CancellationIndex,ValidationExplainedFraction,RuntimeSeconds,BestStart,Iterations,Converged,SolverStatus
1,0.00559632497522919,0.494485629192959,0.755483962521644,75.5483962521644,0.845271854175182,84.5271854175182,0.755483962521644,75.5483962521644,NaN,0.893776314436551,89.3776314436551,0,0.157739387373275,1,NaN,41.1064243,15,14,1,optimized_start_15:converged
