phi,b_1_shared,a_1_shared,b_1_7_10_10to7,b_1_7_10_7to10,b_1_7_8_8to7,b_1_7_8_7to8,b_1_7_9_9to7,b_1_7_9_7to9,b_1_8_10_10to8,b_1_8_10_8to10,b_1_8_9_9to8,b_1_8_9_8to9,b_1_9_10_10to9,b_1_9_10_9to10,a_2_shared,b_2_7_10_10to7,b_2_7_10_7to10,b_2_7_8_8to7,b_2_7_8_7to8,b_2_7_9_9to7,b_2_7_9_7to9,b_2_8_10_10to8,b_2_8_10_8to10,b_2_8_9_9to8,b_2_8_9_8to9,b_2_9_10_10to9,b_2_9_10_9to10,a_3_shared,b_3_7_10_10to7,b_3_7_10_7to10,b_3_7_8_8to7,b_3_7_8_7to8,b_3_7_9_9to7,b_3_7_9_7to9,b_3_8_10_10to8,b_3_8_10_8to10,b_3_8_9_9to8,b_3_8_9_8to9,b_3_9_10_10to9,b_3_9_10_9to10
0,1.32946590944016,0.00899646999316657,-0.106809840205219,-0.0935094270889876,0.114050630156598,0.151539557065347,-0.160659602201809,-0.177362967981357,-0.122412449674633,-0.0866892798323991,-0.106824244698013,-0.10447774663317,0.119811863152396,0.128980231500056,-0.00726174092745622,0.0160760238606696,-0.00555364413497481,-0.0107150054923888,0.0163949219493416,-0.00331735651558907,0.00780112899404626,-0.00783034563920356,0.00496509338842693,-0.00422854413344366,-0.00772242361969406,0.00841880828610066,0.0100246277637391,0.032710186419199,0.0359473198284597,0.0248735247344073,-0.0906381628014613,-0.0450122414582118,0.0308640751182597,-0.0840151559013969,-0.0672716982489777,-0.0310865401695195,-0.0267654243249382,-0.000825459056371079,-0.0263751638365748,-0.106496698688824
0.0122958616578857,1.32738302470828,0.00634222525339868,-0.107115421876554,-0.0927965599287287,0.114133726083053,0.151329343662962,-0.16134379775841,-0.176539282430816,-0.121292890006021,-0.0855398595189419,-0.107006663687585,-0.104086305282045,0.120149656743285,0.128937640503412,-0.00747396760147109,0.0163726372133946,-0.00562963879672342,-0.0108936476526977,0.0162579714601376,-0.0031141411792083,0.00790955851176315,-0.00760033204654523,0.00512057491673733,-0.00412042988829414,-0.00758106630135507,0.00845697541453952,0.010146470997513,0.0358855206298771,0.0366406208785666,0.0254350674627879,-0.0906208846591167,-0.042812462635151,0.0329111395315031,-0.0819099128659304,-0.0667090211959478,-0.0302251169703968,-0.0272395029030747,-0.000857646921756654,-0.0250673567318911,-0.103697632090669
0.0245917233157714,1.32520432577461,0.0036034733109689,-0.107391030979676,-0.0921011257341423,0.114193890547569,0.151082417622446,-0.162011697163744,-0.175732173031128,-0.120158917797218,-0.0843979004803841,-0.107179674160942,-0.10369337665297,0.120460931867753,0.128888113877155,-0.00764838950417702,0.0166580172876195,-0.00571642268770027,-0.011070642943461,0.0161097403013689,-0.00292569344298924,0.00800694663498745,-0.00736976920051781,0.00526470367393264,-0.00401360325653852,-0.00744598632593869,0.00848603939353879,0.0102503262335993,0.0388863882544894,0.037304376944949,0.0259508068431452,-0.0905729247580773,-0.0406331366633703,0.0349346220819167,-0.0797936423417486,-0.0661365442069323,-0.0293428388554697,-0.0277302068062922,-0.000900484274783033,-0.0237331878779184,-0.100878286709717
0.0368875849736571,1.32293685644034,0.000794928480693869,-0.10763651273401,-0.0914242687746537,0.11423175638349,0.150798693741336,-0.162663255078925,-0.174943476661454,-0.119011724642656,-0.0832648916549301,-0.10734357011229,-0.103300372024262,0.12074622466323,0.12883160288316,-0.00778555681258439,0.0169323076809243,-0.00581330246284282,-0.0112458179441421,0.0159507268812409,-0.0027517496505296,0.00809347825425534,-0.00713871047340066,0.00539746381984282,-0.00390785233995121,-0.00731713985634192,0.0085060129151468,0.010335755427869,0.0416908258780327,0.0379385395348162,0.0264190653913823,-0.0904949901294166,-0.0384788825015949,0.0369293773591621,-0.0776706943867561,-0.0655550782358218,-0.0284428511906206,-0.0282365133013632,-0.00095441475696311,-0.022377037490428,-0.0980469299922453
0.0491834466315427,1.32058723161128,-0.00206751623360857,-0.107851725881547,-0.0907670219075472,0.114247924073977,0.150478156247745,-0.163298402583648,-0.174174897953298,-0.11785246446729,-0.0821422313016164,-0.107498600827675,-0.102908659499095,0.121006075641867,0.128768011839157,-0.00788623749093052,0.0171956729380794,-0.00591954825906479,-0.0114190002779714,0.0157814440712227,-0.00259202559602897,0.00816934941613042,-0.00690721480836405,0.00551887311113757,-0.00380296415770008,-0.00719446551916523,0.00851693276873697,0.0104023712251635,0.0442774551552982,0.0385431518130098,0.0268383065728107,-0.0903877492591622,-0.0363541483785585,0.0388903892638653,-0.0755453286379199,-0.0649654113721076,-0.0275283136220689,-0.0287573011735883,-0.0010198558728142,-0.0210032770418047,-0.0952117489269723
0.0614793082894284,1.31816163259497,-0.00496678398515403,-0.108036543498812,-0.0901303054114455,0.114242961172257,0.150120860439654,-0.163917048496601,-0.173428007410581,-0.116682252791019,-0.0810312246262908,-0.107644970914719,-0.102519560917418,0.121241027502217,0.12869719976776,-0.00795141501702798,0.0174482974683682,-0.00603439598154231,-0.011590019311704,0.0156024175454933,-0.00244621748800302,0.00823476640068108,-0.00667534659926788,0.00562898287690576,-0.00369872574478259,-0.00707788438558252,0.00851885907782897,0.0104498382116012,0.046625572737721,0.0391183472772901,0.0272071400729834,-0.0902518315224486,-0.0342632007048721,0.0408127840806554,-0.0734217046016239,-0.0643683080101588,-0.0266023897059451,-0.0292913547876312,-0.00109719835867325,-0.0196162540461551,-0.0923808245154525
0.0737751699473141,1.31566580389409,-0.00788461340000606,-0.108190853817958,-0.0895149262028582,0.114217401899133,0.149726934023776,-0.164519080761274,-0.172704239975362,-0.11550216611062,-0.0799330817126487,-0.107782840526614,-0.10213434890543,0.12145162297524,0.128618982188607,-0.00798228516489323,0.0176903844056398,-0.00615704970448274,-0.0117587068422087,0.0154141841009699,-0.00231400293198614,0.00828994479248315,-0.00644317553929864,0.00572787787593602,-0.00359492524145219,-0.00696729999919807,0.00851187446927181,0.0104778740003097,0.0487152377597725,0.0396643480927036,0.0275243265956809,-0.0900878269288192,-0.0322101136692557,0.042691842997489,-0.071303872437166,-0.0637645081203401,-0.0256682365946778,-0.0298373685520878,-0.00118680561583088,-0.0182202770728968,-0.089562106700154
0.0860710316051998,1.31310505148579,-0.0108015625419356,-0.108314561053701,-0.0889215774355522,0.114171746916368,0.149296578148192,-0.16510436789054,-0.172004894039253,-0.114313241397104,-0.078848915762972,-0.10791232577841,-0.101754244070635,0.121638402713848,0.128533133046251,-0.00798025185547462,0.0179221544157312,-0.00628668417862056,-0.0119248977670238,0.0152172899635255,-0.00219504192914749,0.00833510854876028,-0.00621077643919013,0.00581567603599031,-0.00349135296928998,-0.00686259845168569,0.0084960831788309,0.0104862501468842,0.0505273565516905,0.0401814630920207,0.0277887821713163,-0.0898962861744543,-0.0301987595484708,0.0445230140350623,-0.0691957642572864,-0.0631547266216469,-0.0247289948153431,-0.0303939517713361,-0.00128901320767331,-0.0168196010407997,-0.0867633898346648
0.0983668932630855,1.31048424257189,-0.0136970176889207,-0.108407586232709,-0.0883508384811914,0.114106463273909,0.148830068124224,-0.16567276046325,-0.171331130899037,-0.113116475706164,-0.0777797416522245,-0.1080334993529,-0.101380412350053,0.121801903235055,0.128439386766026,-0.00794692209101055,0.0181438444560793,-0.00642244743731179,-0.0120884307361061,0.0150122890860159,-0.00208897788776692,0.00837048906825419,-0.00597822901590459,0.00589252807579776,-0.00338780248964075,-0.00676364850686051,0.00847161009741245,0.0104747928914648,0.052043764255849,0.0406700854505018,0.0279995819607073,-0.0896777209956773,-0.028232799757748,0.0463019233522731,-0.0671011859674968,-0.0625396528551695,-0.0237877781746447,-0.0309596338666567,-0.00140412842036025,-0.0154184128431494,-0.0839922887784454
0.110662754920971,1.30780780678019,-0.016549207066178,-0.108469868021967,-0.0878031752883871,0.11402198452823,0.148327753834298,-0.166224092666004,-0.170683974653484,-0.111912825899081,-0.0767264747981544,-0.108146391292688,-0.101013962518697,0.121942654923519,0.12833744042981,-0.00788409999220155,0.0183557064925081,-0.00656346349275294,-0.0122491487820913,0.0147997414437312,-0.00199543864454829,0.00839632426438235,-0.00574561765277719,0.00595861701093011,-0.0032840716402118,-0.00667030177368428,0.00843859976233237,0.0104433837249224,0.0532473030357846,0.0411306900444918,0.0281559635408959,-0.0894326048166987,-0.0263156766658817,0.0480243858959575,-0.0650238096637897,-0.0619199501573424,-0.0228476638245876,-0.0315328699471286,-0.00153242988641265,-0.0140208173532254,-0.0812562156962186
