phi,mean_self_profile,pair_7_9,pair_8_9,pair_9_10
0,0.436321671072681,0.428524404347212,0.443714936751641,0.436725672119191
0.0122958616578857,0.435474900737725,0.427861939470934,0.442804936069034,0.435757826673208
0.0245917233157714,0.434656753613776,0.42721785831294,0.441929431759491,0.434822970768895
0.0368875849736571,0.433871576686946,0.426595451546363,0.441093306423465,0.433925972091011
0.0491834466315427,0.433123537250966,0.425997868381056,0.440301241734744,0.433071501637098
0.0614793082894284,0.4324165991385,0.425428097679912,0.439557691921898,0.432264007813689
0.0737751699473141,0.431754499454018,0.424888949443682,0.438866857827617,0.431507691090754
0.0860710316051998,0.431140725901258,0.424383036737734,0.438232661650667,0.430806479315372
0.0983668932630855,0.430578494796618,0.423912758132984,0.437658722473148,0.430164003783722
0.110662754920971,0.430070729857759,0.42348028073175,0.43714833267335,0.429583576168176
0.122958616578857,0.429620041854319,0.423087523847566,0.436704435321713,0.429068166393678
0.135254478236743,0.429228709204918,0.422736143405964,0.436329602654211,0.42862038155458
0.147550339894628,0.428898659601622,0.422427517131037,0.436026015714032,0.428242445959795
0.159846201552514,0.428631452739687,0.422162730580106,0.435795445248504,0.427936182390451
0.1721420632104,0.428428264226807,0.421942564086084,0.435639233944076,0.427702994650259
0.184437924868285,0.428289870742144,0.421767480664239,0.435558280077653,0.42754385148454
0.196733786526171,0.428216636511292,0.421637614936882,0.435553022657751,0.427459271939244
0.209029648184057,0.428208501158861,0.421552763126177,0.435623428123897,0.42744931222651
0.221325509841942,0.428264968995723,0.421512374161731,0.435768978667305,0.427513554158132
0.233621371499828,0.42838509979307,0.421515541945898,0.435988662230274,0.427651095203037
0.245917233157714,0.428567501090351,0.421560998815866,0.436280964235932,0.427860540219256
0.258213094815599,0.428810322078856,0.421647110237555,0.436643861093888,0.428139994905124
0.270508956473485,0.429111249097288,0.42177187076218,0.437074815521173,0.428487061008511
0.282804818131371,0.429467502770077,0.421932901272039,0.437570773711417,0.428898833326773
0.295100679789256,0.429875836813421,0.422127447537694,0.43812816437873,0.42937189852384
0.307396541447142,0.430332538528275,0.422352380104186,0.43874289969608,0.429902335784559
0.319692403105028,0.43083343099351,0.422604195519398,0.439410378141248,0.430485719319884
0.331988264762914,0.431373876966543,0.422879018912975,0.440125489256608,0.431117122730046
0.344284126420799,0.431948784492659,0.423172607929605,0.440882620322166,0.431791125226206
0.356579988078685,0.432552614218203,0.423480358015671,0.441675664934394,0.432501819704543
0.368875849736571,0.433179388396759,0.423797309053633,0.442498033476537,0.433242822660108
0.381171711394456,0.43382270157139,0.424118153333726,0.443342665459247,0.434007285921195
0.393467573052342,0.434475732909989,0.424437244847881,0.444202043703601,0.434787910178485
0.405763434710228,0.435131260164893,0.424748609886104,0.445068210331866,0.435576960276708
0.418059296368113,0.435781675222,0.425045958910953,0.445932784524779,0.436366282230268
0.430355158025999,0.436419001198924,0.425322699681186,0.44678698199762,0.437147321917966
0.442651019683885,0.437034911046057,0.425571951591231,0.447621636141054,0.437911145405885
0.45494688134177,0.437620747598946,0.425786561188742,0.448427220766555,0.43864846084154
0.467242742999656,0.438167545025067,0.425959118828297,0.449193874390281,0.439349641856622
0.479538604657542,0.438666051602934,0.426081976415183,0.449911425983514,0.440004752410107
0.491834466315427,0.439106753766572,0.426147266189236,0.45056942211232,0.44060357299816
0.504130327973313,0.439479901343633,0.426146920494953,0.451157155383794,0.441135628152154
0.516426189631199,0.439775533911016,0.426072692480415,0.451663694111335,0.4415902151413
0.528722051289085,0.439983508187564,0.425916177664173,0.45207791310671,0.441956433791811
0.54101791294697,0.440093526379523,0.425668836305991,0.452388525502317,0.442223217330262
0.553313774604856,0.440095165390738,0.425322016514321,0.452584115503034,0.44237936415486
0.565609636262742,0.439977906806208,0.424866978020577,0.452653171963357,0.442413570434691
0.577905497920627,0.439731167554561,0.42429491654773,0.452584122682215,0.442314463433739
0.590201359578513,0.439344331152263,0.423596988698371,0.452365369304887,0.442070635453531
0.602497221236399,0.438806779429971,0.42276433728537,0.451985322718886,0.441670678285658
0.614793082894284,0.438107924639369,0.421788117026379,0.451432438828479,0.441103218063249
0.62708894455217,0.437237241837093,0.420659520521916,0.450695254590736,0.440356950398628
0.639384806210056,0.436184301441008,0.419369804435441,0.449762424194642,0.43942067569294
0.651680667867941,0.434938801853054,0.417910315792864,0.448622755263796,0.438283334502503
0.663976529525827,0.433490602042269,0.416272518318132,0.447265244962719,0.436934042845956
0.676272391183713,0.431829753981284,0.414448018721153,0.445679115886631,0.435362127336069
0.688568252841599,0.429946534829699,0.412428592854086,0.443853851614843,0.433557160020169
0.700864114499484,0.42783147875818,0.410206211652171,0.44177923180863,0.431508992813738
0.71315997615737,0.425475408307955,0.407773066775663,0.43944536673555,0.429207791412651
0.725455837815256,0.422869465181563,0.405121595870097,0.436842731103718,0.426644068570875
0.737751699473141,0.420005140362251,0.40224450736309,0.433962197091472,0.42380871663219
0.750047561131027,0.416874303461315,0.399134804717105,0.430795066460235,0.420693039206605
0.762343422788913,0.413469231194939,0.395785810059115,0.42733310164105,0.417288781884652
0.774639284446798,0.409782634894647,0.392191187109887,0.423568555688456,0.413588161885597
0.786935146104684,0.40580768695843,0.388344963337635,0.419494200998803,0.409583896538851
0.79923100776257,0.40153804615284,0.384241551263088,0.415103356693982,0.405269230501449
0.811526869420455,0.396967881679885,0.379875768845569,0.410389914575727,0.400637961618358
0.823822731078341,0.392091895926433,0.375242858882437,0.405348363560201,0.395684465336661
0.836118592736227,0.386905345817948,0.370338507357284,0.39997381250739,0.39040371758917
0.848414454394112,0.381404062702802,0.365158860675485,0.39426201136501,0.384791316067911
0.860710316051998,0.375584470698059,0.359700541729136,0.388209370552032,0.378843499813008
0.873006177709884,0.369443603432546,0.353960664737059,0.381812978512661,0.372557167047917
0.88530203936777,0.362979119128132,0.347936848809362,0.375070617377488,0.365929891197546
0.897597901025655,0.356189313965485,0.34162723019003,0.367980776674755,0.358959935031671
0.909893762683541,0.349073133686079,0.335030473135157,0.360542665040981,0.351646262882097
0.922189624341426,0.341630183387913,0.328145779388741,0.352756219886768,0.34398855088823
0.934485485999312,0.333860735478251,0.320972896222344,0.344622114980291,0.335987195232118
0.946781347657198,0.325765735752613,0.31351212300949,0.336141765917801,0.327643318330548
0.959077209315084,0.317346807575358,0.305764316310246,0.327317333457416,0.318958772958412
0.971373070972969,0.308606254143314,0.297730893446199,0.318151724699478,0.309936144284266
0.983668932630855,0.299547058820154,0.289413834550757,0.30864859210386,0.300578749805845
0.995964794288741,0.290172883535448,0.280815683084575,0.298812330341702,0.290890637180066
1.00826065594663,0.280488065248628,0.271939544810723,0.288648070986182,0.28087657994898
1.02055651760451,0.270497610484359,0.26278908522911,0.27816167505405,0.270542071169917
1.0328523792624,0.26020718795207,0.253368525474542,0.267359723416712,0.259893314964957
1.04514824092028,0.249623119268628,0.243682636687638,0.256249505106669,0.248937216011577
1.05744410257817,0.238752367809249,0.233736732872662,0.244839003552018,0.237681367003066
1.06973996423605,0.227602525717839,0.223536662261104,0.233136880778532,0.22613403411388
1.08203582589394,0.216181799113882,0.213088797204529,0.221152459625524,0.214304140511592
1.09433168755183,0.204498991538818,0.202400022624853,0.208895704028169,0.202201247963433
1.10662754920971,0.192563485690553,0.191477723054743,0.196377197425317,0.189835536591599
1.1189234108676,0.180385223500208,0.180329768305216,0.183608119357934,0.177217782837473
1.13121927252548,0.167974684610584,0.168964497801842,0.170600220329209,0.164359335700702
1.14351513418337,0.155342863320907,0.157390703635069,0.15736579500302,0.151272091324631
1.15581099584125,0.1425012440673,0.145617612374205,0.143917653822815,0.13796846600488
1.16810685749914,0.129461775513138,0.133654865698385,0.130269093138096,0.124461367702933
1.18040271915703,0.116236843327776,0.121512499901513,0.116433863930474,0.11076416615134
1.19269858081491,0.10283924173633,0.109200924331616,0.10242613923574,0.0968906616416332
1.2049944424728,0.0892821439270091,0.0967308988282623,0.0882604803625686,0.0828550525901963
1.21729030413068,0.0755790714060626,0.0841135102247702,0.07395180201225,0.0686719019811675
1.22958616578857,0.0617438623936495,0.0713601479846842,0.0595153364073051,0.0543561027889592
1.24188202744645,0.0477906393568709,0.0584824790445999,0.0449665965399035,0.0399228424861092
1.25417788910434,0.0337337757788059,0.0454924219377335,0.030321338653701,0.0253875667449833
1.26647375076223,0.0195878622646541,0.0324021202747035,0.0155955240750087,0.01076594244425
1.27876961242011,0.00536767208801344,0.0192239156598219,0.000805280511117008,-0.00392617990689855
1.291065474078,-0.00891187371810137,0.00597032012274728,-0.0140331370649023,-0.0186728042121491
1.30336133573588,-0.0232357416196835,-0.00734601185335393,-0.0289033858225003,-0.0334578271831964
1.31565719739377,-0.0375888210829096,-0.0207123116249621,-0.0437890746539543,-0.0482650769698124
1.32795305905165,-0.0519559602108797,-0.0341157249197511,-0.058673803805298,-0.0630783519075901
1.34024892070954,-0.0663220014085863,-0.0475433405231215,-0.0735412044366381,-0.0778814592659993
1.35254478236743,-0.0806718169689922,-0.06098221903611,-0.088374977991172,-0.0926582538796945
1.36484064402531,-0.0949903444736696,-0.0744194216211337,-0.103158935253171,-0.107392676546704
1.3771365056832,-0.109262621902383,-0.0878420386523719,-0.117877034976561,-0.122068792078217
1.38943236734108,-0.123473822347272,-0.101237218188199,-0.132513421967483,-0.136670826886135
1.40172822899897,-0.137609288228915,-0.114592194183964,-0.147052464506366,-0.151183205996414
1.41402409065685,-0.151654564913515,-0.127894314364561,-0.161478790997571,-0.165590589378415
1.42631995231474,-0.165595433632756,-0.141131067677622,-0.175777325737575,-0.179877907483071
1.43861581397263,-0.179417943610452,-0.154290111249863,-0.189933323695908,-0.194030395885586
1.45091167563051,-0.193108443303094,-0.167359296770946,-0.203932404206681,-0.208033628931655
1.4632075372884,-0.206653610664569,-0.180326696231447,-0.217760583472483,-0.221873552289776
1.47550339894628,-0.220040482348882,-0.193180626943819,-0.231404305786675,-0.235536514316151
1.48779926060417,-0.233256481768478,-0.205909675777892,-0.244850473384704,-0.249009296142837
1.50009512226205,-0.246289445929813,-0.218502722545205,-0.258086474839881,-0.262279140404354
1.51239098391994,-0.25912765097213,-0.230948962469534,-0.27110021192421,-0.275333778522648
1.52468684557783,-0.271759836339908,-0.243237927684113,-0.283880124860233,-0.288161456475379
1.53698270723571,-0.284175227524199,-0.255359507699481,-0.296415215895429,-0.300750958977687
1.5492785688936,-0.296363557313002,-0.267303968789385,-0.308695071136552,-0.31309163201307
1.56157443055148,-0.308315085495937,-0.279061972245895,-0.320709880587267,-0.325173403654651
1.57387029220937,-0.320020616973749,-0.290624591458709,-0.332450456338625,-0.336986803123913
1.58616615386725,-0.331471518228591,-0.301983327777579,-0.34390824886823,-0.348522978039965
1.59846201552514,-0.342659732116577,-0.313130125120883,-0.355075361410368,-0.35977370981848
1.61075787718303,-0.35357779094971,-0.324057383297525,-0.365944562365922,-0.370731427185683
1.62305373884091,-0.36421882784003,-0.334757970013586,-0.376509295727478,-0.381389217779025
1.6353496004988,-0.374576586284597,-0.345225231539492,-0.38676368950173,-0.391740837812569
1.64764546215668,-0.384645427975738,-0.35545300201782,-0.396702562117906,-0.401780719791489
1.65994132381457,-0.394420338826825,-0.365435611396269,-0.406321426817702,-0.411503978266506
1.67223718547245,-0.403896933209707,-0.375167891974759,-0.415616494028837,-0.420906413625524
1.68453304713034,-0.413071456405699,-0.384645183560059,-0.424584671730974,-0.429984513926063
1.69682890878822,-0.421940785277858,-0.393863337225751,-0.433223563829328,-0.438735454778495
1.70912477044611,-0.430502427177932,-0.402818717679765,-0.441531466557733,-0.447157097296299
1.721420632104,-0.438754517107049,-0.411508204246052,-0.449507362939325,-0.45524798413577
1.73371649376188,-0.446695813154714,-0.419929190471294,-0.457150915339191,-0.463007333653657
1.74601235541977,-0.454325690246114,-0.428079582371767,-0.464462456149425,-0.47043503221715
1.75830821707765,-0.461644132232997,-0.43595779533964,-0.471442976652937,-0.477531624706415
1.77060407873554,-0.468651722368504,-0.44356274973204,-0.478094114118009,-0.484298303255465
1.78289994039342,-0.475349632211295,-0.450893865170163,-0.484418137181138,-0.490736894282584
1.79519580205131,-0.481739609009048,-0.45795105357954,-0.490417929580899,-0.496849843866706
1.8074916637092,-0.487823961615989,-0.46473471100624,-0.496096972310581,-0.502640201531146
1.81978752536708,-0.493605545003395,-0.471245708247334,-0.501459324262079,-0.508111602500771
1.83208338702497,-0.499087743426169,-0.47748538033734,-0.506509601437941,-0.513268248503226
1.84437924868285,-0.504274452312387,-0.483455514935545,-0.511252954812659,-0.518114887188956
1.85667511034074,-0.509170058946323,-0.489158339662161,-0.515695046928065,-0.522656790248742
1.86897097199862,-0.513779422018797,-0.494596508434105,-0.51984202731126,-0.526899730311024
1.88126683365651,-0.518107850121687,-0.499773086853806,-0.523700506806643,-0.530849956704613
1.8935626953144,-0.522161079266246,-0.504691536706932,-0.527277530916439,-0.534514170175368
1.90585855697228,-0.52594524950726,-0.509355699627105,-0.530580552246627,-0.537899496648049
1.91815441863017,-0.529466880757286,-0.513769779987714,-0.533617402157255,-0.541013460126891
1.93045028028805,-0.532732847876991,-0.517938327082679,-0.536396261717905,-0.543863954830388
1.94274614194594,-0.535750355129169,-0.521866216659629,-0.538925632070451,-0.546459216657426
1.95504200360382,-0.538526910085205,-0.525558631870215,-0.541214304302248,-0.548807794083153
1.96733786526171,-0.541070297073625,-0.529021043703411,-0.543271328933568,-0.550918518583895
1.9796337269196,-0.543388550260937,-0.53225919096849,-0.545105985123311,-0.55280047469101
1.99192958857748,-0.54548992645522,-0.535279059894963,-0.546727749696963,-0.554462969773733
2.00422545023537,-0.547382877722803,-0.538086863417165,-0.548146266100262,-0.555915503650983
2.01652131189325,-0.549076023908014,-0.540689020211294,-0.549371313381201,-0.557167738131546
2.02881717355114,-0.550578125145222,-0.543092133552601,-0.550412775301809,-0.558229466581255
2.04111303520902,-0.551898054451421,-0.545302970060129,-0.551280609679562,-0.559110583614572
2.05340889686691,-0.553044770486229,-0.547328438395786,-0.551984818056411,-0.559821055006489
2.0657047585248,-0.554027290564587,-0.549175567983807,-0.552535415791153,-0.5603708879188
2.07800062018268,-0.554854664005515,-0.550851487815589,-0.552942402668306,-0.56077010153265
2.09029648184057,-0.555535945898105,-0.55236340540372,-0.55321573411379,-0.561028698176806
2.10259234349845,-0.55608017136345,-0.553718585947525,-0.553365293104511,-0.561156635038314
2.11488820515634,-0.556496330388515,-0.554924331770872,-0.553400862855491,-0.561163796539183
2.12718406681422,-0.556793343304984,-0.555987962091119,-0.553332100364441,-0.561059967459393
2.13947992847211,-0.556980036982911,-0.556916793176061,-0.553168510889679,-0.560854806882993
