agent_id,energy_ratio,first_arg_agent_id,nrmse,other_agent_id,other_idx_in_pair,other_phase,pair_name,rank,reconstruction_mismatch_rmse,remaining_energy_ratio,removed_constant_energy_ratio,removed_other_energy_ratio,removed_self_energy_ratio,removed_total_energy_ratio,residual_energy_ratio,residual_nrmse,second_arg_agent_id,self_agent_id,self_idx_in_pair,self_phase,signal_index,source_agent_id,target_agent_id,total_energy_ratio,total_nrmse
8,0.920832662232716,8,0.487632742133167,9,2,phi_{9},8-9,1,0.0136831449615519,0.00490321918192626,0.0310253053204774,0,0.964071475497597,0.995096780818074,0.920832662232716,0.487632742133167,9,8,1,phi_{8},1,9,8,0.999611825190878,0.0383644195997535
8,0.966014931700587,8,0.447685052199655,9,2,phi_{9},8-9,2,0.0136831449615519,0.00490321918192626,0.0310253053204774,0,0.964071475497597,0.995096780818074,0.966014931700587,0.447685052199655,9,8,1,phi_{8},1,9,8,0.999833363761216,0.0352215421712489
8,0.978108965447303,8,0.436178128319337,9,2,phi_{9},8-9,3,0.0136831449615519,0.00490321918192626,0.0310253053204774,0,0.964071475497597,0.995096780818074,0.978108965447303,0.436178128319337,9,8,1,phi_{8},1,9,8,0.999892663459469,0.0343162369734975
8,0.985734452004831,8,0.428401878752436,9,2,phi_{9},8-9,4,0.0136831449615519,0.00490321918192626,0.0310253053204774,0,0.964071475497597,0.995096780818074,0.985734452004831,0.428401878752436,9,8,1,phi_{8},1,9,8,0.99993005289143,0.0337044419164389
8,0.989934746674333,8,0.424347425398581,9,2,phi_{9},8-9,5,0.0136831449615519,0.00490321918192626,0.0310253053204774,0,0.964071475497597,0.995096780818074,0.989934746674333,0.424347425398581,9,8,1,phi_{8},1,9,8,0.999950647856823,0.0333854585170994
9,0.916069983094307,9,0.604268958416433,8,1,phi_{8},8-9,1,0.0212953776836961,0.0054779518406681,0.0263287520127214,0,0.968193296146611,0.994522048159332,0.916069983094307,0.604268958416433,8,9,2,phi_{9},2,8,9,0.999540235409404,0.0545409720860555
9,0.950823174281633,9,0.583904585461173,8,1,phi_{8},8-9,2,0.0212953776836961,0.0054779518406681,0.0263287520127214,0,0.968193296146611,0.994522048159332,0.950823174281633,0.583904585461173,8,9,2,phi_{9},2,8,9,0.999730611717038,0.0527028953795943
9,0.964688492926756,9,0.57547043408461,8,1,phi_{8},8-9,3,0.0212953776836961,0.0054779518406681,0.0263287520127214,0,0.968193296146611,0.994522048159332,0.964688492926756,0.57547043408461,8,9,2,phi_{9},2,8,9,0.999806565264832,0.0519416336791684
9,0.977277866534904,9,0.567768681185372,8,1,phi_{8},8-9,4,0.0212953776836961,0.0054779518406681,0.0263287520127214,0,0.968193296146611,0.994522048159332,0.977277866534904,0.567768681185372,8,9,2,phi_{9},2,8,9,0.999875529247161,0.0512464778482419
9,0.982870772866215,9,0.564256068442752,8,1,phi_{8},8-9,5,0.0212953776836961,0.0054779518406681,0.0263287520127214,0,0.968193296146611,0.994522048159332,0.982870772866215,0.564256068442752,8,9,2,phi_{9},2,8,9,0.999906166918693,0.0509294314223483
9,0.826118002034801,9,0.574658417764357,10,2,phi_{10},9-10,1,0.0217963188150191,0.0117710773298913,0.0122992587127468,0,0.975929663957362,0.988228922670109,0.826118002034801,0.574658417764357,10,9,1,phi_{9},1,10,9,0.997953221555676,0.0689568752104641
9,0.902442397996202,9,0.518016001746991,10,2,phi_{10},9-10,2,0.0217963188150191,0.0117710773298913,0.0122992587127468,0,0.975929663957362,0.988228922670109,0.902442397996202,0.518016001746991,10,9,1,phi_{9},1,10,9,0.998851641922695,0.062159995721386
9,0.93507424970896,9,0.491495067121984,10,2,phi_{10},9-10,3,0.0217963188150191,0.0117710773298913,0.0122992587127468,0,0.975929663957362,0.988228922670109,0.93507424970896,0.491495067121984,10,9,1,phi_{9},1,10,9,0.999235753972623,0.058977582094668
9,0.956575384170508,9,0.473665271713504,10,2,phi_{10},9-10,4,0.0217963188150191,0.0117710773298913,0.0122992587127468,0,0.975929663957362,0.988228922670109,0.956575384170508,0.473665271713504,10,9,1,phi_{9},1,10,9,0.99948884548905,0.0568380728853644
9,0.9709068289312,9,0.461398842027861,10,2,phi_{10},9-10,5,0.0217963188150191,0.0117710773298913,0.0122992587127468,0,0.975929663957362,0.988228922670109,0.9709068289312,0.461398842027861,10,9,1,phi_{9},1,10,9,0.999657542033578,0.055366146894266
10,0.887644164629939,10,0.56788403229326,9,1,phi_{9},9-10,1,0.0228299677576314,0.009232520794979,0.0172076974056447,0,0.973559781799376,0.990767479205021,0.887644164629939,0.56788403229326,9,10,2,phi_{10},2,9,10,0.998962672413509,0.0634200349659039
10,0.921634448238875,10,0.545305389900235,9,1,phi_{9},9-10,2,0.0228299677576314,0.009232520794979,0.0172076974056447,0,0.973559781799376,0.990767479205021,0.921634448238875,0.545305389900235,9,10,2,phi_{10},2,9,10,0.999276488413755,0.0608985020320305
10,0.951563241234858,10,0.524620666334641,9,1,phi_{9},9-10,3,0.0228299677576314,0.009232520794979,0.0172076974056447,0,0.973559781799376,0.990767479205021,0.951563241234858,0.524620666334641,9,10,2,phi_{10},2,9,10,0.999552806617459,0.0585884777714565
10,0.966180846532251,10,0.514042470753586,9,1,phi_{9},9-10,4,0.0228299677576314,0.009232520794979,0.0172076974056447,0,0.973559781799376,0.990767479205021,0.966180846532251,0.514042470753586,9,10,2,phi_{10},2,9,10,0.99968776396234,0.0574071282432481
10,0.977632550980218,10,0.505756760497017,9,1,phi_{9},9-10,5,0.0228299677576314,0.009232520794979,0.0172076974056447,0,0.973559781799376,0.990767479205021,0.977632550980218,0.505756760497017,9,10,2,phi_{10},2,9,10,0.999793492061794,0.0564817984147849
