receiver_agent,sender_agent_7,sender_agent_8,sender_agent_9,sender_agent_10
receiver_agent_7,0,-0.0235278773684338,0.046007275986095,0.0246014000586665
receiver_agent_8,-0.0364434163692535,0,0.0246903535842089,0.0133355243876661
receiver_agent_9,0.0551583688187809,0.0271566254207704,0,-0.0383457774649921
receiver_agent_10,0.0259375157989154,0.0126990947214845,-0.0350237500940792,0
