phi,a_phi
0,-0.034959518542779
0.0122958616578857,-0.0341348541644816
0.0245917233157714,-0.032690601573645
0.0368875849736571,-0.030632703634765
0.0491834466315427,-0.0279758667369313
0.0614793082894284,-0.0247432837318437
0.0737751699473141,-0.0209662087939673
0.0860710316051998,-0.0166833904669609
0.0983668932630855,-0.0119403714642087
0.110662754920971,-0.00678866596444829
0.122958616578857,-0.00128482715171131
0.135254478236743,0.00451058043974525
0.147550339894628,0.0105340876290157
0.159846201552514,0.0167204888592931
0.1721420632104,0.0230040534921573
0.184437924868285,0.0293197608093066
0.196733786526171,0.0356045389358561
0.209029648184057,0.0417984877403652
0.221325509841942,0.0478460659219427
0.233621371499828,0.0536972229625467
0.245917233157714,0.0593084573964959
0.258213094815599,0.0646437839180313
0.270508956473485,0.0696755931956306
0.282804818131371,0.0743853898684664
0.295100679789256,0.0787643960415515
0.307396541447142,0.0828140096436878
0.319692403105028,0.0865461092349657
0.331988264762914,0.0899831992140488
0.344284126420799,0.0931583918433637
0.356579988078685,0.0961152250443343
0.368875849736571,0.0989073174755798
0.381171711394456,0.101597864954578
0.393467573052342,0.104258984777805
0.405763434710228,0.106970916896587
0.418059296368113,0.10982109317795
0.430355158025999,0.112903088085527
0.442651019683885,0.116315466021633
0.45494688134177,0.120160542247143
0.467242742999656,0.124543075713821
0.479538604657542,0.129568913280886
0.491834466315427,0.135343605624914
0.504130327973313,0.141971015675199
0.516426189631199,0.149551940605905
0.528722051289085,0.158182768287032
0.54101791294697,0.167954188638952
0.553313774604856,0.17894997955555
0.565609636262742,0.191245885969461
0.577905497920627,0.20490860924501
0.590201359578513,0.219994922420443
0.602497221236399,0.236550924905364
0.614793082894284,0.254611448100667
0.62708894455217,0.274199621078796
0.639384806210056,0.29532660297724
0.651680667867941,0.317991486155738
0.663976529525827,0.342181371487694
0.676272391183713,0.367871614440181
0.688568252841599,0.395026237886914
0.700864114499484,0.423598504936988
0.71315997615737,0.453531642490999
0.725455837815256,0.484759703796
0.737751699473141,0.517208556000757
0.750047561131027,0.550796976649367
0.762343422788913,0.585437841228289
0.774639284446798,0.621039382329352
0.786935146104684,0.657506499735451
0.79923100776257,0.694742099798459
0.811526869420455,0.732648441877168
0.823822731078341,0.771128469349059
0.836118592736227,0.81008710281008
0.848414454394112,0.849432473532695
0.860710316051998,0.889077076060284
0.873006177709884,0.928938819965953
0.88530203936777,0.968941962281088
0.897597901025655,1.00901790388373
0.909893762683541,1.04910583520408
0.922189624341426,1.08915321892498
0.934485485999312,1.12911609989549
0.946781347657198,1.16895923519867
0.959077209315084,1.20865604018024
0.971373070972969,1.24818834921017
0.983668932630855,1.28754599296996
0.995964794288741,1.32672619708846
1.00826065594663,1.36573280994239
1.02055651760451,1.40457537034789
1.0328523792624,1.44326802865125
1.04514824092028,1.48182833733615
1.05744410257817,1.52027592966032
1.06973996423605,1.55863110697725
1.08203582589394,1.59691335725255
1.09433168755183,1.6351398288198
1.10662754920971,1.6733237846085
1.1189234108676,1.71147306289664
1.13121927252548,1.74958857107423
1.14351513418337,1.78766283894236
1.15581099584125,1.82567865770786
1.16810685749914,1.86360783006824
1.18040271915703,1.90141005562126
1.19269858081491,1.93903197429028
1.2049944424728,1.9764063885494
1.21729030413068,2.01345168298372
1.22958616578857,2.05007145716024
1.24188202744645,2.08615438494615
1.25417788910434,2.12157431033251
1.26647375076223,2.15619058654486
1.27876961242011,2.18984866179189
1.291065474078,2.22238091146899
1.30336133573588,2.25360771304275
1.31565719739377,2.28333875624886
1.32795305905165,2.31137457768872
1.34024892070954,2.3375083054627
1.35254478236743,2.36152759617962
1.36484064402531,2.38321674358219
1.3771365056832,2.40235893517298
1.38943236734108,2.41873863065784
1.40172822899897,2.43214403378424
1.41402409065685,2.44236962727473
1.42631995231474,2.44921873907172
1.43861581397263,2.45250610704421
1.45091167563051,2.45206040867871
1.4632075372884,2.44772672209921
1.47550339894628,2.43936888504193
1.48779926060417,2.42687171914945
1.50009512226205,2.41014308814115
1.51239098391994,2.38911576004997
1.52468684557783,2.36374904577047
1.53698270723571,2.33403018861695
1.5492785688936,2.29997548241141
1.56157443055148,2.26163109877491
1.57387029220937,2.21907360774219
1.58616615386725,2.1724101795127
1.59846201552514,2.12177845904474
1.61075787718303,2.06734610924037
1.62305373884091,2.00931002260486
1.6353496004988,1.94789520543958
1.64764546215668,1.8833533427857
1.65994132381457,1.8159610564224
1.67223718547245,1.74601787218058
1.68453304713034,1.67384391661012
1.69682890878822,1.59977736658079
1.70912477044611,1.52417167865885
1.721420632104,1.44739262803535
1.73371649376188,1.36981518934988
1.74601235541977,1.29182029391793
1.75830821707765,1.21379149960159
1.77060407873554,1.13611161083724
1.78289994039342,1.05915928713204
1.79519580205131,0.98330567865166
1.8074916637092,0.908911127338906
1.81978752536708,0.836321971329146
1.83208338702497,0.765867489270858
1.84437924868285,0.697857019533294
1.85667511034074,0.632577287209107
1.86897097199862,0.570289969324836
1.88126683365651,0.511229525789112
1.8935626953144,0.455601320375461
1.90585855697228,0.403580052496108
1.91815441863017,0.355308516722354
1.93045028028805,0.310896702995966
1.94274614194594,0.270421246307795
1.95504200360382,0.23392523034963
1.96733786526171,0.201418345329506
1.9796337269196,0.172877395836187
1.99192958857748,0.148247150402027
2.00422545023537,0.127441520300355
2.01652131189325,0.110345051177722
2.02881717355114,0.0968147074139421
2.04111303520902,0.0866819256716871
2.05340889686691,0.0797549109865977
2.0657047585248,0.075821145997744
2.07800062018268,0.0746500815614442
2.09029648184057,0.0759959750577121
2.10259234349845,0.079600841211185
2.11488820515634,0.0851974792240952
2.12718406681422,0.092512539468286
2.13947992847211,0.101269592910501
2.15177579012999,0.111192166847676
2.16407165178788,0.122006711397927
2.17636751344577,0.133445462513018
2.18866337510365,0.145249169028245
2.20095923676154,0.157169653418712
2.21325509841942,0.168972178454812
2.22555096007731,0.180437594807132
2.2378468217352,0.191364247800654
2.25014268339308,0.201569624914881
2.26243854505097,0.210891729222389
2.27473440670885,0.219190167702677
2.28703026836674,0.22634694720924
2.29932613002462,0.232266974752321
2.31162199168251,0.236878262634988
2.3239178533404,0.240131842793393
2.33621371499828,0.24200139839233
2.34850957665617,0.242482624265356
2.36080543831405,0.241592331118536
2.37310129997194,0.239367311495282
2.38539716162982,0.235862988287752
2.39769302328771,0.231151869043296
2.40998888494559,0.225321831422749
2.42228474660348,0.218474266896603
2.43458060826137,0.210722111096365
2.44687646991925,0.202187790158748
2.45917233157714,0.193001112902566
2.47146819323502,0.183297138761217
2.48376405489291,0.173214051062207
2.49605991655079,0.162891064509888
2.50835577820868,0.152466394604688
2.52065163986657,0.14207531524302
2.53294750152445,0.131848328913309
2.54524336318234,0.121909471766127
2.55753922484022,0.112374773425221
2.56983508649811,0.103350888759809
2.58213094815599,0.0949339159982659
2.59442680981388,0.0872084125728101
2.60672267147177,0.0802466169893397
2.61901853312965,0.0741078818622758
2.63131439478754,0.0688383200875943
2.64361025644542,0.0644706629941511
2.65590611810331,0.0610243262588364
2.66820197976119,0.058505676438147
2.68049784141908,0.0569084881983266
2.69279370307697,0.0562145797560793
2.70508956473485,0.056394611706503
2.71738542639274,0.0574090323448265
2.72968128805062,0.0592091508099122
2.74197714970851,0.0617383179118802
2.75427301136639,0.0649331933702105
2.76656887302428,0.068725077393725
2.77886473468217,0.0730412840862662
2.79116059634005,0.0778065340625731
2.80345645799794,0.0829443439036499
2.81575231965582,0.0883783906604324
2.82804818131371,0.094033830514616
2.84034404297159,0.0998385519071659
2.85263990462948,0.105724344925245
2.86493576628737,0.111627970469889
2.87723162794525,0.117492114679352
2.88952748960314,0.123266216223093
2.90182335126102,0.128907156373118
2.91411921291891,0.134379804165059
2.92641507457679,0.139657411442121
2.93871093623468,0.144721855091229
2.95100679789256,0.149563726292834
2.96330265955045,0.154182269074783
2.97559852120834,0.158585172848742
2.98789438286622,0.162788225878593
3.00019024452411,0.16681483875034
3.01248610618199,0.170695448851165
3.02478196783988,0.174466818593639
3.03707782949776,0.178171241615357
3.04937369115565,0.181855672424287
3.06166955281354,0.18557079592969
3.07396541447142,0.189370053986058
3.08626127612931,0.193308646476039
3.09855713778719,0.197442524565201
3.11085299944508,0.201827393579131
3.12314886110296,0.206517742488269
3.13544472276085,0.21156591624922
3.14774058441874,0.217021246258407
3.16003644607662,0.222929252943902
3.17233230773451,0.229330933076832
3.18462816939239,0.236262142750925
3.19692403105028,0.243753085185965
3.20921989270816,0.251827910589264
3.22151575436605,0.260504433291222
3.23381161602394,0.269793969290551
3.24610747768182,0.279701295236317
3.25840333933971,0.290224727772314
3.27069920099759,0.301356320108506
3.28299506265548,0.313082170697872
3.29529092431336,0.325382837016481
3.30758678597125,0.338233845700036
3.31988264762914,0.351606288708692
3.33217850928702,0.365467493798276
3.34447437094491,0.379781756391308
3.35677023260279,0.394511118983351
3.36906609426068,0.409616183502983
3.38136195591856,0.425056941577184
3.39365781757645,0.440793607443961
3.40595367923434,0.456787438302163
3.41824954089222,0.473001527192292
3.43054540255011,0.489401554054767
3.44284126420799,0.505956481403138
3.45513712586588,0.522639182064501
3.46743298752376,0.539426987659931
3.47972884918165,0.556302147902774
3.49202471083954,0.573252192358163
3.50432057249742,0.590270188006261
3.51661643415531,0.607354887756099
3.52891229581319,0.62451076693609
3.54120815747108,0.641747946710156
3.55350401912896,0.659082005302941
3.56579988078685,0.67653367983206
3.57809574244473,0.694128463408088
3.59039160410262,0.711896103943791
3.60268746576051,0.729870012783654
3.61498332741839,0.748086592796224
3.62727918907628,0.766584496940127
3.63957505073416,0.785403829498099
3.65187091239205,0.804585303152684
3.66416677404994,0.824169365837264
3.67646263570782,0.844195311824355
3.68875849736571,0.864700391801933
3.70105435902359,0.885718936733342
3.71335022068148,0.907281510097044
3.72564608233936,0.929414102662777
3.73794194399725,0.952137383288056
3.75023780565513,0.975466018325025
3.76253366731302,0.99940807112719
3.77482952897091,1.02396449185696
3.78712539062879,1.04912870633945
3.79942125228668,1.07488631110965
3.81171711394456,1.1012148800855
3.82401297560245,1.12808388649585
3.83630883726033,1.15545474183056
3.84860469891822,1.1832809516897
3.86090056057611,1.21150838652096
3.87319642223399,1.2400756633803
3.88549228389188,1.26891463306048
3.89778814554976,1.29795096523452
3.91008400720765,1.32710482268476
3.92237986886553,1.35629161425775
3.93467573052342,1.38542281492518
3.94697159218131,1.41440684026115
3.95926745383919,1.44314996178431
3.97156331549708,1.47155724897379
3.98385917715496,1.49953352336101
3.99615503881285,1.52698430993185
4.00845090047073,1.55381677114855
4.02074676212862,1.57994060921697
4.03304262378651,1.60526892277704
4.04533848544439,1.62971900497433
4.05763434710228,1.65321307086534
4.06993020876016,1.67567890330285
4.08222607041805,1.69705040782101
4.09452193207593,1.71726806857031
4.10681779373382,1.73627929901597
4.1191136553917,1.75403868288141
4.13140951704959,1.77050810266407
4.14370537870748,1.78565675494219
4.15600124036536,1.79946105359852
4.16829710202325,1.81190442397812
4.18059296368113,1.82297699284237
4.19288882533902,1.83267518074795
4.2051846869969,1.84100120514046
4.21748054865479,1.84796250397851
4.22977641031268,1.85357109107025
4.24207227197056,1.85784285548787
4.25436813362845,1.86079681840553
4.26666399528633,1.86245436146629
4.27895985694422,1.86283844130958
4.29125571860211,1.86197280517365
4.30355158025999,1.85988122252038
4.31584744191788,1.85658674741221
4.32814330357576,1.85211102590302
4.34043916523365,1.84647366199515
4.35273502689153,1.839691654771
4.36503088854942,1.83177891814571
4.37732675020731,1.82274589332373
4.38962261186519,1.8125992624976
4.40191847352308,1.80134177062642
4.41421433518096,1.78897216030004
4.42651019683885,1.77548522276231
4.43880605849673,1.76087196616326
4.45110192015462,1.74511990006739
4.46339778181251,1.72821343319665
4.47569364347039,1.71013437936473
4.48798950512828,1.69086256459715
4.50028536678616,1.67037652656151
4.51258122844405,1.64865429568449
4.52487709010193,1.62567424573685
4.53717295175982,1.60141600025113
4.5494688134177,1.57586137992353
4.56176467507559,1.54899537516272
4.57406053673348,1.52080712720292
4.58635639839136,1.49129090070923
4.59865226004925,1.4604470305821
4.61094812170713,1.42828282571957
4.62324398336502,1.39481341282386
4.6355398450229,1.36006250393994
4.64783570668079,1.32406307228186
4.66013156833868,1.28685792202661
4.67242742999656,1.24850013912116
4.68472329165445,1.20905341173625
4.69701915331233,1.16859221078957
4.70931501497022,1.12720182292465
4.7216108766281,1.08497823044182
4.73390673828599,1.04202783490387
4.74620259994388,0.998467023447557
4.75849846160176,0.954421579188892
4.77079432325965,0.910025939480302
4.78309018491753,0.865422308123957
4.79538604657542,0.820759629933747
4.8076819082333,0.776192438231451
4.81997776989119,0.731879587928282
4.83227363154908,0.687982888747238
4.84456949320696,0.644665654855715
4.85686535486485,0.602091188672877
4.86916121652273,0.56042121786906
4.88145707818062,0.519814305562971
4.8937529398385,0.480424254430403
4.90604880149639,0.442398525851917
4.91834466315427,0.40587669533806
4.93064052481216,0.37098896527499
4.94293638647005,0.337854755530863
4.95523224812793,0.30658139165925
4.96752810978582,0.277262909339374
4.9798239714437,0.249978992318115
4.99211983310159,0.22479405948335
5.00441569475948,0.201756514824569
5.01671155641736,0.180898171950313
5.02900741807525,0.162233862561965
5.04130327973313,0.145761235861601
5.05359914139102,0.131460753332127
5.0658950030489,0.119295880707314
5.07819086470679,0.109213476284746
5.09048672636467,0.101144372064839
5.10278258802256,0.0950041415624673
5.11507844968045,0.0906940455726882
5.12737431133833,0.0881021447160532
5.13967017299622,0.0871045652780083
5.1519660346541,0.0875669027249025
5.16426189631199,0.0893457453576366
5.17655775796987,0.0922902988815132
5.18885361962776,0.096244091252478
5.20114948128565,0.101046736026986
5.21344534294353,0.106535731612385
5.22574120460142,0.112548273299737
5.2380370662593,0.118923054769642
5.25033292791719,0.125502035897395
5.26262878957507,0.13213215414532
5.27492465123296,0.138666957611427
5.28722051289085,0.144968138893758
5.29951637454873,0.150906950313723
5.31181223620662,0.156365482699629
5.3241080978645,0.161237791839925
5.33640395952239,0.165430858846915
5.34869982118027,0.168865372995319
5.36099568283816,0.171476328082376
5.37329154449605,0.173213425961508
5.38558740615393,0.174041283592103
5.39788326781182,0.173939442684684
5.4101791294697,0.172902183764175
5.42247499112759,0.170938149184193
5.43477085278547,0.168069782263075
5.44706671444336,0.164332592239556
5.45936257610125,0.159774257125987
5.47165843775913,0.154453578735364
5.48395429941702,0.148439306143635
5.4962501610749,0.141808845592017
5.50854602273279,0.134646876310723
5.52084188439067,0.127043892934343
5.53313774604856,0.119094696063603
5.54543360770645,0.11089685309608
5.55772946936433,0.102549151692216
5.57002533102222,0.0941500681599187
5.5823211926801,0.0857962726334593
5.59461705433799,0.0775811921971247
5.60691291599587,0.0695936520729024
5.61920877765376,0.0619166136706437
5.63150463931164,0.0546260267090981
5.64380050096953,0.0477898107814292
5.65609636262742,0.0414669796874804
5.6683922242853,0.0357069196182633
5.68068808594319,0.0305488298900734
5.69298394760107,0.0260213324222778
5.70527980925896,0.0221422535721184
5.71757567091684,0.0189185793206894
5.72987153257473,0.0163465821859727
5.74216739423262,0.0144121156608002
5.7544632558905,0.0130910694743845
5.76675911754839,0.0123499765930764
5.77905497920627,0.0121467606446476
5.79135084086416,0.0124316104038982
5.80364670252204,0.013147966145996
5.81594256417993,0.0142336010845596
5.82823842583782,0.0156217797874457
