time_pc_sec_abs,micros32,micros32_raw,time_local_sec,a0,a1,a2,agent_id,chunk_id
1782900232.3347878,8312837,2128086272,2128.086272,7,1,144,10,20260701_120539
1782900232.344772,8312876,2128096256,2128.096256,10,1,145,10,20260701_120539
1782900232.354756,8312915,2128106240,2128.10624,13,0,145,10,20260701_120539
1782900232.36474,8312954,2128116224,2128.116224,16,182,144,10,20260701_120539
1782900232.374724,8312993,2128126208,2128.126208,19,126,145,10,20260701_120539
1782900232.384708,8313032,2128136192,2128.136192,23,93,145,10,20260701_120539
1782900232.394692,8313071,2128146176,2128.146176,26,69,146,10,20260701_120539
1782900232.404676,8313110,2128156160,2128.15616,29,62,147,10,20260701_120539
1782900232.4146595,8313149,2128166144,2128.166144,32,43,147,10,20260701_120539
1782900232.4248998,8313189,2128176384,2128.176384,35,37,147,10,20260701_120539
1782900232.4348838,8313228,2128186368,2128.186368,38,16,148,10,20260701_120539
1782900232.4448678,8313267,2128196352,2128.196352,41,24,147,10,20260701_120539
1782900232.454852,8313306,2128206336,2128.206336,44,29,148,10,20260701_120539
1782900232.464836,8313345,2128216320,2128.21632,145,21,148,10,20260701_120539
1782900232.47482,8313384,2128226304,2128.226304,148,45,148,10,20260701_120539
1782900232.484804,8313423,2128236288,2128.236288,152,0,148,10,20260701_120539
1782900232.494788,8313462,2128246272,2128.246272,155,0,147,10,20260701_120539
1782900232.504772,8313501,2128256256,2128.256256,158,255,146,10,20260701_120539
1782900232.5147555,8313540,2128266240,2128.26624,161,203,144,10,20260701_120539
1782900232.5247395,8313579,2128276224,2128.276224,164,125,135,10,20260701_120539
1782900232.5349798,8313619,2128286464,2128.286464,167,104,118,10,20260701_120539
1782900232.5449638,8313658,2128296448,2128.296448,170,68,104,10,20260701_120539
1782900232.554948,8313697,2128306432,2128.306432,173,60,98,10,20260701_120539
1782900232.564932,8313736,2128316416,2128.316416,177,50,97,10,20260701_120539
1782900232.574916,8313775,2128326400,2128.3264,180,24,98,10,20260701_120539
1782900232.5849,8313814,2128336384,2128.336384,183,0,101,10,20260701_120539
1782900232.594884,8313853,2128346368,2128.346368,186,0,105,10,20260701_120539
1782900232.604868,8313892,2128356352,2128.356352,189,26,112,10,20260701_120539
1782900232.614852,8313931,2128366336,2128.366336,192,0,124,10,20260701_120539
1782900232.6248355,8313970,2128376320,2128.37632,195,186,134,10,20260701_120539
1782900232.6350758,8314010,2128386560,2128.38656,198,0,143,10,20260701_120539
1782900232.6450598,8314049,2128396544,2128.396544,202,102,144,10,20260701_120539
1782900232.6550438,8314088,2128406528,2128.406528,205,19,143,10,20260701_120539
1782900232.665028,8314127,2128416512,2128.416512,208,0,143,10,20260701_120539
1782900232.675012,8314166,2128426496,2128.426496,211,0,142,10,20260701_120539
1782900232.684996,8314205,2128436480,2128.43648,214,0,141,10,20260701_120539
1782900232.69498,8314244,2128446464,2128.446464,217,0,141,10,20260701_120539
1782900232.704964,8314283,2128456448,2128.456448,220,23,140,10,20260701_120539
1782900232.714948,8314322,2128466432,2128.466432,223,0,140,10,20260701_120539
1782900232.724932,8314361,2128476416,2128.476416,227,89,137,10,20260701_120539
1782900232.7351718,8314401,2128486656,2128.486656,230,0,139,10,20260701_120539
1782900232.7451558,8314440,2128496640,2128.49664,233,59,138,10,20260701_120539
1782900232.7551398,8314479,2128506624,2128.506624,236,0,138,10,20260701_120539
1782900232.7651238,8314518,2128516608,2128.516608,239,0,137,10,20260701_120539
1782900232.775108,8314557,2128526592,2128.526592,242,28,138,10,20260701_120539
1782900232.785092,8314596,2128536576,2128.536576,245,3,138,10,20260701_120539
1782900232.795076,8314635,2128546560,2128.54656,248,0,139,10,20260701_120539
1782900232.80506,8314674,2128556544,2128.556544,252,0,139,10,20260701_120539
1782900232.815044,8314713,2128566528,2128.566528,0,0,139,10,20260701_120539
1782900232.825028,8314752,2128576512,2128.576512,3,0,139,10,20260701_120539
1782900232.8352678,8314792,2128586752,2128.586752,6,46,139,10,20260701_120539
1782900232.8452518,8314831,2128596736,2128.596736,9,1,139,10,20260701_120539
1782900232.8552358,8314870,2128606720,2128.60672,12,44,139,10,20260701_120539
1782900232.8652198,8314909,2128616704,2128.616704,15,1,139,10,20260701_120539
1782900232.8752038,8314948,2128626688,2128.626688,18,0,140,10,20260701_120539
1782900232.885188,8314987,2128636672,2128.636672,22,0,140,10,20260701_120539
1782900232.895172,8315026,2128646656,2128.646656,25,0,141,10,20260701_120539
1782900232.905156,8315065,2128656640,2128.65664,28,132,142,10,20260701_120539
1782900232.91514,8315104,2128666624,2128.666624,31,1,143,10,20260701_120539
1782900232.925124,8315143,2128676608,2128.676608,34,0,144,10,20260701_120539
1782900232.9353638,8315183,2128686848,2128.686848,37,0,146,10,20260701_120539
1782900232.9453478,8315222,2128696832,2128.696832,40,0,147,10,20260701_120539
1782900232.9553318,8315261,2128706816,2128.706816,43,103,147,10,20260701_120539
1782900232.9653158,8315300,2128716800,2128.7168,47,165,147,10,20260701_120539
1782900232.9752998,8315339,2128726784,2128.726784,50,0,147,10,20260701_120539
1782900232.985284,8315378,2128736768,2128.736768,53,0,147,10,20260701_120539
1782900232.995268,8315417,2128746752,2128.746752,56,0,146,10,20260701_120539
1782900233.005252,8315456,2128756736,2128.756736,59,73,146,10,20260701_120539
