target_agent_id,max_input_amp,min_input_amp,sender_7_phase_for_max_deg,sender_7_phase_for_min_deg,sender_8_phase_for_max_deg,sender_8_phase_for_min_deg,sender_9_phase_for_max_deg,sender_9_phase_for_min_deg,sender_10_phase_for_max_deg,sender_10_phase_for_min_deg
7,0.157672523465648,5.09263972337862e-12,0,0,-180,67.5254526163157,0,84.4547413240498,0,-76.9408875615637
8,0.14427847936445,5.23608502814705e-12,0,0,-180,-64.8835351158159,-180,-38.7292006532918,-180,50.7577734237554
9,0.188745405689815,3.22121020997934e-13,0,0,0,156.586446810731,0,87.2318336639744,-180,23.0725117723114
10,0.123383800820418,5.45366836916802e-12,0,0,0,-89.0920150278139,-180,-31.9116983593901,0,111.503957376085
