mode_l,singular_value_sigma,max_amplitude,min_amplitude,amplitude_ratio,suppression_percent,max_phase_deg_agent_7,min_phase_deg_agent_7,max_phase_deg_agent_8,min_phase_deg_agent_8,max_phase_deg_agent_9,min_phase_deg_agent_9,max_phase_deg_agent_10,min_phase_deg_agent_10
1,0.112064355436428,2.76504963357605,1.26828099786767e-15,4.58682904808259e-16,100,0,0,0,-143.650852617681,-180,-87.0025999051889,-180,39.7879823313698
2,0.0591654995224204,2.13022280987616,0.114041021673185,0.0535347857249799,94.646521427502,0,0,-180,179.999999330024,0,179.999999872316,-180,179.999998673221
3,0.0288933467505321,2.66005551921987,2.15880912498947e-13,8.11565438913316e-14,99.9999999999919,0,0,-180,-25.1570222628524,-180,-175.084623940499,0,-100.905645144298
4,0.0221859858535117,2.25428758129604,0.0971923007894503,0.0431144196489661,95.6885580351034,0,0,0,-7.78803341521883e-10,-180,-179.999999988392,0,-179.999999999012
