state_type,total_amplitude_sum_J_amp,energy_J2,mean_agent_amplitude,phase_rad_agent_7,phase_deg_agent_7,input_amp_agent_7,phase_rad_agent_8,phase_deg_agent_8,input_amp_agent_8,phase_rad_agent_9,phase_deg_agent_9,input_amp_agent_9,phase_rad_agent_10,phase_deg_agent_10,input_amp_agent_10
BEST_FOUND_MIN_AMP_SUM,0.145200302249091,0.0050403120251742,0.0363000755622728,0,0,5.37731862938965e-09,2.82713657260488,161.98299371734,0.0718386680436997,3.12260861410623,178.912294659482,0.00329769344024557,0.305723712995857,17.5166784517315,0.0700639353878274
BEST_FOUND_MAX_AMP_SUM,0.614080209340331,0.0482626473688244,0.153520052335083,0,0,0.157672523465648,0,0,0.14427847936445,-3.14159265358979,-180,0.188745405689815,-3.14159265358979,-180,0.123383800820418
