time_pc_sec_abs,micros32,micros32_raw,time_local_sec,a0,a1,a2,a3,agent_id,chunk_id
1788872880.8274224,10966818,2807505408,2807.505408,4,6,145,65,11,20260908_150916
1788872880.8374064,10966857,2807515392,2807.515392,7,3,145,65,11,20260908_150916
1788872880.8473904,10966896,2807525376,2807.525376,10,5,145,65,11,20260908_150916
1788872880.8573744,10966935,2807535360,2807.53536,14,152,145,65,11,20260908_150916
1788872880.8673584,10966974,2807545344,2807.545344,17,172,145,65,11,20260908_150916
1788872880.8773422,10967013,2807555328,2807.555328,20,126,145,65,11,20260908_150916
1788872880.8873262,10967052,2807565312,2807.565312,23,13,145,65,11,20260908_150916
1788872880.8973105,10967091,2807575296,2807.575296,26,1,145,66,11,20260908_150916
1788872880.9072945,10967130,2807585280,2807.58528,30,1,145,66,11,20260908_150916
1788872880.9172783,10967169,2807595264,2807.595264,33,0,145,66,11,20260908_150916
1788872880.9272623,10967208,2807605248,2807.605248,36,0,145,66,11,20260908_150916
1788872880.9372463,10967247,2807615232,2807.615232,39,70,145,66,11,20260908_150916
1788872880.9472303,10967286,2807625216,2807.625216,42,14,145,66,11,20260908_150916
1788872880.9574704,10967326,2807635456,2807.635456,45,94,145,66,11,20260908_150916
1788872880.9674544,10967365,2807645440,2807.64544,49,20,145,66,11,20260908_150916
1788872880.9774384,10967404,2807655424,2807.655424,52,112,145,67,11,20260908_150916
1788872880.9874222,10967443,2807665408,2807.665408,55,57,145,66,11,20260908_150916
1788872880.9974062,10967482,2807675392,2807.675392,58,95,145,66,11,20260908_150916
1788872881.0073905,10967521,2807685376,2807.685376,61,45,145,66,11,20260908_150916
1788872881.0173745,10967560,2807695360,2807.69536,65,7,145,66,11,20260908_150916
1788872881.0273583,10967599,2807705344,2807.705344,68,66,145,66,11,20260908_150916
1788872881.0373423,10967638,2807715328,2807.715328,71,7,145,66,11,20260908_150916
1788872881.0473263,10967677,2807725312,2807.725312,74,12,145,66,11,20260908_150916
1788872881.0573103,10967716,2807735296,2807.735296,77,49,145,66,11,20260908_150916
1788872881.0672944,10967755,2807745280,2807.74528,81,21,145,66,11,20260908_150916
1788872881.0775344,10967795,2807755520,2807.75552,84,72,145,66,11,20260908_150916
1788872881.0875182,10967834,2807765504,2807.765504,87,21,145,65,11,20260908_150916
1788872881.0975022,10967873,2807775488,2807.775488,90,77,145,66,11,20260908_150916
1788872881.1074862,10967912,2807785472,2807.785472,93,65,145,66,11,20260908_150916
1788872881.1174705,10967951,2807795456,2807.795456,96,73,145,65,11,20260908_150916
1788872881.1274543,10967990,2807805440,2807.80544,100,105,145,65,11,20260908_150916
1788872881.1374383,10968029,2807815424,2807.815424,103,12,145,65,11,20260908_150916
1788872881.1474223,10968068,2807825408,2807.825408,106,101,145,65,11,20260908_150916
1788872881.1574063,10968107,2807835392,2807.835392,109,65,145,65,11,20260908_150916
1788872881.1673903,10968146,2807845376,2807.845376,112,0,145,66,11,20260908_150916
1788872881.1773744,10968185,2807855360,2807.85536,116,60,145,66,11,20260908_150916
1788872881.1873584,10968224,2807865344,2807.865344,119,5,145,67,11,20260908_150916
1788872881.1973424,10968263,2807875328,2807.875328,122,43,145,67,11,20260908_150916
1788872881.2075822,10968303,2807885568,2807.885568,128,30,145,67,11,20260908_150916
1788872881.2175665,10968342,2807895552,2807.895552,132,1,145,67,11,20260908_150916
1788872881.2275505,10968381,2807905536,2807.905536,135,18,145,68,11,20260908_150916
1788872881.2375343,10968420,2807915520,2807.91552,138,0,145,68,11,20260908_150916
1788872881.2475183,10968459,2807925504,2807.925504,141,0,144,68,11,20260908_150916
1788872881.2575023,10968498,2807935488,2807.935488,144,11,145,68,11,20260908_150916
1788872881.2674863,10968537,2807945472,2807.945472,148,1,145,68,11,20260908_150916
1788872881.2774704,10968576,2807955456,2807.955456,151,0,145,68,11,20260908_150916
1788872881.2874544,10968615,2807965440,2807.96544,154,16,145,69,11,20260908_150916
1788872881.2974384,10968654,2807975424,2807.975424,157,0,145,68,11,20260908_150916
1788872881.3074224,10968693,2807985408,2807.985408,160,11,145,69,11,20260908_150916
1788872881.3174064,10968732,2807995392,2807.995392,164,13,145,69,11,20260908_150916
1788872881.3276465,10968772,2808005632,2808.005632,167,55,145,68,11,20260908_150916
1788872881.3376305,10968811,2808015616,2808.015616,170,13,145,68,11,20260908_150916
1788872881.3476143,10968850,2808025600,2808.0256,173,95,145,68,11,20260908_150916
1788872881.3575983,10968889,2808035584,2808.035584,176,42,145,68,11,20260908_150916
1788872881.3675823,10968928,2808045568,2808.045568,179,58,145,68,11,20260908_150916
1788872881.3775663,10968967,2808055552,2808.055552,183,77,145,67,11,20260908_150916
1788872881.3875504,10969006,2808065536,2808.065536,186,0,145,67,11,20260908_150916
1788872881.3975344,10969045,2808075520,2808.07552,189,76,145,66,11,20260908_150916
1788872881.4075184,10969084,2808085504,2808.085504,192,33,145,65,11,20260908_150916
1788872881.4175024,10969123,2808095488,2808.095488,195,81,145,65,11,20260908_150916
1788872881.4274864,10969162,2808105472,2808.105472,199,60,145,65,11,20260908_150916
1788872881.4374704,10969201,2808115456,2808.115456,202,33,145,65,11,20260908_150916
1788872881.4474542,10969240,2808125440,2808.12544,205,78,145,65,11,20260908_150916
1788872881.4576943,10969280,2808135680,2808.13568,208,6,145,64,11,20260908_150916
1788872881.4676783,10969319,2808145664,2808.145664,211,59,145,63,11,20260908_150916
1788872881.4776623,10969358,2808155648,2808.155648,215,107,145,63,11,20260908_150916
1788872881.4876463,10969397,2808165632,2808.165632,218,8,145,62,11,20260908_150916
1788872881.4976304,10969436,2808175616,2808.175616,221,75,145,61,11,20260908_150916
1788872881.5076144,10969475,2808185600,2808.1856,224,5,145,61,11,20260908_150916
1788872881.5175984,10969514,2808195584,2808.195584,227,73,145,60,11,20260908_150916
1788872881.5275824,10969553,2808205568,2808.205568,230,13,145,59,11,20260908_150916
1788872881.5375664,10969592,2808215552,2808.215552,234,41,145,58,11,20260908_150916
1788872881.5475504,10969631,2808225536,2808.225536,237,41,145,58,11,20260908_150916
1788872881.5575342,10969670,2808235520,2808.23552,240,30,145,58,11,20260908_150916
1788872881.5675182,10969709,2808245504,2808.245504,243,7,145,58,11,20260908_150916
1788872881.5777583,10969749,2808255744,2808.255744,246,22,145,58,11,20260908_150916
1788872881.5877423,10969788,2808265728,2808.265728,250,0,145,58,11,20260908_150916
1788872881.5977263,10969827,2808275712,2808.275712,253,85,145,58,11,20260908_150916
1788872881.6077104,10969866,2808285696,2808.285696,1,25,145,58,11,20260908_150916
1788872881.6176944,10969905,2808295680,2808.29568,4,0,145,58,11,20260908_150916
1788872881.6276784,10969944,2808305664,2808.305664,7,41,145,58,11,20260908_150916
1788872881.6376624,10969983,2808315648,2808.315648,11,0,145,59,11,20260908_150916
1788872881.6476464,10970022,2808325632,2808.325632,14,4,145,60,11,20260908_150916
1788872881.6576304,10970061,2808335616,2808.335616,17,16,145,62,11,20260908_150916
1788872881.6676142,10970100,2808345600,2808.3456,20,1,145,64,11,20260908_150916
1788872881.6775982,10970139,2808355584,2808.355584,23,44,145,65,11,20260908_150916
1788872881.6875825,10970178,2808365568,2808.365568,26,1,145,67,11,20260908_150916
1788872881.6978223,10970218,2808375808,2808.375808,30,67,145,69,11,20260908_150916
1788872881.7078063,10970257,2808385792,2808.385792,33,1,145,72,11,20260908_150916
1788872881.7177904,10970296,2808395776,2808.395776,36,39,145,74,11,20260908_150916
1788872881.7277744,10970335,2808405760,2808.40576,39,50,145,78,11,20260908_150916
1788872881.7377584,10970374,2808415744,2808.415744,42,90,145,81,11,20260908_150916
1788872881.7477424,10970413,2808425728,2808.425728,46,47,145,84,11,20260908_150916
1788872881.7577264,10970452,2808435712,2808.435712,49,59,145,87,11,20260908_150916
1788872881.7677104,10970491,2808445696,2808.445696,52,138,145,90,11,20260908_150916
1788872881.7776942,10970530,2808455680,2808.45568,55,69,145,92,11,20260908_150916
1788872881.7876782,10970569,2808465664,2808.465664,58,112,145,94,11,20260908_150916
1788872881.7976625,10970608,2808475648,2808.475648,62,47,145,95,11,20260908_150916
1788872881.8076465,10970647,2808485632,2808.485632,65,0,145,94,11,20260908_150916
1788872881.8178864,10970687,2808495872,2808.495872,68,72,145,94,11,20260908_150916
1788872881.8278704,10970726,2808505856,2808.505856,71,4,145,93,11,20260908_150916
1788872881.8378544,10970765,2808515840,2808.51584,74,77,145,92,11,20260908_150916
1788872881.8478384,10970804,2808525824,2808.525824,77,24,145,92,11,20260908_150916
1788872881.8578224,10970843,2808535808,2808.535808,81,72,145,91,11,20260908_150916
1788872881.8678064,10970882,2808545792,2808.545792,84,52,145,89,11,20260908_150916
1788872881.8777902,10970921,2808555776,2808.555776,87,70,145,87,11,20260908_150916
1788872881.8877742,10970960,2808565760,2808.56576,90,36,145,85,11,20260908_150916
1788872881.8977582,10970999,2808575744,2808.575744,93,48,145,83,11,20260908_150916
1788872881.9077425,10971038,2808585728,2808.585728,97,8,145,82,11,20260908_150916
1788872881.9177265,10971077,2808595712,2808.595712,100,72,145,81,11,20260908_150916
1788872881.9279664,10971117,2808605952,2808.605952,103,10,145,80,11,20260908_150916
1788872881.9379504,10971156,2808615936,2808.615936,106,84,145,78,11,20260908_150916
1788872881.9479344,10971195,2808625920,2808.62592,109,42,145,78,11,20260908_150916
1788872881.9579184,10971234,2808635904,2808.635904,113,55,145,76,11,20260908_150916
1788872881.9679024,10971273,2808645888,2808.645888,116,84,145,75,11,20260908_150916
1788872881.9778864,10971312,2808655872,2808.655872,119,2,145,74,11,20260908_150916
1788872881.9878702,10971351,2808665856,2808.665856,122,27,145,72,11,20260908_150916
1788872881.9978542,10971390,2808675840,2808.67584,125,23,145,71,11,20260908_150916
1788872882.0078382,10971429,2808685824,2808.685824,129,0,145,70,11,20260908_150916
1788872882.0178225,10971468,2808695808,2808.695808,132,1,145,68,11,20260908_150916
1788872882.0278063,10971507,2808705792,2808.705792,135,1,145,67,11,20260908_150916
1788872882.0377903,10971546,2808715776,2808.715776,138,0,145,66,11,20260908_150916
1788872882.0477743,10971585,2808725760,2808.72576,141,2,145,65,11,20260908_150916
1788872882.0580144,10971625,2808736000,2808.736,144,1,145,64,11,20260908_150916
1788872882.0679984,10971664,2808745984,2808.745984,148,1,145,63,11,20260908_150916
1788872882.0779824,10971703,2808755968,2808.755968,151,22,145,62,11,20260908_150916
1788872882.0879664,10971742,2808765952,2808.765952,154,1,145,61,11,20260908_150916
1788872882.0979502,10971781,2808775936,2808.775936,157,54,145,60,11,20260908_150916
1788872882.1079342,10971820,2808785920,2808.78592,160,0,145,59,11,20260908_150916
1788872882.1179185,10971859,2808795904,2808.795904,164,83,145,58,11,20260908_150916
1788872882.1279025,10971898,2808805888,2808.805888,167,9,145,56,11,20260908_150916
1788872882.1378863,10971937,2808815872,2808.815872,170,102,145,55,11,20260908_150916
1788872882.1478703,10971976,2808825856,2808.825856,173,23,145,55,11,20260908_150916
1788872882.1578543,10972015,2808835840,2808.83584,176,114,145,54,11,20260908_150916
1788872882.1678383,10972054,2808845824,2808.845824,179,56,145,53,11,20260908_150916
1788872882.1780784,10972094,2808856064,2808.856064,183,71,145,53,11,20260908_150916
1788872882.1880624,10972133,2808866048,2808.866048,186,84,145,58,11,20260908_150916
1788872882.1980464,10972172,2808876032,2808.876032,189,55,145,68,11,20260908_150916
1788872882.2080302,10972211,2808886016,2808.886016,192,16,145,70,11,20260908_150916
1788872882.2180142,10972250,2808896000,2808.896,195,82,145,70,11,20260908_150916
1788872882.2279985,10972289,2808905984,2808.905984,199,54,145,70,11,20260908_150916
1788872882.2379825,10972328,2808915968,2808.915968,202,67,145,71,11,20260908_150916
1788872882.2479663,10972367,2808925952,2808.925952,205,19,145,72,11,20260908_150916
1788872882.2579503,10972406,2808935936,2808.935936,208,81,145,72,11,20260908_150916
1788872882.2679343,10972445,2808945920,2808.94592,211,34,145,72,11,20260908_150916
1788872882.2779183,10972484,2808955904,2808.955904,215,87,145,72,11,20260908_150916
1788872882.2879024,10972523,2808965888,2808.965888,218,66,145,72,11,20260908_150916
1788872882.2981424,10972563,2808976128,2808.976128,221,21,145,72,11,20260908_150916
1788872882.3081264,10972602,2808986112,2808.986112,224,19,145,72,11,20260908_150916
1788872882.3181102,10972641,2808996096,2808.996096,227,11,145,72,11,20260908_150916
1788872882.3280942,10972680,2809006080,2809.00608,231,1,145,71,11,20260908_150916
1788872882.3380785,10972719,2809016064,2809.016064,234,76,145,70,11,20260908_150916
1788872882.3480625,10972758,2809026048,2809.026048,237,0,144,69,11,20260908_150916
1788872882.3580463,10972797,2809036032,2809.036032,240,91,145,69,11,20260908_150916
1788872882.3680303,10972836,2809046016,2809.046016,243,60,144,68,11,20260908_150916
1788872882.3780143,10972875,2809056000,2809.056,246,19,145,68,11,20260908_150916
1788872882.3879983,10972914,2809065984,2809.065984,250,97,145,67,11,20260908_150916
1788872882.3979824,10972953,2809075968,2809.075968,253,15,145,65,11,20260908_150916
1788872882.4082224,10972993,2809086208,2809.086208,1,0,145,64,11,20260908_150916
1788872882.4182062,10973032,2809096192,2809.096192,4,39,145,62,11,20260908_150916
1788872882.4281902,10973071,2809106176,2809.106176,7,0,145,61,11,20260908_150916
