state_type,total_amplitude_sum_J_amp,energy_J2,mean_agent_amplitude,phase_rad_agent_8,phase_deg_agent_8,input_amp_agent_8,phase_rad_agent_9,phase_deg_agent_9,input_amp_agent_9,phase_rad_agent_11,phase_deg_agent_11,input_amp_agent_11,phase_rad_agent_12,phase_deg_agent_12,input_amp_agent_12
BEST_FOUND_MIN_AMP_SUM,0.0782056715357934,0.00122951970504306,0.0195514178839484,0,0,0.0059415131386364,-6.86150158912824e-09,-3.93135082179356e-07,0.0030694011613678,-6.13880501987296e-09,-3.51727618892444e-07,0.0314068148933918,-1.05367696789926e-08,-6.03712432307694e-07,0.0377879423423975
BEST_FOUND_MAX_AMP_SUM,0.427660218075393,0.0249281505680536,0.106915054518848,0,0,0.0824962011293824,-3.14159265358979,-180,0.0715165306908072,-3.14159265358979,-180,0.121098120621916,0,0,0.152549365633287
