Rank,DirectionIndex,PairName,SourceID,TargetID,DirectionLabel,RelativeResidual,ExplainedFraction,ExplainedPercent
8,6,7-9,7,9,7 -> 9,0.337918755262197,0.885810914842047,88.5810914842047
8,7,8-10,10,8,10 -> 8,0.658360718969806,0.56656116371756,56.656116371756
8,8,8-10,8,10,8 -> 10,0.591597953587904,0.650011861310605,65.0011861310605
8,9,8-9,9,8,9 -> 8,0.538198674553035,0.710342186709356,71.0342186709356
8,10,8-9,8,9,8 -> 9,0.507634324422185,0.742307392668432,74.2307392668432
8,11,9-10,10,9,10 -> 9,0.48863812785358,0.761232780007748,76.1232780007748
8,12,9-10,9,10,9 -> 10,0.487992032446518,0.761863776268716,76.1863776268716
9,1,7-10,10,7,10 -> 7,0.471113159980433,0.778052390493251,77.8052390493251
9,2,7-10,7,10,7 -> 10,0.547350558380855,0.700407366240166,70.0407366240166
9,3,7-8,8,7,8 -> 7,0.724094945215043,0.475686510314024,47.5686510314024
9,4,7-8,7,8,7 -> 8,0.41355036901333,0.828976092288938,82.8976092288938
9,5,7-9,9,7,9 -> 7,0.368830841103772,0.863963810650684,86.3963810650684
9,6,7-9,7,9,7 -> 9,0.337636831801362,0.886001369811139,88.6001369811139
9,7,8-10,10,8,10 -> 8,0.658361428149951,0.566560229924357,56.6560229924357
9,8,8-10,8,10,8 -> 10,0.589821803136821,0.65211024054443,65.211024054443
9,9,8-9,9,8,9 -> 8,0.538775453759849,0.709721010425869,70.9721010425869
9,10,8-9,8,9,8 -> 9,0.50710987170193,0.742839578022452,74.2839578022452
9,11,9-10,10,9,10 -> 9,0.487664304591345,0.76218352602744,76.218352602744
9,12,9-10,9,10,9 -> 10,0.487671685683678,0.76217632698244,76.217632698244
10,1,7-10,10,7,10 -> 7,0.471415151330798,0.777767755095761,77.7767755095761
10,2,7-10,7,10,7 -> 10,0.547036767559286,0.700750774938288,70.0750774938288
10,3,7-8,8,7,8 -> 7,0.723901641093799,0.475966414021705,47.5966414021705
10,4,7-8,7,8,7 -> 8,0.412829294939615,0.829571973239661,82.9571973239661
10,5,7-9,9,7,9 -> 7,0.368307051138874,0.864349916081387,86.4349916081387
10,6,7-9,7,9,7 -> 9,0.337147362583514,0.88633165590298,88.633165590298
10,7,8-10,10,8,10 -> 8,0.657649493967767,0.56749714308394,56.749714308394
10,8,8-10,8,10,8 -> 10,0.588828798319823,0.653280646269233,65.3280646269233
10,9,8-9,9,8,9 -> 8,0.538927122912337,0.709557556189431,70.9557556189431
10,10,8-9,8,9,8 -> 9,0.507776472986832,0.742163053481053,74.2163053481053
10,11,9-10,10,9,10 -> 9,0.487480662540807,0.762362603648776,76.2362603648776
10,12,9-10,9,10,9 -> 10,0.48735869928168,0.762481498234469,76.2481498234469
