time_sec,phi1_rad,phi2_rad,s1_normalized,s2_normalized
0,0.0476725300697416,4.9568816928446,0.5,0.475609756097561
0.00999999046325684,0.121421414799457,5.03063057757433,0.5,0.475609756097561
0.0199999809265137,0.202958449957847,5.10437946230404,0.5,0.475609756097561
0.0299999713897705,0.29346287686508,5.20247743434471,0.5,0.475609756097561
0.0399999618530273,0.367211761594806,5.27642268268177,0.488552938607862,0.499843906166638
0.0499999523162842,0.440960646324521,5.34833919945551,0.464285714285714,0.5
0.059999942779541,0.514710100264486,5.42203202493762,0.464285714285714,0.5
0.0699999332427979,0.588460174096076,5.49578090966735,0.45266637555777,0.5
0.0799999237060547,0.661606545964739,5.59344401126872,0.428571428571429,0.5
0.0899999141693115,0.734067758039829,5.66782237173296,0.417754629313756,0.5
0.0999999046325684,0.815290183049135,5.74157125646267,0.381982942430703,0.5
0.109999895095825,0.906110978417532,5.8153201411924,0.335278986941036,0.5
0.119999885559082,0.979859863147269,5.88906902592212,0.274725209120806,0.5
0.130000114440918,1.05361050618909,5.98693081679165,0.227905858111704,0.5
0.140000104904175,1.12735939091881,6.06111397647895,0.156363003697993,0.5
0.150000095367432,1.20110827564854,6.13486288934168,0.0959815032135692,0.5
0.160000085830688,1.27485716037825,6.20679413540792,0.0602100760067137,0.5
0.170000076293945,1.34860660025172,0.0209262584967696,0.013162473347548,0.5
0.180000066757202,1.42936636968497,0.0955795017538349,-0.0467645102278392,0.5
0.190000057220459,1.51876032259119,0.193046258503188,-0.092377677484061,0.5
0.200000047683716,1.59250796469973,0.267620963819458,-0.163919326446788,0.5
0.210000038146973,1.66625737072963,0.341369848549173,-0.224874200426439,0.5
0.220000028610229,1.74000749247129,0.415118733278888,-0.271292455276122,0.5
0.230000019073486,1.81375637720099,0.488867618008614,-0.332131940559202,0.5
0.240000009536743,1.88750526193074,0.586530719609978,-0.378663878389258,0.5
0.25,1.96125414666044,0.660910796144859,-0.439389080687199,0.476195704404805
0.259999990463257,2.04247644395157,0.732859803571634,-0.475160507894054,0.475609756097561
0.269999980926514,2.13329560872606,0.806520180642206,-0.5,0.475609756097561
0.279999971389771,2.2064784796099,0.880269065371921,-0.489285464820401,0.452313916347684
0.289999961853027,2.27890670929404,0.97749962219482,-0.474416815632547,0.38121492257047
0.299999952316284,2.35265509244064,1.05231052743753,-0.5,0.284553233821573
0.309999942779541,2.42640272044136,1.12605941216725,-0.5,0.186836164378455
0.319999933242798,2.50015211236277,1.19980829689697,-0.5,0.0891190949353374
0.329999923706055,2.57390224821292,1.2735571816267,-0.5,-0.0320889315493593
0.339999914169312,2.65480980763676,1.34730606635642,-0.5,-0.154235268353256
0.349999904632568,2.74594371027853,1.44239995620328,-0.5,-0.273434793719299
0.359999895095825,2.81969259500825,1.51745910121845,-0.489468908205177,-0.39540024089705
0.369999885559082,2.89344147973797,1.59120964562684,-0.474873947573107,-0.5
0.380000114440918,2.96719212277979,1.66496038730211,-0.5,-0.5
0.390000104904175,3.04038970958435,1.73870927203182,-0.5,-0.5
0.400000095367432,3.11280322334776,1.8357434840027,-0.5,-0.5
0.410000085830688,3.18655162056019,1.91075073409745,-0.5,-0.5
0.420000076293945,3.26714317132198,1.98449961882715,-0.5,-0.5
0.430000066757202,3.35859230495619,2.05824850355688,-0.489983795309168,-0.5
0.440000057220459,3.43234245487281,2.13024039520988,-0.464285714285714,-0.5
0.450000047683716,3.50609133960255,2.22671020373943,-0.45415461293888,-0.5
0.460000038146973,3.57984022433226,2.30215042314864,-0.428571428571429,-0.5
0.470000028610229,3.65358910906199,2.37589930787836,-0.418326044239455,-0.5
0.480000019073486,3.72733799379171,2.44964983822026,-0.3825546170326,-0.5
0.490000009536743,3.80055328362924,2.5233988356499,-0.357142857142857,-0.5
0.5,3.87947887942333,2.62019684769432,-0.347641165072391,-0.5
0.509999990463257,3.97124120109924,2.69544029771552,-0.311869966125286,-0.5
0.519999980926514,4.04498879811318,2.76918918244524,-0.276099163516777,-0.5
0.529999971389771,4.11873815904631,2.84293806717496,-0.230655010660981,-0.5
0.539999961853027,4.19248832588473,2.91494766186093,-0.168841170530682,-0.5
0.549999952316284,4.26623721061445,2.98854754752783,-0.123282343790511,-0.5
0.559999942779541,4.33998609534417,3.08495155956314,-0.0517394893768,-0.5
0.569999933242798,4.41373498007388,3.16058887149644,0.0297050475553675,-0.5
0.579999923706055,4.49432780163049,3.23433938491654,0.127060505164909,-0.5
0.589999914169312,4.58526055028029,3.30808839926799,0.207868634892547,-0.477368723921264
0.599999904632568,4.65763865797776,3.3818372839977,0.313188256485133,-0.452939456560484
0.609999895095825,4.73138754270748,3.47843836508607,0.402072274606662,-0.428510189199705
0.619999885559082,4.8051359709487,3.55387874606331,0.428571428571429,-0.381332575385168
0.630000114440918,4.87888531216691,3.62762938910514,0.437900843306087,-0.332472875784255
0.640000104904175,4.95263465903355,3.69965664289597,0.464285714285714,-0.284754919192304
0.650000095367432,5.02638483993846,3.77324048967312,0.464285714285714,-0.236005721887384
0.660000085830688,5.10666350973184,3.86940747055468,0.464285714285714,-0.164868718319679
0.670000076293945,5.19842630200408,3.94528019342663,0.464285714285714,-0.0915810674488444
0.680000066757202,5.2721751867338,4.01902907815635,0.464285714285714,-0.0406507947971826
0.690000057220459,5.34592407146352,4.09277957750996,0.464285714285714,0.0530029850746271
0.700000047683716,5.41917178025474,4.1665286059279,0.464285714285714,0.128284086117201
0.710000038146973,5.49153517203148,4.24027749065761,0.464285714285714,0.224047070444914
0.720000028610229,5.56528405676122,4.33668222689396,0.464285714285714,0.276735728480601
0.730000019073486,5.63903249906824,4.41231895272323,0.464285714285714,0.32559426320216
0.740000009536743,5.7189945290009,4.48436236125272,0.464285714285714,0.373322922286266
0.75,5.81107309327286,4.557929881428,0.464285714285714,0.422061303239898
0.759999990463257,5.88482328828627,4.63167893802092,0.464285714285714,0.448874610056636
0.769999980926514,5.95857217301599,4.72764900675684,0.464285714285714,0.451219512195122
0.779999971389771,6.03232105774571,4.80371864177443,0.473557987527804,0.451219512195122
0.789999961853027,6.10606994247542,4.87746752650414,0.5,0.47338134189442
0.799999952316284,6.17933535429963,4.95121801174927,0.490847949228819,0.475609756097561
0.809999942779541,6.25754208340212,5.02496705427569,0.472814295266296,0.475609756097561
0.819999933242798,0.0726886225288311,5.12113559058558,0.491414277526848,0.475609756097561
0.829999923706055,0.165080890535594,5.1970085163413,0.464285714285714,0.475609756097561
0.839999914169312,0.238829346950448,5.27075740107103,0.464285714285714,0.475609756097561
0.849999904632568,0.312576901682933,5.34281558286107,0.464285714285714,0.49744626480025
0.859999895095825,0.386326220332598,5.41636831566732,0.464285714285714,0.5
0.869999885559082,0.460076429454477,5.51210449317041,0.464285714285714,0.5
0.880000114440918,0.533827072496317,5.58841014404108,0.464285714285714,0.5
0.890000104904175,0.607575957226021,5.66215884843432,0.455299148506475,0.5
0.900000095367432,0.686918804084569,5.73590773316405,0.428571428571429,0.5
0.910000085830688,0.777730750400171,5.80965820434268,0.420385696546266,0.5
0.920000076293945,0.851479635129886,5.88340726093561,0.392857142857143,0.5
0.930000066757202,0.925228519859612,5.97937945239347,0.376257112836538,0.5
0.940000057220459,0.998976993153462,6.05544872300122,0.313071614490054,0.5
0.950000047683716,1.07272453100695,6.12752457994226,0.277300840576942,0.5
0.960000038146973,1.14647383277682,6.20105806525707,0.23305842217484,0.5
0.970000028610229,1.2202240587785,0.0133746273810221,0.170042847590846,0.5
0.980000019073486,1.29397294350822,0.111706740404888,0.125685697910839,0.5
0.990000009536743,1.37366140653747,0.188206991923288,0.0541428434971282,0.5
1,1.46601440557383,0.261955682208721,-0.00870000545829137,0.5
1.00999999046326,1.53931223635171,0.335706136465554,-0.0527910179182618,0.5
1.01999998092651,1.61162550614181,0.409455209980265,-0.115042028847072,0.5
1.02999997138977,1.68537439087153,0.505191201511679,-0.158769769250713,0.5
1.03999996185303,1.75912327560125,0.581496672045877,-0.222299168975069,0.478111334509085
1.04999995231628,1.8328717630029,0.655245556775592,-0.266140806920949,0.475609756097561
1.05999994277954,1.90661928674857,0.727336186977193,-0.329555456244968,0.475609756097561
1.0699999332428,1.98599296304873,0.800856440383608,-0.365327078891258,0.454229049872588
1.07999992370605,2.0786625071263,0.874605542073298,-0.409341184176412,0.451219512195122
1.08999991416931,2.15241139185602,0.969946195200841,-0.472584876437918,0.408302887026291
1.09999990463257,2.22616027658574,1.0466452458268,-0.5,0.337947226305771
1.10999989509583,2.2994758103966,1.12039413055652,-0.491796748968045,0.243123134736935
1.11999988555908,2.37177137715371,1.19414457070488,-0.464285714285714,0.145404004368402
1.13000011444092,2.44552202019555,1.26789541664017,-0.464285714285714,0.0260688350507535
1.14000010490417,2.51927090492526,1.36343506331958,-0.464285714285714,-0.117732026494016
1.15000009536743,2.59833047832402,1.43993687870578,-0.464285714285714,-0.264307630658693
1.16000008583069,2.69131198372864,1.51368576343551,-0.464285714285714,-0.389150663165816
1.17000007629395,2.76505949340849,1.5857911229296,-0.472126891639262,-0.48734773843664
1.1800000667572,2.83880876700336,1.65929663297702,-0.5,-0.5
1.19000005722046,2.91255902118004,1.7544039659044,-0.5,-0.5
1.20000004768372,2.98630790590976,1.83133679318807,-0.5,-0.5
1.21000003814697,3.06005679063947,1.90508545248671,-0.5,-0.5
1.22000002861023,3.13338704037105,1.97883433721643,-0.492075318567205,-0.5
1.23000001907349,3.21066384200921,2.05258476329828,-0.464285714285714,-0.5
1.24000000953674,3.30396046854334,2.12633386498797,-0.456958810365296,-0.5
1.25,3.37770935327306,2.22167658071133,-0.428571428571429,-0.5
1.25999999046326,3.45145823800278,2.29837532705358,-0.421130241665871,-0.5
1.26999998092651,3.52520675357808,2.37049840566673,-0.385358993515022,-0.5
1.27999997138977,3.59895424915012,2.44398466930945,-0.357142857142857,-0.5
1.28999996185303,3.6727035086365,2.51773506721632,-0.357142857142857,-0.5
1.29999995231628,3.74645377692167,2.61264548329615,-0.34947310426702,-0.5
1.30999994277954,3.82551276421639,2.68977525564368,-0.313701677060164,-0.5
1.3199999332428,3.91849523898727,2.7635239008345,-0.277930249853309,-0.5
1.32999992370605,3.99184024856768,2.83727278556422,-0.242354719717406,-0.5
1.33999991416931,4.06410633955525,2.91102319753759,-0.207302512178813,-0.5
1.34999990463257,4.13785522428498,3.00612994440295,-0.164490741372487,-0.5
1.35999989509583,4.21160410901469,3.08306489067167,-0.0929478869587764,-0.5
1.36999988555908,4.28535299374442,3.15681377540139,-0.0285596591296756,-0.5
1.38000011444092,4.35910328169764,3.22895334161915,0.0216373461054319,-0.5
1.39000010490417,4.43784660507075,3.30242487596936,0.128950106609808,-0.479244762119987
1.40000009536743,4.53114509885185,3.37617525980974,0.236266426046968,-0.454814998179832
