agent_id,receiver_P_mode1,sender_Q_mode1,receiver_P_mode2,sender_Q_mode2,receiver_P_mode3,sender_Q_mode3,receiver_P_mode4,sender_Q_mode4,receiver_mode1_weighted,sender_mode1_weighted,receiver_total_weight,sender_total_weight
8,0.142259519819173,-0.577536185602182,-0.483695844366323,0.133963233136743,-0.459261202147646,-0.0877059415463307,-0.405285644568232,-0.262540785226428,0.00991253321439417,0.0402422743277429,0.0373331748310491,0.0459785494358253
9,-0.299648042829956,0.114113620527498,0.118928164991273,-0.526452697605452,0.129594703718788,0.834335469985276,0.89126398654112,0,0.0208792436594449,0.00795134874018561,0.0309690160036573,0.0399134013072247
11,-0.122725239362632,0.808350193870323,0.86657110542727,0,-0.0329655037947261,-0.543118947131704,-0.203450368890654,-0.331136420768366,0.00855139967415108,0.0563252157450458,0.0507346115208052,0.0540267641546933
12,0.935367197988244,-0,-0.0308048852151359,0.839584069257804,0.878178590338832,0.0348396413366939,0,0.906322794005208,0.0651756622649844,0,0.0644277822103719,0.0495155325605365
