Rank,DirectionIndex,PairName,SourceID,TargetID,DirectionLabel,RelativeResidual,ExplainedFraction,ExplainedPercent
8,11,7-12,12,7,12 -> 7,0.424803456651945,0.819542023216559,81.9542023216559
8,12,7-12,7,12,7 -> 12,0.353248714778073,0.87521534550764,87.521534550764
8,13,7-8,8,7,8 -> 7,0.319844183714522,0.897699698143991,89.7699698143991
8,14,7-8,7,8,7 -> 8,0.344438345969778,0.881362225825603,88.1362225825603
8,15,7-9,9,7,9 -> 7,0.293185354559998,0.914042347871528,91.4042347871528
8,16,7-9,7,9,7 -> 9,0.371220662173396,0.862195219975545,86.2195219975545
8,17,8-10,10,8,10 -> 8,0.252194528300331,0.936397919895374,93.6397919895374
8,18,8-10,8,10,8 -> 10,0.252775980811791,0.936104303524637,93.6104303524637
8,19,8-11,11,8,11 -> 8,0.346661402530386,0.879825871995665,87.9825871995665
8,20,8-11,8,11,8 -> 11,0.39515930504533,0.843849123636092,84.3849123636092
8,21,8-9,9,8,9 -> 8,0.340034061479221,0.884376837033945,88.4376837033945
8,22,8-9,8,9,8 -> 9,0.342268378975467,0.882852356753506,88.2852356753506
8,23,9-10,10,9,10 -> 9,0.376874016056305,0.857965976021592,85.7965976021592
8,24,9-10,9,10,9 -> 10,0.339264649253354,0.884899497766999,88.4899497766999
8,25,9-11,11,9,11 -> 9,0.483796456248339,0.765940988921549,76.5940988921549
8,26,9-11,9,11,9 -> 11,0.501832858736243,0.74816378189261,74.816378189261
8,27,9-12,12,9,12 -> 9,0.456186246956147,0.791894108088065,79.1894108088065
8,28,9-12,9,12,9 -> 12,0.508937743716898,0.740982373020353,74.0982373020353
9,1,10-11,11,10,11 -> 10,0.266764414639185,0.928836747082213,92.8836747082213
9,2,10-11,10,11,10 -> 11,0.281859050498573,0.920555475652043,92.0555475652043
9,3,10-12,12,10,12 -> 10,0.337865421947022,0.885846956652561,88.5846956652561
9,4,10-12,10,12,10 -> 12,0.291658209575583,0.914935488787165,91.4935488787166
9,5,11-12,12,11,12 -> 11,0.336685722575063,0.886642724214108,88.6642724214107
9,6,11-12,11,12,11 -> 12,0.268460038291173,0.927929207840702,92.7929207840702
9,7,7-10,10,7,10 -> 7,0.295422218846914,0.912725712611566,91.2725712611566
9,8,7-10,7,10,7 -> 10,0.282031770134675,0.920458080634702,92.0458080634702
9,9,7-11,11,7,11 -> 7,0.59667875030049,0.643974468939846,64.3974468939846
9,10,7-11,7,11,7 -> 11,0.539101372538346,0.709369710127272,70.9369710127272
9,11,7-12,12,7,12 -> 7,0.416851140128834,0.826235126973291,82.6235126973291
9,12,7-12,7,12,7 -> 12,0.350602855472099,0.87707763773481,87.707763773481
9,13,7-8,8,7,8 -> 7,0.31492536275601,0.900822015892996,90.0822015892996
9,14,7-8,7,8,7 -> 8,0.348616830504079,0.87846630548929,87.846630548929
9,15,7-9,9,7,9 -> 7,0.288537551782247,0.916746081211507,91.6746081211507
9,16,7-9,7,9,7 -> 9,0.370865031646188,0.862459128302072,86.2459128302072
9,17,8-10,10,8,10 -> 8,0.240526289338567,0.94214710413702,94.214710413702
9,18,8-10,8,10,8 -> 10,0.251953208818016,0.936519580566305,93.6519580566305
9,19,8-11,11,8,11 -> 8,0.334549734125517,0.888076475396546,88.8076475396546
9,20,8-11,8,11,8 -> 11,0.392460532416747,0.845974730495164,84.5974730495164
9,21,8-9,9,8,9 -> 8,0.330774271577198,0.890588381262574,89.0588381262574
9,22,8-9,8,9,8 -> 9,0.341744993029928,0.883210359738974,88.3210359738974
9,23,9-10,10,9,10 -> 9,0.367207447410834,0.865158690566019,86.5158690566019
9,24,9-10,9,10,9 -> 10,0.33784508168674,0.88586070078008,88.586070078008
9,25,9-11,11,9,11 -> 9,0.465760099793562,0.783067529440292,78.3067529440292
9,26,9-11,9,11,9 -> 11,0.47189599534387,0.777314169578418,77.7314169578418
9,27,9-12,12,9,12 -> 9,0.432492239031338,0.81295046317766,81.295046317766
9,28,9-12,9,12,9 -> 12,0.492298173309175,0.757642508556449,75.7642508556449
10,1,10-11,11,10,11 -> 10,0.264383436704352,0.930101398396396,93.0101398396396
10,2,10-11,10,11,10 -> 11,0.252720988724151,0.936132101858288,93.6132101858287
10,3,10-12,12,10,12 -> 10,0.337694817947937,0.88596220993111,88.596220993111
10,4,10-12,10,12,10 -> 12,0.278331500637737,0.922531575752746,92.2531575752746
10,5,11-12,12,11,12 -> 11,0.33915583675677,0.884973318393815,88.4973318393815
10,6,11-12,11,12,11 -> 12,0.232041789195084,0.946156608067144,94.6156608067144
10,7,7-10,10,7,10 -> 7,0.320181771576055,0.897483633150419,89.7483633150419
10,8,7-10,7,10,7 -> 10,0.276285048034776,0.923666572232422,92.3666572232422
10,9,7-11,11,7,11 -> 7,0.479269759021146,0.770300498087813,77.0300498087813
10,10,7-11,7,11,7 -> 11,0.554377631994544,0.692665441144122,69.2665441144122
10,11,7-12,12,7,12 -> 7,0.445103318138574,0.801883036182031,80.1883036182031
10,12,7-12,7,12,7 -> 12,0.358956001147331,0.871150589240318,87.1150589240318
10,13,7-8,8,7,8 -> 7,0.327670608904717,0.892631972060012,89.2631972060012
10,14,7-8,7,8,7 -> 8,0.329934186472243,0.8911434325969,89.11434325969
10,15,7-9,9,7,9 -> 7,0.269868228974597,0.927171138990115,92.7171138990115
