Rank,Objective,RelativeResidual,ExplainedFraction,ExplainedPercent,IncrementalExplainedFraction,IncrementalExplainedPercentagePoints,RuntimeSeconds,BestStart,Iterations,Converged,SolverStatus
1,0.0127035019396452,0.577061845944357,0.666999625955291,66.6999625955291,0.666999625955291,66.6999625955291,0.4072529,0,0,0,baseline_retained:common_weight_rank_1
2,0.0113080339428271,0.544445212507085,0.703579410578115,70.3579410578115,0.0365797846228235,3.65797846228235,11.2861301,7,54,1,optimized_start_7:converged;weight_solver=normal_equations
3,0.0102818470811591,0.519153996699309,0.730479127711133,73.0479127711133,0.0268997171330186,2.68997171330186,20.8457684,17,327,1,optimized_start_17:converged;weight_solver=normal_equations
4,0.00916061984331691,0.490030443704281,0.759870164242986,75.9870164242986,0.0293910365318523,2.93910365318523,42.6719461,10,1000,0,optimized_start_10:max_iter;weight_solver=normal_equations
5,0.00826193362414196,0.465373320969458,0.783427672129858,78.3427672129858,0.0235575078868721,2.35575078868721,48.4117106,9,1000,0,optimized_start_9:max_iter;weight_solver=normal_equations
6,0.00746306791311467,0.442302433059247,0.80436855770987,80.436855770987,0.0209408855800126,2.09408855800126,53.7046215,6,1000,0,optimized_start_6:max_iter;weight_solver=normal_equations
7,0.0068607935775114,0.424080016332777,0.820156139747191,82.0156139747191,0.0157875820373211,1.57875820373211,60.1546255,8,1000,0,optimized_start_8:max_iter;weight_solver=normal_equations
8,0.00626701919512621,0.405313569740927,0.835720910183867,83.5720910183867,0.015564770436675,1.5564770436675,70.0483847,10,1000,0,optimized_start_10:max_iter;weight_solver=normal_equations
9,0.00575222239593136,0.388309902511471,0.849215419611532,84.9215419611532,0.0134945094276652,1.34945094276652,72.8115945,1,1000,0,optimized_start_1:max_iter;weight_solver=normal_equations
10,0.0052145767249725,0.369717631754511,0.863308872769836,86.3308872769836,0.0140934531583045,1.40934531583045,75.5715681,9,1000,0,optimized_start_9:max_iter;weight_solver=normal_equations
