phi,a_shared,b_shared,wb_11_12_12to11,wb_11_12_11to12,wb_8_11_11to8,wb_8_11_8to11,wb_8_12_12to8,wb_8_12_8to12,wb_8_9_9to8,wb_8_9_8to9,wb_9_11_11to9,wb_9_11_9to11,wb_9_12_12to9,wb_9_12_9to12
0,-0.0400041845274847,1.5310924725062,0.0549038606890893,0.069455686226076,0.0291377156889969,0.0317756048607087,-0.0476309728392773,-0.0634773006329104,0.0134070964792235,0.0150135429728893,-0.0369513609160264,-0.0499563889347095,0.0262400308432698,0.0359392487415897
0.0122958616578857,-0.040517100482231,1.53022359290032,0.0548727032993863,0.0694162708214821,0.0291211803278879,0.0317575725239792,-0.0476039427404089,-0.0634412779021172,0.0133994880865796,0.0150050229379891,-0.0369303913897004,-0.0499280391855542,0.0262251398892178,0.0359188535787611
0.0245917233157714,-0.0404021218635329,1.52888030010805,0.0548245337984219,0.0693553343827206,0.0290956165659526,0.0317296944292556,-0.0475621540544527,-0.0633855865562686,0.0133877254684562,0.0149918509157736,-0.0368979723832236,-0.0498842103127797,0.026202118389907,0.0358873225415045
0.0368875849736571,-0.0396442123402303,1.52706185042738,0.0547593255175829,0.0692728431728776,0.0290610102500432,0.0316919551420802,-0.0475055836454768,-0.0633101957623496,0.0133718021125851,0.0149740196136707,-0.0368540859481032,-0.0498248780509229,0.0261709535996905,0.0358446381729433
0.0491834466315427,-0.0382369854993017,1.52476858018162,0.0546770905171786,0.06916881244875,0.0290173677806177,0.0316443616423559,-0.047434241976211,-0.0632151194639309,0.013351720964,0.0149515323295899,-0.0367987402011605,-0.0497500533735198,0.0261316512825142,0.0357908083675762
0.0614793082894284,-0.0361826653216494,1.52200209131993,0.0545778862419385,0.0690433148803298,0.0289647196438418,0.0315869471762153,-0.0473481788819186,-0.0631004240759482,0.013327496050258,0.0149244047718787,-0.0367319738038107,-0.0496597885488667,0.0260842388927585,0.0357258707278668
0.0737751699473141,-0.0334918984009887,1.51876542569403,0.0544618217704501,0.0688964884566045,0.0289031237281926,0.0315197748728819,-0.0472474889919968,-0.0629662357100118,0.0132991540075032,0.0148926667682403,-0.0366538601680542,-0.0495541828263109,0.0260287685620124,0.0356498966550325
0.0860710316051998,-0.0301834220056438,1.51506322495719,0.0543290635490176,0.0687285437391289,0.0288326683674415,0.0314429410631406,-0.0471323167042946,-0.062812746803629,0.0132667354806307,0.0148563638336658,-0.0365645113154752,-0.0494333876534228,0.0259653198394387,0.0355629951023425
0.0983668932630855,-0.0262835944108325,1.51090187319841,0.0541798405064222,0.0685397703324117,0.0287534750550802,0.0313565782395046,-0.0470028606223425,-0.0626402220336529,0.0132302963722713,0.0148155585690736,-0.0364640813195747,-0.0492976113298573,0.0258940021362556,0.0354653159231645
0.110662754920971,-0.0218257961357955,1.5062896196362,0.0540144484536301,0.0683305424497303,0.0286657007792645,0.0312608576025464,-0.0468593773722486,-0.0624490034030209,0.0131899089171661,0.0147703318644156,-0.0363527692668582,-0.0491471230105972,0.0258149568284753,0.0353570527509472
0.122958616578857,-0.0168497127716243,1.50123667894781,0.0538332536815262,0.0681013234644148,0.0285695399321467,0.0311559911430855,-0.0467021847238559,-0.0622395144002878,0.0131456625607052,0.0147207838824832,-0.0362308216781809,-0.0489822559794895,0.0257283589763576,0.0352384453542435
0.135254478236743,-0.0114005119502323,1.49575530709945,0.0536366956801306,0.0678526693497713,0.0284652257529765,0.0310422332159349,-0.0465316639497553,-0.0620122631434583,0.0130976646229391,0.0146670348024808,-0.0360985343388327,-0.0488034101234294,0.0256344186239966,0.0351097814166689
0.147550339894628,-0.00552792865419026,1.48985985086595,0.0534252889143377,0.0675852309254657,0.0283530312704921,0.0309198815676099,-0.0463482613657996,-0.0617678444330134,0.0130460407322004,0.0146092253056047,-0.0359562534936452,-0.0486110535480842,0.0255333816479942,0.034971397699274
0.159846201552514,0.000714725523710017,1.48356676958039,0.0531996236038408,0.0672997548441617,0.0282332697168308,0.0307892777877095,-0.0461524890077151,-0.0615069406536244,0.0129909350155555,0.0145475167883144,-0.0358043763718956,-0.0484057232875385,0.025425530130207,0.0348236805510715
0.1721420632104,0.0072716124141553,1.47689462803054,0.0529603654684056,0.0669970832692805,0.0281062943923438,0.0306508071614934,-0.0459449244101175,-0.0612303214796488,0.0129325100366021,0.0144820912926774,-0.0356433510158714,-0.0481880250725209,0.0253111822360056,0.0346670657422961
0.184437924868285,0.0140854589706933,1.46986405981455,0.0527082544138301,0.0666781522126854,0.0279724979682294,0.0305048979093814,-0.0457262094665369,-0.0609388423558984,0.0128709464745912,0.0144131511470427,-0.0354736753964957,-0.047958632134774,0.0251906915862597,0.0345020376042531
0.196733786526171,0.0210986724262818,1.46249770087689,0.0524441021485936,0.0663439885196426,0.0278323112216789,0.0303520198075891,-0.0454970483617804,-0.0606334417421195,0.0128064425424308,0.0143409183143104,-0.0352958958092858,-0.0477182830384716,0.0250644461182702,0.0343291274692127
