pair_name,target_id,source_id,direction,total_energy,joint_r1_energy_ratio,joint_r1_cum_r2,joint_r2_energy_ratio,joint_r2_cum_r2,joint_r3_energy_ratio,joint_r3_cum_r2,indiv_r1_energy_ratio,indiv_r1_cum_r2,indiv_r2_energy_ratio,indiv_r2_cum_r2,indiv_r3_energy_ratio,indiv_r3_cum_r2,weight_r1
7-10,7,10,s1,6.17569680278248e-05,0.18432979055231,0.18432979055231,0.236958104001608,0.421287894553918,0.0797449974646195,0.501032892018538,0.307645529049729,0.307645529049729,0.199167682120916,0.506813211170645,0.159969092117103,0.666782303287747,-0.00160540682625815
7-10,10,7,s2,0.000163461783796472,0.169189925159517,0.169189925159517,0.332176140709815,0.501366065869331,0.158949531417247,0.660315597286579,0.41615826835416,0.41615826835416,0.194564740417533,0.610723008771693,0.152730488171616,0.763453496943309,-0.00191923268701691
7-8,7,8,s1,0.000634080164004734,0.564125106964789,0.564125106964787,0.310391336086091,0.874516443050883,0.0279716099739585,0.902488053024841,0.9093365808208,0.9093365808208,0.0279709513319938,0.937307532152794,0.0175537941774613,0.954861326330255,-0.0182656973771871
7-8,8,7,s2,0.00098083613054639,0.775029132296564,0.775029132296563,0.0553736899801041,0.830402822276665,0.0429949259694974,0.873397748246163,0.812810759775604,0.812810759775604,0.0716722465883181,0.884483006363922,0.039967447682712,0.924450454046634,-0.0267320867477295
7-9,7,9,s1,0.000235793692590546,0.169084150370993,0.169084150370992,0.582672172456304,0.751756322827299,0.0523536096340986,0.804109932461397,0.758133574895453,0.758133574895453,0.088240687322539,0.846374262217991,0.0369895599958196,0.883363822213811,0.00458316628717921
7-9,9,7,s2,0.000226913787999539,0.603976945007161,0.60397694500716,0.150103203988473,0.75408014899563,0.105868259855398,0.859948408851029,0.745451535415975,0.745451535415975,0.109011134229829,0.854462669645803,0.0581876065979801,0.912650276243783,0.0112765131171945
8-10,8,10,s1,0.00015125800223092,0.379308600153168,0.379308600153167,0.0680029812450436,0.447311581398211,0.168467521534468,0.615779102932679,0.568700546267379,0.568700546267379,0.136259778882466,0.704960325149845,0.0794225027307461,0.784382827880591,0.00656885038544641
8-10,10,8,s2,0.000265065798506482,0.164722168828355,0.164722168828354,0.491909115935007,0.656631284763363,0.0616686273089688,0.718299912072331,0.688536734587927,0.688536734587927,0.128048332685072,0.816585067273,0.0611546174240649,0.877739684697065,0.00551896389082795
8-9,8,9,s1,0.00141727533724579,0.877954080585892,0.877954080585889,0.0368087497407276,0.914762830326616,0.0180648423636125,0.932827672690228,0.922898828528439,0.922898828528439,0.0289181846880068,0.951817013216446,0.0179631710002181,0.969780184216664,0.0346127888523386
8-9,9,8,s2,0.00173243796973553,0.910911412627955,0.910911412627952,0.0210185709682888,0.93192998359624,0.0148879623694103,0.94681794596565,0.932989102437499,0.932989102437499,0.0264512525619364,0.959440354999435,0.0163543107099709,0.975794665709406,0.0393793605834094
9-10,9,10,s1,0.00093185099374852,0.793281076651393,0.793281076651391,0.0488448672423759,0.842125943893767,0.0562497605823124,0.89837570447608,0.807555912044904,0.807555912044904,0.0877438665524417,0.895299778597346,0.0393644643012839,0.934664242898629,-0.0252548634006386
9-10,10,9,s2,0.000682330342564519,0.662921776958396,0.662921776958395,0.177938662442421,0.840860439400819,0.03717987587116,0.878040315271978,0.86650737132568,0.86650737132568,0.051897108344083,0.918404479669763,0.0236320359029474,0.942036515572711,-0.0207723585818979
