agent_id,receiver_u_mode1,sender_v_mode1,receiver_u_mode2,sender_v_mode2,receiver_u_mode3,sender_v_mode3,receiver_u_mode4,sender_v_mode4,receiver_mode1_weighted,sender_mode1_weighted,receiver_total_weight,sender_total_weight
7,-0.444772198264261,0.656658153263916,0.737577801478666,0.603636051958526,-0.470983157093234,-0.410526395325275,0.190608352785402,0.189450957424828,0.0498431097145277,0.0735879726875961,0.0677626748589801,0.0827591166953192
8,-0.494571551740627,0.382026937328752,-0.0140028016569552,-0.0605987579265112,0.669396001770102,0.761788551623562,0.554176771949914,0.519674332931938,0.0554238421630075,0.0428116024910994,0.0599811007702768,0.0496294730016897
9,0.62357770020395,-0.496125777151975,0.645421504436896,0.793467087030124,0.439065746158302,0.348431452518737,0.0424641492228325,-0.0535230598990881,0.0698808330378861,0.0555980154319331,0.080643523966647,0.0734698323336706
10,0.410764559898244,-0.420374478474357,-0.198025225469046,-0.0485930973865358,-0.370547067319585,-0.360196896505502,0.809168312102241,0.831373685223197,0.0460320656411249,0.0471089949721535,0.0518953662328465,0.0517305257860946
