receiver_agent,sender_agent_7,sender_agent_8,sender_agent_9,sender_agent_10
receiver_agent_7,0,-0.0298549044467695,0.0543867951640543,0.0272496109385311
receiver_agent_8,-0.04250535661655,0,0.0329208035512437,0.0265941309700924
receiver_agent_9,0.0639091922056626,0.0345359944062535,0,-0.0350179696691579
receiver_agent_10,0.0309512714877602,0.0194688048238953,-0.0368254459370323,0
