agent_id,receiver_u_mode1,sender_v_mode1,receiver_u_mode2,sender_v_mode2,receiver_u_mode3,sender_v_mode3,receiver_u_mode4,sender_v_mode4,receiver_u_mode5,sender_v_mode5,receiver_u_mode6,sender_v_mode6,receiver_mode1_weighted,sender_mode1_weighted,receiver_total_weight,sender_total_weight
7,-0.357962643492772,0.53524526772981,0.165749894092391,0.139432225155565,-0.284973897512915,-0.253628164180044,0.814783105054551,0.761324622204948,0.306873533608945,-0.000788413283715546,0.0716709306228813,-0.223893077884645,0.0485394917879937,0.072578895451302,0.0584420634515118,0.078486077159328
8,-0.429133802239235,0.334666875002636,0.413615994614817,0.415551985322514,0.45412475749619,0.461773488246633,-0.308254152353026,-0.333591075054056,0.420933021021267,-0.182367562502741,0.407837544586745,-0.597945601718176,0.0581902526657435,0.045380601373372,0.0665375104367728,0.0559826179389434
9,-0.344712919208376,0.319364412033844,-0.262260440983735,-0.226485359239571,-0.407121678059824,-0.341360072619083,-0.144077836877532,-0.255020011485263,-0.413496968514553,-0.80261137411446,0.674467373287674,0.144788919058222,0.0467428381572675,0.043305597768632,0.0527751812596563,0.0490693130724819
10,0.521538401794563,-0.480935219640411,0.733788569013556,0.749739747093219,-0.292748715233894,-0.343187696317161,0.00730788159045102,0.0924792508880168,-0.146274271224836,-0.282495132549462,0.287055140368219,0.0213990531472461,0.0707202537226254,0.0652144897481853,0.0817070343691951,0.0779168161356679
11,0.428856870339845,-0.412740251148922,-0.292821413784019,-0.26255269334443,0.553556171919702,0.528036583993054,0.416509965485627,0.477479201066712,-0.049712342407019,-0.488633631604789,0.497956926435425,-0.123043573084764,0.0581527008879235,0.0559672982513944,0.0668755612951595,0.0647986939189706
12,0.33609434566218,-0.312831836720697,-0.329360286489946,-0.354310568539789,-0.393301761854161,-0.457505051087043,-0.216368874178553,-0.0867629455165899,0.730613990971699,0.0631672925173894,0.207999574765662,-0.745500822015721,0.0455741654270969,0.0424197849847253,0.0530376638480401,0.0511614357510231
