receiver_agent,sender_agent_7,sender_agent_8,sender_agent_9,sender_agent_10,sender_agent_11,sender_agent_12
receiver_agent_7,0,-0.0289600452369437,-0.0228280971359306,0.0360380551290919,0.0228438353636814,0.0153325245764283
receiver_agent_8,-0.0421952941941352,0,-0.0309023518716653,0.0350751931211435,0.0214842481671644,0
receiver_agent_9,-0.027228663871099,-0.0304678205052605,0,0.0193289777023879,0.0122875627423899,0.0243092154804702
receiver_agent_10,0.0463092359019243,0.0324984494064266,0.0198456245712963,0,-0.0457211427964006,-0.0314813152287669
receiver_agent_11,0.0328293856579733,0.0176332637650844,0.0107717193874511,-0.0465533583523391,0,-0.0282912536380126
receiver_agent_12,0.0203938085463469,0,0.0205387770368811,-0.0316416670522555,-0.0312097725627108,0
