frame,time_sec,x,y,area,blue_x,blue_y,theta_rad,status,x_smooth_px,y_smooth_px,vx_raw_px_s,vy_raw_px_s,speed_raw_px_s,vx_sg_px_s,vy_sg_px_s,speed_sg_px_s,speed_ma_px_s,speed_butter_px_s,theta_smooth_deg,omega_deg_s,v_surge_px_s,v_sway_px_s,x_m,y_m,speed_sg_m_s,speed_sg_cm_s,speed_butter_m_s,v_surge_m_s,v_surge_cm_s
300,10.01,1246.1166936790924,1008.0388978930308,14664.0,1225.428571428571,966.5714285714286,-2.033563583524631,detected,1245.3101654501097,1008.2370983331748,-3.4809696953530533,4.361698118973195,5.5804623913275,43.05546399850966,4.9895023099354,43.3436052195455,36.340714293411004,5.355947726830443,242.60316627599514,-43.44173911993031,-24.2418866300301,35.93047517142766,1.5713692939433561,1.2722234679282964,0.05469224633381136,5.469224633381136,0.006758293661615702,-0.03058913139435975,-3.0589131394359748
301,10.043366666666667,1245.9663551401868,1019.4766355140188,15494.0,1260.0,949.0,-1.3742424617669842,detected,1246.734105344203,1008.3817779011441,15.1016835145489,4.8311399013788074,15.855622274773467,42.29557860449489,3.6825996662498817,42.45559456409567,36.85331648186666,5.3427965308270755,241.18477098776188,-41.576959475470844,-23.612516144470526,35.283517272488425,1.5731660635258085,1.2724060288973429,0.053571728156587596,5.3571728156587595,0.006741699092526279,-0.029794973052959656,-2.9794973052959657
302,10.076733333333332,1247.4070512820513,1008.2788461538462,14690.0,1204.25,975.5,-2.4920235576224217,detected,1248.1326903956497,1008.4828504842359,33.684336724452805,5.300581683799464,34.098837322597234,41.535693210480126,2.375697022564363,41.603578533800984,37.063318551633195,11.437503757272207,239.8285971803321,-39.712179831011376,-22.929213497164234,34.71467867083904,1.5749308396159618,1.272533565279793,0.052496629064733104,5.2496629064733105,0.014432181397188906,-0.02893276151061733,-2.893276151061733
303,10.1101,1248.2758620689656,1007.3990147783252,14708.0,1210.0,973.8461538461538,-2.421853628248983,detected,1249.505920604449,1008.54031608245,49.97273453834168,4.581456027010063,50.18230700722113,40.77580781646537,1.0687943788788448,40.78981275403996,37.191469020257216,17.805436560397478,238.53464485370577,-37.847400186551916,-22.195909181401667,34.22207533333726,1.576663622213816,1.2726060770756467,0.05146979527323654,5.146979527323654,0.022467427836463695,-0.028007456380317562,-2.8007456380317564
304,10.143466666666669,1252.828947368421,1021.6776315789474,14814.0,1226.0,966.3333333333334,-2.0221813623666502,detected,1250.8537959706016,1008.5541746957864,56.573219023743604,2.09546980895675,56.61201378178235,40.0159224224506,-0.23810826480667335,40.01663082851121,37.02560623208599,23.659518415051906,237.30291400788292,-35.98262054209245,-21.41612489321714,33.80355510036598,1.578364411319371,1.272623564284904,0.05049417139244317,5.0494171392443175,0.02985428191173742,-0.02702350144254529,-2.7023501442545292
305,10.176833333333333,1250.656779661017,1017.75,15620.0,1191.0,980.0,-2.57741369937444,detected,1252.1763164941071,1008.5244263242452,51.80974603676805,7.73070496506989e-12,51.80974603676805,39.25603702843583,-1.5450109084921915,39.286428978532584,36.01852680472663,28.76313860216139,236.13340464286352,-34.11784089763298,-20.592982142295835,33.456727101920315,1.5800332069326275,1.272586026907565,0.04957278104546699,4.957278104546699,0.03629418120146548,-0.02598483551078339,-2.598483551078339
306,10.2102,1255.7909516380655,1020.2184087363496,14808.0,1220.095238095238,968.095238095238,-2.171271007684069,detected,1253.473482174966,1008.4510709678264,37.17134099668692,7.73070496506989e-12,37.17134099668692,38.49615163442106,-2.8519135521777104,38.601646358276405,35.28574872074462,32.995309932523206,235.02611675864762,-32.25306125317351,-19.729212941288527,33.178988204686526,1.581670009053585,1.2724934649436295,0.04870870202937086,4.870870202937086,0.041634460482679124,-0.024894905919606976,-2.4894905919606978
307,10.243566666666666,1254.5688073394494,1008.6284403669724,13958.0,1218.3,968.4,-2.304478873002859,detected,1254.7452930131776,1008.3341086265299,31.542263690364052,7.73070496506989e-12,31.542263690364052,37.736266240406295,-4.158816195863229,37.96474077242991,35.06769373415621,36.304384028412,233.98105035523514,-30.38828160871405,-18.82717230168703,32.96754654262872,1.583274817682243,1.2723458783930977,0.04790503567499043,4.790503567499043,0.04580994830083534,-0.023756684292349565,-2.3756684292349566
308,10.276933333333334,1254.963440860215,1008.4602150537636,13718.0,1217.0,968.5,-2.330575346731759,detected,1255.9917490087423,1008.1735393003557,35.846053778377154,7.73070496506989e-12,35.846053778377154,36.97638084639153,-5.465718839548746,37.37815970497195,35.05369909315412,38.6965286838189,232.99820543262615,-28.523501964254578,-17.888852292063575,32.81944220432639,1.5848476328186023,1.2721432672559694,0.04716487029018543,4.716487029018543,0.048828427361285676,-0.022572684280206406,-2.2572684280206405
309,10.3103,1257.4801762114537,1006.5154185022028,13850.0,1231.0,963.0,-2.117459905919828,detected,1257.21285016166,1007.9693629893039,42.39361659480164,-1.0083435357096278,42.40560675987373,36.21649545237676,-6.772621483234264,36.84430681404107,35.607438100947086,40.227821668052684,232.07758199082062,-26.658722319795114,-16.915897441716893,32.73156516802258,1.5863884544626627,1.2718856315322449,0.046491238882070754,4.649123888207075,0.0507606582562179,-0.021344980999011855,-2.1344980999011853
310,10.343666666666667,1259.290756302521,1015.89243697479,14584.0,1225.4,964.8,-2.156480071881826,detected,1258.4085964719309,1007.7215796933746,41.90633795791973,-13.169637490746481,43.926990708231536,35.456610058361996,-8.079524126919782,36.365504354377045,36.791377266660994,40.99522731508596,231.21918002981852,-24.793942675335646,-15.909621299346913,32.70067059036531,1.587897282614424,1.271572971221924,0.04588707174053886,4.588707174053886,0.05172899345752172,-0.02007523192346614,-2.007523192346614
311,10.377033333333332,1260.2862068965517,1015.0,14726.0,1221.3684210526317,966.5263157894736,-2.247281295833136,detected,1259.5789879395547,1007.4301894125675,29.630836091083438,-18.99819858433557,35.198266958850446,34.69672466434723,-9.3864267706053,35.9439523418538,38.45142762989757,41.12589307868834,230.42299954961993,-22.929163030876182,-14.871023982091831,32.723391567462976,1.5893741172738862,1.2712052863250065,0.045355144910856536,4.535514491085654,0.051893871392666685,-0.0187646990310307,-1.8764699031030703
312,10.4104,1262.4132231404958,1015.9669421487604,14762.0,1231.142857142857,962.095238095238,-2.096724213613247,detected,1260.72402456453,1007.0951921468816,15.794839758918897,-28.059730746452715,32.19977410748947,33.9368392703317,-10.693329414291865,35.58168564898082,39.56793262040369,40.76514094987111,229.6890405502249,-21.06438338641655,-13.800810574930853,32.79624949743132,1.5908189584410475,1.270782576841491,0.04489802605549631,4.489802605549631,0.05143866365914336,-0.017414272018840195,-1.7414272018840196
