time_pc_sec_abs,micros32,micros32_raw,time_local_sec,a0,a1,a2,agent_id,chunk_id
1785255194.921815,4532723,1160377088,1160.377088,165,1,142,12,20260728_181508
1785255194.931799,4532762,1160387072,1160.387072,168,1,142,12,20260728_181508
1785255194.941783,4532801,1160397056,1160.397056,171,0,142,12,20260728_181508
1785255194.9520228,4532841,1160407296,1160.407296,175,0,142,12,20260728_181508
1785255194.9620068,4532880,1160417280,1160.41728,178,1,142,12,20260728_181508
1785255194.9719908,4532919,1160427264,1160.427264,181,235,142,12,20260728_181508
1785255194.9819748,4532958,1160437248,1160.437248,184,64,142,12,20260728_181508
1785255194.9919589,4532997,1160447232,1160.447232,187,169,142,12,20260728_181508
1785255195.0019429,4533036,1160457216,1160.457216,190,8,142,12,20260728_181508
1785255195.011927,4533075,1160467200,1160.4672,193,156,142,12,20260728_181508
1785255195.021911,4533114,1160477184,1160.477184,197,77,142,12,20260728_181508
1785255195.031895,4533153,1160487168,1160.487168,200,132,143,12,20260728_181508
1785255195.041879,4533192,1160497152,1160.497152,203,0,142,12,20260728_181508
1785255195.051863,4533231,1160507136,1160.507136,206,144,142,12,20260728_181508
1785255195.0621028,4533271,1160517376,1160.517376,209,0,142,12,20260728_181508
1785255195.0720868,4533310,1160527360,1160.52736,212,116,142,12,20260728_181508
1785255195.0820708,4533349,1160537344,1160.537344,215,0,142,12,20260728_181508
1785255195.0920548,4533388,1160547328,1160.547328,218,141,142,12,20260728_181508
1785255195.1020389,4533427,1160557312,1160.557312,221,0,142,12,20260728_181508
1785255195.1120229,4533466,1160567296,1160.567296,225,0,142,12,20260728_181508
1785255195.122007,4533505,1160577280,1160.57728,228,0,142,12,20260728_181508
1785255195.131991,4533544,1160587264,1160.587264,231,47,142,12,20260728_181508
1785255195.141975,4533583,1160597248,1160.597248,234,0,141,12,20260728_181508
1785255195.151959,4533622,1160607232,1160.607232,237,123,141,12,20260728_181508
1785255195.1621988,4533662,1160617472,1160.617472,240,0,141,12,20260728_181508
1785255195.1721828,4533701,1160627456,1160.627456,243,0,141,12,20260728_181508
1785255195.1821668,4533740,1160637440,1160.63744,246,98,141,12,20260728_181508
1785255195.1921508,4533779,1160647424,1160.647424,250,0,141,12,20260728_181508
1785255195.2021348,4533818,1160657408,1160.657408,253,9,140,12,20260728_181508
1785255195.2121189,4533857,1160667392,1160.667392,1,41,140,12,20260728_181508
1785255195.2221029,4533896,1160677376,1160.677376,4,1,140,12,20260728_181508
1785255195.232087,4533935,1160687360,1160.68736,7,1,140,12,20260728_181508
1785255195.242071,4533974,1160697344,1160.697344,10,6,140,12,20260728_181508
1785255195.252055,4534013,1160707328,1160.707328,13,0,140,12,20260728_181508
1785255195.262039,4534052,1160717312,1160.717312,16,1,140,12,20260728_181508
1785255195.2722788,4534092,1160727552,1160.727552,20,1,140,12,20260728_181508
1785255195.2822628,4534131,1160737536,1160.737536,23,1,140,12,20260728_181508
1785255195.2922468,4534170,1160747520,1160.74752,26,0,140,12,20260728_181508
1785255195.3022308,4534209,1160757504,1160.757504,29,0,140,12,20260728_181508
1785255195.3122149,4534248,1160767488,1160.767488,32,190,140,12,20260728_181508
1785255195.3221989,4534287,1160777472,1160.777472,35,0,140,12,20260728_181508
1785255195.332183,4534326,1160787456,1160.787456,38,171,140,12,20260728_181508
