agent_id,max_phase_deg,max_phase_rad,max_U_j,min_phase_deg,min_phase_rad,min_U_j
8,0,0,0.0148949605930933,0,0,-0.0449448311390822
9,26.5222904389729,0.462901293330289,0.0136146236005784,-178.426406942613,-3.11412827365187,-0.0384798721926572
11,-167.736768534533,-2.92755888758322,0.0369793352796141,178.202944105009,3.11022811137983,-0.0691404919327458
12,174.524586192563,3.04602865474086,0.0546868002513441,-5.93109533471568,-0.103517141840464,-0.0929368720865041
