agent_id,max_mode_1_U_j,min_mode_1_U_j,max_mode_2_U_j,min_mode_2_U_j,max_mode_3_U_j,min_mode_3_U_j,max_mode_4_U_j,min_mode_4_U_j
8,-0.00619490123259096,-0.0436999140356808,0.0271056823073859,-0.00311338485281176,-0.00804741710862148,0.00198615289179281,0.00203159662691976,-0.000117685142382425
9,0.00290964417765967,-0.0406337415055675,0.000830192861302544,0.000149467168115578,0.00787339493462963,0.00185172434048246,0.00200139162698653,0.000152677804312224
11,-0.0067798223444557,-0.0622227007248872,0.0368720149557962,-0.00519183583295813,0.00752251457656275,-0.00176570803078999,-0.000635371908289108,3.97526558894312e-05
12,0.0139306571581087,-0.097611696014621,0.0438663914774498,0.00532782151052217,-0.00241371589526331,-0.000615102715602905,-0.000696532488950953,-3.78948668023431e-05
