extrema_id,classification,type_code,is_global_max,is_global_min,U_total,U_mean,order_parameter,gradient_norm,basin_hits,phi_deg_agent_8,phi_rad_agent_8,U_agent_8,phi_deg_agent_9,phi_rad_agent_9,U_agent_9,phi_deg_agent_11,phi_rad_agent_11,U_agent_11,phi_deg_agent_12,phi_rad_agent_12,U_agent_12
1,Stable Maximum (Attractor),STABLE_MAX,1,0,0.12017571972463,0.0300439299311574,0.084658338953045,3.28324238381235e-10,20,0,0,0.0148949606297955,26.5222894466362,0.462901276010747,0.0136146236752317,-167.736768886294,-2.9275588937226,0.0369793352510171,174.52458623485,3.0460286554789,0.0546868001685855
2,Unstable Minimum (Repeller),UNSTABLE_MIN,0,1,-0.245502067350989,-0.0613755168377473,0.0248837375952047,4.07602745388553e-11,20,0,0,-0.0449448311503533,-178.426406913842,-3.11412827314971,-0.0384798721837079,178.202944121468,3.11022811166709,-0.0691404919328465,-5.93109531940042,-0.103517141573162,-0.0929368720840815
