agent_id,energy_ratio,nrmse,pair_name,rank,reconstruction_mismatch_rmse,remaining_energy_ratio,removed_constant_energy_ratio,removed_other_energy_ratio,removed_self_energy_ratio,removed_total_energy_ratio,residual_energy_ratio,residual_nrmse,self_phase,signal_index,total_energy_ratio,total_nrmse
7,0.930039775987763,0.455580229083886,7-8,1,0.0153246351562718,0.0074083351148607,0.00338109368585168,0,0.989210571199287,0.992591664885139,0.930039775987763,0.455580229083886,phi1,1,0.999481711215806,0.0428287165413964
7,0.956785992814467,0.430302590074002,7-8,2,0.0153246351562718,0.0074083351148607,0.00338109368585168,0,0.989210571199287,0.992591664885139,0.956785992814467,0.430302590074002,phi1,1,0.999679856153113,0.0404523868262833
7,0.972029280793208,0.415277705463492,7-8,3,0.0153246351562718,0.0074083351148607,0.00338109368585168,0,0.989210571199287,0.992591664885139,0.972029280793208,0.415277705463492,phi1,1,0.999792783538712,0.0390399099825347
7,0.981118062215369,0.406015681758544,7-8,4,0.0153246351562718,0.0074083351148607,0.00338109368585168,0,0.989210571199287,0.992591664885139,0.981118062215369,0.406015681758544,phi1,1,0.999860116277273,0.0381691948756553
7,0.987952470124217,0.398831557887225,7-8,5,0.0153246351562718,0.0074083351148607,0.00338109368585168,0,0.989210571199287,0.992591664885139,0.987952470124217,0.398831557887225,phi1,1,0.999910747861374,0.0374938213953317
8,0.912975169806181,0.443187739232595,7-8,1,0.0172865304922714,0.0132147339659863,0.0092957322433825,0,0.977489533790631,0.986785266034014,0.912975169806181,0.443187739232595,phi2,2,0.998849990020554,0.054041847363606
8,0.936172683526749,0.419593673127662,7-8,2,0.0172865304922714,0.0132147339659863,0.0092957322433825,0,0.977489533790631,0.986785266034014,0.936172683526749,0.419593673127662,phi2,2,0.999156538993043,0.0511648117277884
8,0.954019720916319,0.400356350966097,7-8,3,0.0172865304922714,0.0132147339659863,0.0092957322433825,0,0.977489533790631,0.986785266034014,0.954019720916319,0.400356350966097,phi2,2,0.999392382844227,0.0488190328717669
8,0.966323038009989,0.386265187205017,7-8,4,0.0172865304922714,0.0132147339659863,0.0092957322433825,0,0.977489533790631,0.986785266034014,0.966323038009989,0.386265187205017,phi2,2,0.999554967906519,0.0471007711651807
8,0.976972147464456,0.374297257725521,7-8,5,0.0172865304922714,0.0132147339659863,0.0092957322433825,0,0.977489533790631,0.986785266034014,0.976972147464456,0.374297257725521,phi2,2,0.999695693054935,0.0456414144164826
7,0.825370694503085,0.493189703228294,7-9,1,0.0187643808384932,0.0234293876849698,0.00609294266905735,0,0.970477669645973,0.97657061231503,0.825370694503085,0.493189703228294,phi1,1,0.995908542300356,0.0787020310508541
7,0.958297454086266,0.347589452562682,7-9,2,0.0187643808384932,0.0234293876849698,0.00609294266905735,0,0.970477669645973,0.97657061231503,0.958297454086266,0.347589452562682,phi1,1,0.999022934884337,0.0554674919396578
7,0.969644216320185,0.331913251955142,7-9,3,0.0187643808384932,0.0234293876849698,0.00609294266905735,0,0.970477669645973,0.97657061231503,0.969644216320185,0.331913251955142,phi1,1,0.999288782575685,0.0529659214103093
7,0.979651852340529,0.317783053974828,7-9,4,0.0187643808384932,0.0234293876849698,0.00609294266905735,0,0.970477669645973,0.97657061231503,0.979651852340529,0.317783053974828,phi1,1,0.999523255359815,0.0507110582756533
7,0.984743353653173,0.310162419512534,7-9,5,0.0187643808384932,0.0234293876849698,0.00609294266905735,0,0.970477669645973,0.97657061231503,0.984743353653173,0.310162419512534,phi1,1,0.999642546117968,0.0494949756888661
9,0.930056284712311,0.373355832259449,7-9,1,0.0197374480900314,0.02658426097857,0.0238923092496151,0,0.949523429771815,0.97341573902143,0.930056284712311,0.373355832259449,phi2,2,0.998140598018981,0.064230706761209
9,0.964852803715137,0.328256351064784,7-9,2,0.0197374480900314,0.02658426097857,0.0238923092496151,0,0.949523429771815,0.97341573902143,0.964852803715137,0.328256351064784,phi2,2,0.999065637761298,0.056471964828167
9,0.978250192828855,0.309457584831702,7-9,3,0.0197374480900314,0.02658426097857,0.0238923092496151,0,0.949523429771815,0.97341573902143,0.978250192828855,0.309457584831702,phi2,2,0.999421797449929,0.05323789711833
9,0.986533614362101,0.297262758753714,7-9,4,0.0197374480900314,0.02658426097857,0.0238923092496151,0,0.949523429771815,0.97341573902143,0.986533614362101,0.297262758753714,phi2,2,0.999642006089764,0.0511399459678712
9,0.990996729532872,0.290169671617916,7-9,5,0.0197374480900314,0.02658426097857,0.0238923092496151,0,0.949523429771815,0.97341573902143,0.990996729532872,0.290169671617916,phi2,2,0.999760654708241,0.0499196784362406
8,0.830758889876539,0.595599784173721,8-10,1,0.0192750553036584,0.00750372595365539,0.0350369444495193,0,0.957459329596825,0.992496274046345,0.830758889876539,0.595599784173721,phi1,1,0.998730061089541,0.05936929645805
8,0.919796510645095,0.535234185170806,8-10,2,0.0192750553036584,0.00750372595365539,0.0350369444495193,0,0.957459329596825,0.992496274046345,0.919796510645095,0.535234185170806,phi1,1,0.999398174995354,0.0533520626740524
8,0.953778797102011,0.51058161216919,8-10,3,0.0192750553036584,0.00750372595365539,0.0350369444495193,0,0.957459329596825,0.992496274046345,0.953778797102011,0.51058161216919,phi1,1,0.999653168760205,0.0508946979236317
8,0.972216643648723,0.495919757045219,8-10,4,0.0192750553036584,0.00750372595365539,0.0350369444495193,0,0.957459329596825,0.992496274046345,0.972216643648723,0.495919757045219,phi1,1,0.999791521307867,0.0494332064210993
8,0.982103142717888,0.488081130459462,8-10,5,0.0192750553036584,0.00750372595365539,0.0350369444495193,0,0.957459329596825,0.992496274046345,0.982103142717888,0.488081130459462,phi1,1,0.999865706887523,0.0486518533078852
10,0.772788325325799,0.684108166470745,8-10,1,0.0187917431356915,0.00429483103231227,0.00567242520076875,0,0.990032743766919,0.995705168967687,0.772788325325799,0.684108166470745,phi2,2,0.999024164248705,0.0541717620622134
10,0.880754019369052,0.62637099643311,8-10,2,0.0187917431356915,0.00429483103231227,0.00567242520076875,0,0.990032743766919,0.995705168967687,0.880754019369052,0.62637099643311,phi2,2,0.999487858661907,0.0495997888119013
10,0.923423982707521,0.602266299902395,8-10,3,0.0187917431356915,0.00429483103231227,0.00567242520076875,0,0.990032743766919,0.995705168967687,0.923423982707521,0.602266299902395,phi2,2,0.999671118944601,0.0476910352710976
10,0.951808528349262,0.586674867960456,8-10,4,0.0187917431356915,0.00429483103231227,0.00567242520076875,0,0.990032743766919,0.995705168967687,0.951808528349262,0.586674867960456,phi2,2,0.999793025772061,0.0464564127614362
10,0.968255464209706,0.576740251817594,8-10,5,0.0187917431356915,0.00429483103231227,0.00567242520076875,0,0.990032743766919,0.995705168967687,0.968255464209706,0.576740251817594,phi2,2,0.999863662582581,0.0456697306426612
8,0.911292224685269,0.51491160095122,8-9,1,0.0172971661706021,0.00706050436051476,0.0217792564950353,0,0.97116023914445,0.992939495639485,0.911292224685269,0.51491160095122,phi1,1,0.999373678365579,0.0484300846988785
8,0.958612713514623,0.475478023600238,8-9,2,0.0172971661706021,0.00706050436051476,0.0217792564950353,0,0.97116023914445,0.992939495639485,0.958612713514623,0.475478023600238,phi1,1,0.9997077848833,0.0447211539085063
8,0.969560442039124,0.466267307138838,8-9,3,0.0172971661706021,0.00706050436051476,0.0217792564950353,0,0.97116023914445,0.992939495639485,0.969560442039124,0.466267307138838,phi1,1,0.999785081368285,0.043854838646743
8,0.978519121300117,0.458454584172807,8-9,4,0.0172971661706021,0.00706050436051476,0.0217792564950353,0,0.97116023914445,0.992939495639485,0.978519121300117,0.458454584172807,phi1,1,0.999848334162272,0.0431200118642919
8,0.984402164630928,0.453288090778534,8-9,5,0.0172971661706021,0.00706050436051476,0.0217792564950353,0,0.97116023914445,0.992939495639485,0.984402164630928,0.453288090778534,phi1,1,0.999889871415362,0.0426340765848796
9,0.866125341861162,0.519096009163067,8-9,1,0.0166103002574897,0.00789544797785174,0.0140842608461449,0,0.978020291176003,0.992104552022148,0.866125341861162,0.519096009163067,phi2,2,0.998942999601112,0.0508119696787262
9,0.965612703469418,0.432542956901013,8-9,2,0.0166103002574897,0.00789544797785174,0.0140842608461449,0,0.978020291176003,0.992104552022148,0.965612703469418,0.432542956901013,phi2,2,0.999728496889144,0.0423396813360911
9,0.976763488194973,0.421956094565498,8-9,3,0.0166103002574897,0.00789544797785174,0.0140842608461449,0,0.978020291176003,0.992104552022148,0.976763488194973,0.421956094565498,phi2,2,0.999816537329857,0.0413033810785485
9,0.985871698574408,0.412948587232531,8-9,4,0.0166103002574897,0.00789544797785174,0.0140842608461449,0,0.978020291176003,0.992104552022148,0.985871698574408,0.412948587232531,phi2,2,0.999888450731079,0.0404216767668132
9,0.989677111412041,0.409098475944502,8-9,5,0.0166103002574897,0.00789544797785174,0.0140842608461449,0,0.978020291176003,0.992104552022148,0.989677111412041,0.409098475944502,phi2,2,0.999918496170172,0.0400448067185491
9,0.865252539593621,0.531355469797218,9-10,1,0.017305834486686,0.00818404089548624,0.0180838560075655,0,0.973732103096948,0.991815959104514,0.865252539593621,0.531355469797218,phi1,1,0.998897221273471,0.0529406972495154
9,0.957128451281649,0.451855065515782,9-10,2,0.017305834486686,0.00818404089548624,0.0180838560075655,0,0.973732103096948,0.991815959104514,0.957128451281649,0.451855065515782,phi1,1,0.999649137492036,0.0450198098708952
9,0.971537437612601,0.438402014181953,9-10,3,0.017305834486686,0.00818404089548624,0.0180838560075655,0,0.973732103096948,0.991815959104514,0.971537437612601,0.438402014181953,phi1,1,0.999767061225431,0.043679438013957
9,0.979326644154741,0.430928274246972,9-10,4,0.017305834486686,0.00818404089548624,0.0180838560075655,0,0.973732103096948,0.991815959104514,0.979326644154741,0.430928274246972,phi1,1,0.999830808410315,0.0429348046645149
9,0.986494590715888,0.423901898382706,9-10,5,0.017305834486686,0.00818404089548624,0.0180838560075655,0,0.973732103096948,0.991815959104514,0.986494590715888,0.423901898382706,phi1,1,0.999889471178109,0.0422347436723257
10,0.862193504294326,0.541158095305085,9-10,1,0.0206294325787898,0.0110773697257718,0.000114479151953713,0,0.988808151122275,0.988922630274228,0.862193504294326,0.541158095305085,phi2,2,0.998473466496455,0.062892086074207
10,0.927399640152374,0.490179449824582,9-10,2,0.0206294325787898,0.0110773697257718,0.000114479151953713,0,0.988808151122275,0.988922630274228,0.927399640152374,0.490179449824582,phi2,2,0.999195778971744,0.0569674710914103
10,0.954156444019015,0.467673900532105,9-10,3,0.0206294325787898,0.0110773697257718,0.000114479151953713,0,0.988808151122275,0.988922630274228,0.954156444019015,0.467673900532105,phi2,2,0.999492173980854,0.054351930539528
10,0.972204332891937,0.45167897155707,9-10,4,0.0206294325787898,0.0110773697257718,0.000114479151953713,0,0.988808151122275,0.988922630274228,0.972204332891937,0.45167897155707,phi2,2,0.999692097118669,0.05249303854738
10,0.981541688528359,0.443286073467385,9-10,5,0.0206294325787898,0.0110773697257718,0.000114479151953713,0,0.988808151122275,0.988922630274228,0.981541688528359,0.443286073467385,phi2,2,0.999795530459315,0.0515176362136666
