time_pc_sec_abs,micros32,micros32_raw,time_local_sec,a0,a1,a2,agent_id,chunk_id
1782143687.2139494,11241677,2877869312,2877.869312,210,1,147,8,20260622_175640
1782143687.2239337,11241716,2877879296,2877.879296,213,1,147,8,20260622_175640
1782143687.2339177,11241755,2877889280,2877.88928,216,176,147,8,20260622_175640
1782143687.2439015,11241794,2877899264,2877.899264,219,177,147,8,20260622_175640
1782143687.2538855,11241833,2877909248,2877.909248,222,122,147,8,20260622_175640
1782143687.2638693,11241872,2877919232,2877.919232,225,89,147,8,20260622_175640
1782143687.2738533,11241911,2877929216,2877.929216,229,79,148,8,20260622_175640
1782143687.2838373,11241950,2877939200,2877.9392,232,48,148,8,20260622_175640
1782143687.2940774,11241990,2877949440,2877.94944,235,36,148,8,20260622_175640
1782143687.3040614,11242029,2877959424,2877.959424,238,33,148,8,20260622_175640
1782143687.3140454,11242068,2877969408,2877.969408,241,44,148,8,20260622_175640
1782143687.3240294,11242107,2877979392,2877.979392,244,30,148,8,20260622_175640
1782143687.3340137,11242146,2877989376,2877.989376,90,37,148,8,20260622_175640
1782143687.3439977,11242185,2877999360,2877.99936,93,41,148,8,20260622_175640
1782143687.3539815,11242224,2878009344,2878.009344,96,0,148,8,20260622_175640
1782143687.3639655,11242263,2878019328,2878.019328,99,255,148,8,20260622_175640
1782143687.3739493,11242302,2878029312,2878.029312,102,255,146,8,20260622_175640
1782143687.3839333,11242341,2878039296,2878.039296,106,183,137,8,20260622_175640
1782143687.393917,11242380,2878049280,2878.04928,109,111,123,8,20260622_175640
1782143687.4041574,11242420,2878059520,2878.05952,112,79,112,8,20260622_175640
1782143687.4141414,11242459,2878069504,2878.069504,115,64,108,8,20260622_175640
1782143687.4241254,11242498,2878079488,2878.079488,118,43,109,8,20260622_175640
1782143687.4341094,11242537,2878089472,2878.089472,121,55,113,8,20260622_175640
1782143687.4440937,11242576,2878099456,2878.099456,124,28,114,8,20260622_175640
1782143687.4540775,11242615,2878109440,2878.10944,127,24,115,8,20260622_175640
1782143687.4640615,11242654,2878119424,2878.119424,131,27,116,8,20260622_175640
1782143687.4740453,11242693,2878129408,2878.129408,134,21,117,8,20260622_175640
1782143687.4840293,11242732,2878139392,2878.139392,137,45,117,8,20260622_175640
1782143687.4940133,11242771,2878149376,2878.149376,140,6,118,8,20260622_175640
1782143687.5042534,11242811,2878159616,2878.159616,143,0,118,8,20260622_175640
1782143687.5142374,11242850,2878169600,2878.1696,146,0,118,8,20260622_175640
1782143687.5242214,11242889,2878179584,2878.179584,149,0,120,8,20260622_175640
1782143687.5342054,11242928,2878189568,2878.189568,152,1,123,8,20260622_175640
1782143687.5441897,11242967,2878199552,2878.199552,156,1,127,8,20260622_175640
1782143687.5541737,11243006,2878209536,2878.209536,159,0,130,8,20260622_175640
1782143687.5641575,11243045,2878219520,2878.21952,162,0,133,8,20260622_175640
1782143687.5741415,11243084,2878229504,2878.229504,165,38,136,8,20260622_175640
1782143687.5841253,11243123,2878239488,2878.239488,168,0,138,8,20260622_175640
1782143687.5941093,11243162,2878249472,2878.249472,171,99,140,8,20260622_175640
1782143687.6043494,11243202,2878259712,2878.259712,174,0,141,8,20260622_175640
1782143687.6143334,11243241,2878269696,2878.269696,177,157,142,8,20260622_175640
1782143687.6243174,11243280,2878279680,2878.27968,181,0,142,8,20260622_175640
1782143687.6343014,11243319,2878289664,2878.289664,184,138,143,8,20260622_175640
1782143687.6442854,11243358,2878299648,2878.299648,187,82,143,8,20260622_175640
1782143687.6542697,11243397,2878309632,2878.309632,190,128,143,8,20260622_175640
1782143687.6642537,11243436,2878319616,2878.319616,193,0,143,8,20260622_175640
1782143687.6742375,11243475,2878329600,2878.3296,196,84,143,8,20260622_175640
1782143687.6842215,11243514,2878339584,2878.339584,199,112,143,8,20260622_175640
