Rank,DirectionIndex,PairName,SourceID,TargetID,DirectionLabel,RelativeResidual,ExplainedFraction,ExplainedPercent
4,12,9-10,9,10,9 -> 10,0.349548067947449,0.877816148194205,87.7816148194205
5,1,7-10,10,7,10 -> 7,0.343386562776556,0.882085668504502,88.2085668504502
5,2,7-10,7,10,7 -> 10,0.358323812069833,0.871604045703743,87.1604045703743
5,3,7-8,8,7,8 -> 7,0.305567015797528,0.906628798856593,90.6628798856593
5,4,7-8,7,8,7 -> 8,0.308289643564601,0.904957495670811,90.4957495670811
5,5,7-9,9,7,9 -> 7,0.240899373341572,0.941967491923638,94.1967491923638
5,6,7-9,7,9,7 -> 9,0.220045934339643,0.951579786780594,95.1579786780594
5,7,8-10,10,8,10 -> 8,0.334551358424531,0.888075388576301,88.8075388576301
5,8,8-10,8,10,8 -> 10,0.442824646802118,0.803906332184579,80.3906332184579
5,9,8-9,9,8,9 -> 8,0.279709952409487,0.921762342523083,92.1762342523083
5,10,8-9,8,9,8 -> 9,0.231618056800684,0.946353075763875,94.6353075763875
5,11,9-10,10,9,10 -> 9,0.332211804005544,0.889635317279382,88.9635317279382
5,12,9-10,9,10,9 -> 10,0.343760021679317,0.881829047495035,88.1829047495035
6,1,7-10,10,7,10 -> 7,0.334183174135966,0.888321606124411,88.8321606124411
6,2,7-10,7,10,7 -> 10,0.312784430043604,0.902165900322298,90.2165900322298
6,3,7-8,8,7,8 -> 7,0.274993089879297,0.924378800518637,92.4378800518637
6,4,7-8,7,8,7 -> 8,0.288985967603825,0.916487110528081,91.6487110528081
6,5,7-9,9,7,9 -> 7,0.216932095607604,0.952940465895293,95.2940465895293
6,6,7-9,7,9,7 -> 9,0.209166406293273,0.956249414478358,95.6249414478358
6,7,8-10,10,8,10 -> 8,0.32517620355645,0.894260436640614,89.4260436640614
6,8,8-10,8,10,8 -> 10,0.411891931283839,0.830345036943269,83.0345036943269
6,9,8-9,9,8,9 -> 8,0.277458768213022,0.923016631941713,92.3016631941713
6,10,8-9,8,9,8 -> 9,0.227439174348848,0.948271421971514,94.8271421971514
6,11,9-10,10,9,10 -> 9,0.276924062010034,0.923313063879863,92.3313063879863
6,12,9-10,9,10,9 -> 10,0.313244457536634,0.90187790982258,90.187790982258
7,1,7-10,10,7,10 -> 7,0.321295290167421,0.896769336516233,89.6769336516233
7,2,7-10,7,10,7 -> 10,0.315372548046261,0.900540155938809,90.0540155938809
7,3,7-8,8,7,8 -> 7,0.268706270712536,0.927796940079761,92.7796940079761
7,4,7-8,7,8,7 -> 8,0.25570511751456,0.934614892876865,93.4614892876865
7,5,7-9,9,7,9 -> 7,0.199124224874584,0.960349543068096,96.0349543068096
7,6,7-9,7,9,7 -> 9,0.186163220732418,0.965343255246533,96.5343255246533
7,7,8-10,10,8,10 -> 8,0.303276350075611,0.908023455484815,90.8023455484815
7,8,8-10,8,10,8 -> 10,0.405475731310599,0.835589431318134,83.5589431318135
7,9,8-9,9,8,9 -> 8,0.268703937559385,0.927798193940082,92.7798193940082
7,10,8-9,8,9,8 -> 9,0.214534432910002,0.953974977095984,95.3974977095984
7,11,9-10,10,9,10 -> 9,0.273106702112992,0.925412729260965,92.5412729260965
7,12,9-10,9,10,9 -> 10,0.281235753035354,0.920906451214637,92.0906451214637
8,1,7-10,10,7,10 -> 7,0.291236601085832,0.915181242187972,91.5181242187972
8,2,7-10,7,10,7 -> 10,0.286797480393842,0.917747205239744,91.7747205239744
8,3,7-8,8,7,8 -> 7,0.251612018490461,0.936691392151156,93.6691392151156
8,4,7-8,7,8,7 -> 8,0.248692075496032,0.938152251585476,93.8152251585476
8,5,7-9,9,7,9 -> 7,0.185885383822612,0.96544662408112,96.544662408112
8,6,7-9,7,9,7 -> 9,0.161978992440792,0.973762806007866,97.3762806007866
8,7,8-10,10,8,10 -> 8,0.319912064417173,0.897656271040342,89.7656271040342
8,8,8-10,8,10,8 -> 10,0.388641759463163,0.848957582801377,84.8957582801377
8,9,8-9,9,8,9 -> 8,0.26136790797616,0.931686816680165,93.1686816680165
8,10,8-9,8,9,8 -> 9,0.209062928668921,0.956292691856374,95.6292691856374
8,11,9-10,10,9,10 -> 9,0.263706893012924,0.93045867457747,93.0458674577471
8,12,9-10,9,10,9 -> 10,0.276695413639092,0.923439648071092,92.3439648071092
9,1,7-10,10,7,10 -> 7,0.298256493428697,0.911043064127617,91.1043064127617
9,2,7-10,7,10,7 -> 10,0.285261155939885,0.91862607291184,91.862607291184
9,3,7-8,8,7,8 -> 7,0.22998397000025,0.947107373542924,94.7107373542924
9,4,7-8,7,8,7 -> 8,0.242791077667542,0.941052492605034,94.1052492605034
9,5,7-9,9,7,9 -> 7,0.176344640830123,0.968902567650495,96.8902567650495
9,6,7-9,7,9,7 -> 9,0.155257044542385,0.975895250119964,97.5895250119964
9,7,8-10,10,8,10 -> 8,0.265288390410148,0.929622069913593,92.9622069913593
9,8,8-10,8,10,8 -> 10,0.350774775874506,0.87695705661019,87.695705661019
9,9,8-9,9,8,9 -> 8,0.249288192385571,0.937855397137135,93.7855397137134
9,10,8-9,8,9,8 -> 9,0.205537040288001,0.957754525069649,95.7754525069649
9,11,9-10,10,9,10 -> 9,0.244046260237446,0.940441422864117,94.0441422864117
9,12,9-10,9,10,9 -> 10,0.265469036275553,0.929526190778929,92.9526190778929
10,1,7-10,10,7,10 -> 7,0.229048166128103,0.947536937593353,94.7536937593353
10,2,7-10,7,10,7 -> 10,0.280206512385241,0.9214843104169,92.14843104169
10,3,7-8,8,7,8 -> 7,0.233671653276145,0.945397558455193,94.5397558455193
10,4,7-8,7,8,7 -> 8,0.236536250217768,0.944050602332917,94.4050602332917
10,5,7-9,9,7,9 -> 7,0.163426687422036,0.97329171783826,97.329171783826
10,6,7-9,7,9,7 -> 9,0.143067365951667,0.979531728799652,97.9531728799652
10,7,8-10,10,8,10 -> 8,0.248042142476223,0.938475095555805,93.8475095555805
10,8,8-10,8,10,8 -> 10,0.332409224704863,0.889504107331112,88.9504107331112
10,9,8-9,9,8,9 -> 8,0.235373069682529,0.944599518068223,94.4599518068223
10,10,8-9,8,9,8 -> 9,0.200250878673277,0.959899585590581,95.9899585590581
