frame,time_sec,x,y,area,blue_x,blue_y,theta_rad,status,x_smooth_px,y_smooth_px,vx_raw_px_s,vy_raw_px_s,speed_raw_px_s,vx_sg_px_s,vy_sg_px_s,speed_sg_px_s,speed_ma_px_s,speed_butter_px_s,theta_smooth_deg,omega_deg_s,v_surge_px_s,v_sway_px_s
300,5.005,1158.4337237404725,1053.5780349507345,14344.0,1150.1730103806228,1002.470588235294,-1.7310446302081022,detected,1159.1742107318978,1054.2927366357085,26.637628004572466,15.937100187092236,31.041172466313167,14.32976131990833,-12.581724561254932,19.069395701511535,26.992894141322036,29.80731802582361,262.63739948405737,3.4459488220596,10.641654512071081,15.823938879638776
301,5.021683333333334,1158.8362204907007,1053.5555053105145,14374.0,1151.600706713781,1002.2402826855124,-1.7108741976812514,detected,1159.4192865313994,1054.0867143430278,26.351720443841092,10.610273466243893,28.407588306275347,15.04992552435101,-12.116227885310392,19.321056815228435,27.1064277637258,28.767069092878593,262.69178603916407,3.073911404132286,10.103345315523466,16.46892983446633
302,5.038366666666667,1159.425188536953,1053.6998955795336,14365.0,1151.0247933884298,1001.7438016528926,-1.731091735024865,detected,1159.6763770823934,1053.8884580943234,26.06581288310972,5.28344674539555,26.59589086247572,15.77008972879369,-11.650731209365853,19.607020879447642,27.292028199636334,27.80017903372247,262.7399657638082,2.7018739862049723,9.564416575162754,17.115992619297536
303,5.0550500000000005,1159.7920786334307,1053.7742538179457,14362.0,1151.952727272727,1001.3818181818182,-1.71932199235912,detected,1159.9454823848794,1053.6979678895955,25.779905322378347,-0.0433799754527925,25.7799418202032,16.490253933236374,-11.185234533421314,19.925811058781484,27.432003729111425,26.928555621179093,262.7819386579897,2.3298365682776585,9.024659175619927,17.764950692702683
304,5.071733333333333,1160.5683267695954,1053.6487296553166,14346.5,1157.1393728222995,1001.1045296167248,-1.6359623918056858,detected,1160.2266024388578,1053.5152437288439,25.49399776164697,-5.370206696301136,26.053465063823243,17.210418137679056,-10.719737857476774,20.27587907358823,27.575596483552058,26.172123445573902,262.8177047217087,1.9577991503503442,8.483863105049279,18.415627576098423
305,5.088416666666666,1160.6849386492404,1053.4288528161098,14384.5,1154.3147540983607,1001.1213114754098,-1.691982856787443,detected,1160.519737244328,1053.3402856120688,25.208090200862898,-10.6970334172006,27.383833469833007,17.930582342121735,-10.254241181532235,20.65563471154153,27.739637450071882,25.54758132721692,262.84726395496506,1.5857617324230302,7.941817551296937,19.067846740483084
306,5.1051,1160.6863663579052,1054.119935664894,14196.5,1156.891304347826,1001.1557971014493,-1.6423275016840757,detected,1160.8248868012909,1053.17309353927,23.82536636986697,-14.466579298496526,27.873464069937132,18.650746546564417,-9.788744505587696,21.06347230966105,27.997986134932958,25.06720610781107,262.8706163577589,1.2137243144957164,7.3983109979415955,19.721431492607078
307,5.121783333333333,1161.2444683858112,1052.8517990778712,14387.0,1155.681660899654,1001.0034602076124,-1.6776774549765563,detected,1161.1420511097458,1053.0136675104475,22.04096122870351,-15.438626726893744,26.910131309556427,19.370910751007095,-9.323247829643156,21.49779368717702,28.359907826014876,24.737903822915698,262.88776193009005,0.8416868965684022,6.853131320293478,20.37620486065157
308,5.138466666666667,1161.9683713502066,1052.75361362821,14401.5,1155.5180327868852,1000.3180327868852,-1.6931959260301794,detected,1161.4712301696927,1052.8620075256015,20.82998990323813,-15.669686825436656,26.065831361693906,20.09107495544978,-8.857751153698617,21.95702731169114,28.820940881235465,24.560713322635966,262.89870067195864,0.46964947864108836,6.306065881438027,21.031989479488473
309,5.15515,1162.5302794224576,1052.1323015131054,14440.5,1151.865625,1000.41875,-1.774170741146425,detected,1161.812423981132,1052.7181135847318,20.038381933613437,-12.144720517074802,23.431410263900528,20.81123915989246,-8.392254477754078,22.439643726887127,29.363116226981493,24.530900366795507,262.9034325833647,0.09761206071377454,5.756901628411267,21.688607475594658
