receiver_agent,sender_agent_8,sender_agent_9,sender_agent_11,sender_agent_12
receiver_agent_8,0,0.00854191685248423,0.0185242526524542,-0.0312674537357772
receiver_agent_9,0.00959601339925354,0,-0.0241997147215103,0.0167740956976418
receiver_agent_11,0.0193822212502884,-0.0317106652470577,0,0.0345364157833573
receiver_agent_12,-0.0405742903138039,0.0226836718805808,0.0446107287106186,0
