agent_id,receiver_u_mode1,sender_v_mode1,receiver_u_mode2,sender_v_mode2,receiver_u_mode3,sender_v_mode3,receiver_u_mode4,sender_v_mode4,receiver_mode1_weighted,sender_mode1_weighted,receiver_total_weight,sender_total_weight
8,0.349953735224312,-0.530408024969269,-0.410060068331495,-0.292545134423843,0.602133607342337,0.451159419741896,0.588912763040016,0.655392896933809,0.027819117007776,0.0421640960597994,0.0373331748310491,0.0459785494358253
9,-0.332516945226943,0.439537089490606,-0.0203461090375027,-0.229802447974167,-0.561455493566287,-0.576088121962294,0.757486795745123,0.649707978711331,0.0264330020664227,0.0349404292369075,0.0309690160036573,0.0399134013072247
11,-0.486835386315153,0.591307296652131,0.659972229694489,0.474250627729815,0.535713619986844,0.585700632790859,0.201094206838616,0.287048413638208,0.0387003458235591,0.0470052044524501,0.0507346115208052,0.0540267641546933
12,0.727980886404904,-0.419321064264932,0.629184736177769,0.797931401392308,-0.187653310692172,-0.348615006074752,0.197374344270749,0.25679349928558,0.0578698937027824,0.0333333826059444,0.0644277822103719,0.0495155325605365
