state_type,total_amplitude_sum_J_amp,energy_J2,mean_agent_amplitude,phase_rad_agent_7,phase_deg_agent_7,input_amp_agent_7,phase_rad_agent_8,phase_deg_agent_8,input_amp_agent_8,phase_rad_agent_9,phase_deg_agent_9,input_amp_agent_9,phase_rad_agent_10,phase_deg_agent_10,input_amp_agent_10
BEST_FOUND_MIN_AMP_SUM,0.136135327318357,0.00409815506573562,0.0340338318295893,0,0,0.0660512079357385,0,0,0.00220210624500928,0,0,0.0615518281427772,0,0,0.00633018499483208
BEST_FOUND_MAX_AMP_SUM,0.513729496976326,0.0344541492885757,0.128432374244082,0,0,0.132949491007591,0,0,0.105693420323402,-3.14159265358979,-180,0.170899832790946,-3.14159265358979,-180,0.104186752854388
