frame,time_sec,x,y,area,blue_x,blue_y,theta_rad,status,x_smooth_px,y_smooth_px,vx_raw_px_s,vy_raw_px_s,speed_raw_px_s,vx_sg_px_s,vy_sg_px_s,speed_sg_px_s,speed_ma_px_s,speed_butter_px_s,theta_smooth_deg,omega_deg_s,v_surge_px_s,v_sway_px_s
300,5.005,1071.7533954543892,1039.1270730896629,14541.5,1058.958525345622,987.9354838709676,-1.8157193330210248,detected,1070.6246863127333,1040.219897520864,23.927719537254763,14.828305266258475,28.149856115491463,40.542477195253724,-13.820618065889077,42.83342083993348,37.70638100895232,28.767593002710953,266.801312735085,-44.482086689221084,11.536871485544758,41.25048529625891
301,5.021683333333334,1071.827238252267,1039.2027370156636,15162.5,1059.9628099173551,987.4876033057852,-1.796312726660093,detected,1071.2986654635354,1039.9934367196515,24.24716745466953,11.976768292588178,27.04381830121499,40.25414340289792,-13.327502783465679,42.403046960617765,37.42629538273046,28.78163241064451,266.0736536911741,-42.749679494814174,10.539857607790582,41.072250889765634
302,5.038366666666667,1072.557880863924,1039.3482054603087,14669.5,1064.2727272727273,987.7709090909092,-1.7300713310921372,detected,1071.9678342407578,1039.7752027332942,24.566615372084293,9.125231318917882,26.206648726300127,39.96580961054211,-12.83438750104228,41.976034118923266,37.08304704509751,28.998220930605072,265.3748970028589,-41.01727230040727,9.569925733949272,40.87057574587989
303,5.0550500000000005,1072.9523095278678,1039.677143344128,14667.5,1065.0,987.7530864197532,-1.7227681647367732,detected,1072.632192644401,1039.565195561792,24.886063289499056,6.273694345247584,25.66467195945711,39.6774758181863,-12.341272218618881,41.55248593377793,36.77141701272302,29.39483621626117,264.7050426701395,-39.28486510600036,8.62705523466832,40.64705407842978
304,5.071733333333333,1073.1057578523853,1040.0664480283103,14788.5,1071.5140562248996,988.2530120481928,-1.6015065311878454,detected,1073.2917406744646,1039.3634152051454,25.20551120691107,3.422157371571757,25.43676387195357,39.3891420258305,-11.848156936195485,41.132509433728494,36.50793533563445,29.941428631292464,264.06409069301577,-37.55245791159346,7.7111646211650084,40.403233441162314
305,5.088416666666666,1073.9800672348806,1039.4250512184908,14724.5,1072.657258064516,987.9112903225806,-1.59646943839847,detected,1073.9464783309486,1039.169861663354,27.313736607985447,0.6238590242887767,27.32086030074073,39.100808233474694,-11.355041653772085,40.71621514175724,36.32042904707753,30.603388060311094,263.4520410714877,-35.82005071718655,6.822115699853935,40.14061425598353
306,5.1051,1073.9661385734685,1039.7394891321592,14707.0,1072.5991379310344,987.573275862069,-1.5969950440316634,detected,1074.596405613853,1038.9845349364175,29.2638739359586,-4.5111176560290005,29.609533941725825,38.812474441118894,-10.861926371348687,40.303717157839266,36.0647189410307,31.344421645097132,262.86889380555544,-34.08764352277964,5.95971760143295,39.86064955379274
307,5.121783333333333,1074.602726398552,1039.4478194468013,14732.5,1068.1522388059702,987.4955223880596,-1.6943258725378647,detected,1075.241522523178,1038.8074350243367,32.72539105382248,-9.480143140639484,34.07087221649334,38.52414064876309,-10.36881108892529,39.8951332385731,35.75960982804097,32.12894437689076,262.3146488952188,-32.35523632837273,5.1237306812830985,39.564744912980025
308,5.138466666666667,1075.0183965503652,1039.6670382004256,14803.5,1070.907590759076,987.6402640264026,-1.6496457853372517,detected,1075.8818290589236,1038.6385619271107,35.68763126263866,-13.269282175744593,38.07467497691343,38.23580685640729,-9.87569580650189,39.490584873144655,35.44187229503997,32.92382495986215,261.7893063404779,-30.622829133965823,4.313870288976126,39.2542585811136
309,5.15515,1075.7768172932415,1039.3161350102264,14749.5,1072.4725274725274,987.5238095238096,-1.634508808642542,detected,1076.5173252210895,1038.4779156447403,37.71967733050951,-13.988251583838519,40.22990480091289,37.94747306405148,-9.382580524078492,39.09019735480661,35.114013592973045,33.699511741031834,261.29286614133275,-28.89042193955892,3.5298104055527197,38.93050176582086
310,5.171833333333334,1076.6508076757516,1038.6840662452703,14713.0,1070.8557692307693,987.3846153846154,-1.6832843764608998,detected,1077.148011009676,1038.325496177225,40.50693107119196,-16.369132318488937,43.68935748745334,37.65913927169568,-8.889465241655094,38.69409984697364,34.83219146792282,34.43065643841696,260.82532829778324,-27.158014745152013,2.7711871480384076,38.59473908135813
311,5.188516666666667,1077.3216199376948,1038.4140923251202,14712.5,1072.009900990099,987.1419141914192,-1.6740265318499865,detected,1077.773886424683,1038.1813035245648,41.40219279153189,-18.881009962216012,45.50422073984429,37.370805479339865,-8.396349959231696,38.30242544294745,34.57694061335527,35.096374857353645,260.38669280982947,-25.425607550745106,2.0376021414034478,38.24818913786503
312,5.2052000000000005,1077.8945747047749,1038.0646585658053,14607.5,1074.3727598566309,987.1827956989248,-1.639901636049013,detected,1078.3949514661103,1038.0453376867601,40.5359889977326,-20.06363979116668,45.22959258819369,37.082471686984064,-7.903234676808297,37.915311218196265,34.37220473638063,35.680266036243886,259.9769596774714,-23.693200356338195,1.3286257588514614,37.89202526080648
