trial,condition,mean_speed_cm_s,mean_speed_px_s,mean_power_W,cot_J_m,cot_mJ_px,cot_J_px,total_distance_m,total_distance_px,mode1_converged_mean,mode1_steady_std,mode2_converged_mean,mode2_steady_std,mode3_converged_mean,mode3_steady_std,mode4_converged_mean,mode4_steady_std,G_sum_all,G_mean_all,G_ag8,G_ag9,G_ag11,G_ag12,stroke_peak_freq_hz,total_energy_J,swimming_duration_sec,eval_window_start_sec,eval_window_end_sec
GX011346,m5sinz,4.968473553904681,39.37515291469459,2.205056727793299,44.38096940377923,56.00122322243436,0.056001223222434365,2.6394622535316503,2091.773835923833,0.20544120329320548,0.0776031599035927,1.0962548136251804,0.05418119328145031,1.618610743869138,0.048309732106604795,0.3506643354986764,0.04324547900410489,0.1452805957222234,0.03632014893055585,0.024555397910515624,0.02531361396254849,0.04086534399983188,0.05454623984932742,1.286186202563639,112.0983503977328,52.8528,44.8628,59.8628
GX011347,m5sinz,5.626797595872644,44.592370947290696,2.1995878157501805,39.091290885665,49.32655001345743,0.049326550013457426,0.7490391075137114,593.6134927046162,0.1403427055914908,0.04129272109439405,1.4014279982333224,0.027636005813984673,0.5536155701934505,0.04206997375747624,1.3056552432726727,0.02935517732678187,0.13774181144941214,0.034435452862353035,0.018083160456987237,0.01751447608596858,0.058373697584233504,0.04377047732222281,1.2817371307937648,24.70009323245335,13.246566666666668,18.009999999999998,20.256566666666668
GX011348,m5sinz,5.152512192924154,40.83365912892391,2.207087349903129,42.835169860133085,54.05068752067267,0.054050687520672665,2.401126017348372,1902.8923687485849,0.10991169724442341,0.05703291563803987,1.4571037333071077,0.02573827811047384,0.6663905535300763,0.1988229849767594,1.1702883770166652,0.08777917090820472,0.14654051006693483,0.03663512751673371,0.026146657835753175,0.01678986683587626,0.05639594711877252,0.047208038276532874,1.2908842772446811,98.10812671785003,46.46308333333334,38.473083333333335,53.473083333333335
GX011349,m5sinz,5.5293655202700505,43.82022174814014,2.2192829168897124,40.136303320047546,50.64517769091174,0.05064517769091174,1.0625518935147316,842.0723756104247,0.5754327325305544,0.06950312940435323,1.3932755498317764,0.049805369055802066,0.4067249926195182,0.09146969898488393,1.2433210703137907,0.027024552190723968,0.16166420694195324,0.04041605173548831,0.015388892681944313,0.037548946103710616,0.03172080466867822,0.07700556348762008,1.2585839357493198,37.8171805865378,19.052366666666664,18.009999999999998,26.062366666666662
GX011350,m5sinz,4.743397459738491,37.59142486842753,2.2085995011938295,46.561552556795284,58.75274770573538,0.05875274770573538,2.414987572958146,1913.8776515693303,0.4616239246827035,0.1085852550465103,1.245290845382877,0.06081255840261333,1.4372844112218706,0.11275100937437982,0.3538933014160334,0.13021330524528732,0.15397774883670057,0.03849443720917514,0.01975193897978683,0.02708306667719006,0.031157119528967134,0.07598562365075656,1.2888203427403202,106.89675768561801,50.41703333333333,42.42703333333333,57.42703333333333
GX011351,m5sinz,4.6278945698490155,36.67606446605344,2.196565618951604,47.46360544300963,59.89098478613202,0.05989098478613202,2.547609105907546,2018.98021643173,0.25455532120611407,0.09784543587892489,1.1518789368543876,0.06990657382695059,1.562917758168894,0.0812672732474488,0.36052998609125947,0.12100202421397112,0.1515326410511206,0.03788316026278015,0.027951748553957396,0.03063614674378993,0.03549984707133125,0.057444898682042035,1.2788187125279777,115.78295695867496,54.72133333333334,46.73133333333334,61.73133333333334
GX011352,m5sinz,5.10078326631537,40.4237073855493,2.2063544520082354,43.255208794668704,54.58070510368292,0.05458070510368292,2.505797677847052,1985.8446596937888,0.3152373690672382,0.2001502098011822,1.4448972976392227,0.04297228944763751,0.40960514194494235,0.19744539972285344,1.2496847488296978,0.050725630970718485,0.15158567214605598,0.037896418036513994,0.01937378029278055,0.025472432832680164,0.04460691212165595,0.062132546898939316,1.264042080368641,103.74153673608167,49.03231666666667,41.042316666666665,56.042316666666665
GX011353,m5sinz,4.96421476703022,39.341402028714484,2.2315749143266137,44.953230652863674,56.72331943579013,0.056723319435790134,2.4085349702743195,1908.763963942398,0.17655257064189236,0.08179317283595917,1.0281287918698407,0.12835220075989595,1.6645291322506286,0.07598210414153825,0.3173572121943267,0.10722318082907503,0.1449378760400638,0.03623446901001595,0.02931490405703725,0.03020358856631617,0.03814404317471016,0.047275340242000224,1.2836904028614176,103.25049446205006,48.28156666666667,40.29156666666667,55.29156666666667
GX011354,m5sinz,5.061010772971523,40.10851037579931,2.21089774519937,43.68490494046633,55.12290844222881,0.055122908442228814,2.8945592206490636,2293.9381823643826,0.16016008764912423,0.06853330728816477,1.0668058537994967,0.05434554541156804,1.637210814971178,0.046493695963773105,0.38023702334536014,0.03781730389322343,0.14396886632708947,0.03599221658177237,0.025760662176253467,0.02620416201490986,0.041560544852035065,0.050443497283891074,1.2846812611933291,121.13353826726421,56.80675,48.81675,63.81675
GX011355,m5sinz,5.183466470189169,41.078971776249155,2.2032376553640542,42.50510094036835,53.634196770180885,0.053634196770180886,1.4543722284242577,1152.5899910262242,0.15999149260436785,0.0712027176782193,1.0573822662599086,0.06382500926942943,1.6422183560651684,0.048440472248446526,0.3816681428699462,0.0480939583258074,0.1438887704293429,0.03597219260733572,0.02627530333614256,0.02674484383105943,0.040860136071045085,0.05000848719109584,1.2874953209082391,57.12927906468647,27.944583333333334,19.954583333333332,34.95458333333333
